Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Technology,Level 1,Asian,2017,236,1947,0.18,483,0.055,3836,0.188,0.373,0.204,0.235,720,1432,784,900,
Technology,Level 1,Asian,2018,215,1863,0.166,464,0.052,3658,0.17,0.362,0.219,0.248,621,1326,802,909,
Technology,Level 1,Asian,2019,201,1570,0.118,385,0.043,3080,0.169,0.377,0.207,0.246,521,1161,639,759,
Technology,Level 1,Asian,2020,195,1350,0.09,285,0.032,2593,0.169,0.316,0.239,0.277,437,819,619,718,
Technology,Level 1,Asian,2021,188,1232,0.09,272,0.035,2354,0.124,0.341,0.228,0.307,291,803,537,723,
Technology,Level 1,Asian,2022,180,1228,0.087,292,0.037,2320,0.137,0.327,0.24,0.297,317,758,556,689,
Technology,Level 1,Asian,2023,188,1426,0.087,319,0.033,2593,0.159,0.341,0.228,0.272,413,884,591,705,
Technology,Level 1,Asian,2024,,,,,,1,,,,,,,,,Small Cohort
Technology,Level 1,European,2015,309,8637,0.195,2619,0.07,18153,0.203,0.382,0.206,0.209,3678,6936,3740,3799,
Technology,Level 1,European,2016,316,8243,0.189,2259,0.061,16830,0.199,0.367,0.21,0.223,3356,6181,3539,3754,
Technology,Level 1,European,2017,318,8258,0.195,2445,0.067,17283,0.188,0.371,0.211,0.229,3251,6414,3654,3964,
Technology,Level 1,European,2018,296,7146,0.171,1904,0.054,14514,0.169,0.387,0.216,0.229,2447,5611,3133,3323,
Technology,Level 1,European,2019,279,6491,0.127,1761,0.049,13201,0.164,0.383,0.222,0.231,2171,5057,2928,3045,
Technology,Level 1,European,2020,270,5624,0.097,1295,0.038,10920,0.176,0.368,0.211,0.244,1927,4024,2300,2669,
Technology,Level 1,European,2021,269,6022,0.102,1432,0.042,11808,0.154,0.363,0.222,0.261,1824,4283,2619,3082,
Technology,Level 1,European,2022,259,5821,0.098,1377,0.04,11274,0.162,0.346,0.236,0.257,1821,3896,2664,2893,
Technology,Level 1,European,2023,249,5899,0.106,1599,0.046,11578,0.157,0.37,0.223,0.249,1822,4284,2585,2887,
Technology,Level 1,European,2024,,,,,,1,,,,,,,,,Small Cohort
Technology,Level 1,M?ori,2015,282,2096,0.118,577,0.045,4185,0.311,0.422,0.155,0.111,1301,1768,650,466,
Technology,Level 1,M?ori,2016,283,2059,0.117,456,0.036,3881,0.306,0.415,0.161,0.119,1187,1611,623,460,
Technology,Level 1,M?ori,2017,291,2061,0.122,500,0.041,3945,0.305,0.403,0.165,0.126,1203,1591,652,499,
Technology,Level 1,M?ori,2018,265,1702,0.106,326,0.028,3057,0.271,0.436,0.166,0.128,827,1332,507,391,
Technology,Level 1,M?ori,2019,255,1587,0.081,314,0.026,2851,0.262,0.442,0.167,0.13,746,1260,475,370,
Technology,Level 1,M?ori,2020,230,1424,0.065,239,0.021,2461,0.291,0.414,0.18,0.116,715,1018,442,286,
Technology,Level 1,M?ori,2021,242,1534,0.067,250,0.021,2664,0.237,0.423,0.196,0.145,632,1126,521,385,
Technology,Level 1,M?ori,2022,236,1485,0.064,249,0.021,2590,0.262,0.41,0.188,0.14,678,1061,488,363,
Technology,Level 1,M?ori,2023,219,1458,0.06,296,0.024,2580,0.274,0.402,0.178,0.146,708,1038,458,376,
Technology,Level 1,Middle Eastern/Latin American/African,2015,113,289,0.211,88,0.082,606,0.206,0.429,0.183,0.182,125,260,111,110,
Technology,Level 1,Middle Eastern/Latin American/African,2016,102,247,0.179,54,0.048,471,0.24,0.348,0.214,0.197,113,164,101,93,
Technology,Level 1,Middle Eastern/Latin American/African,2017,109,263,0.194,71,0.066,514,0.2,0.393,0.167,0.239,103,202,86,123,
Technology,Level 1,Middle Eastern/Latin American/African,2018,108,260,0.198,56,0.052,480,0.21,0.373,0.238,0.179,101,179,114,86,
Technology,Level 1,Middle Eastern/Latin American/African,2019,92,199,0.108,51,0.044,385,0.2,0.416,0.192,0.192,77,160,74,74,
Technology,Level 1,Middle Eastern/Latin American/African,2020,88,207,0.094,43,0.036,376,0.17,0.37,0.223,0.237,64,139,84,89,
Technology,Level 1,Middle Eastern/Latin American/African,2021,88,206,0.095,33,0.029,373,0.161,0.349,0.212,0.279,60,130,79,104,
Technology,Level 1,Middle Eastern/Latin American/African,2022,86,196,0.087,48,0.041,382,0.215,0.366,0.243,0.175,82,140,93,67,
Technology,Level 1,Middle Eastern/Latin American/African,2023,93,224,0.098,58,0.043,429,0.172,0.387,0.207,0.233,74,166,89,100,
Technology,Level 1,Pacific Peoples,2015,184,1018,0.113,311,0.045,2076,0.365,0.427,0.139,0.069,758,887,288,143,
Technology,Level 1,Pacific Peoples,2016,209,1057,0.118,289,0.041,2061,0.354,0.402,0.139,0.105,730,828,287,216,
Technology,Level 1,Pacific Peoples,2017,213,1161,0.13,280,0.04,2306,0.337,0.402,0.156,0.105,777,928,359,242,
Technology,Level 1,Pacific Peoples,2018,196,998,0.117,211,0.031,1860,0.302,0.466,0.134,0.098,562,867,249,182,
Technology,Level 1,Pacific Peoples,2019,168,922,0.09,173,0.025,1649,0.265,0.488,0.148,0.099,437,805,244,163,
Technology,Level 1,Pacific Peoples,2020,162,888,0.071,144,0.021,1517,0.322,0.421,0.16,0.096,489,639,243,146,
Technology,Level 1,Pacific Peoples,2021,172,811,0.067,117,0.018,1471,0.269,0.441,0.171,0.118,396,649,252,174,
Technology,Level 1,Pacific Peoples,2022,164,837,0.064,140,0.02,1499,0.28,0.41,0.189,0.121,419,615,283,182,
Technology,Level 1,Pacific Peoples,2023,151,807,0.058,185,0.024,1462,0.272,0.434,0.194,0.1,398,635,283,146,
Technology,Level 2,Asian,2015,185,1207,0.11,374,0.045,2449,0.26,0.33,0.178,0.232,636,808,437,568,
Technology,Level 2,Asian,2016,195,1404,0.118,413,0.047,2813,0.205,0.322,0.208,0.265,578,905,585,745,
Technology,Level 2,Asian,2017,199,1313,0.106,386,0.042,2611,0.211,0.332,0.182,0.274,552,868,475,716,
Technology,Level 2,Asian,2018,199,1315,0.104,351,0.038,2536,0.228,0.32,0.179,0.272,578,812,455,691,
Technology,Level 2,Asian,2019,180,1213,0.092,311,0.033,2246,0.195,0.321,0.188,0.295,438,722,423,663,
Technology,Level 2,Asian,2020,176,1004,0.079,236,0.026,1873,0.194,0.286,0.206,0.314,364,535,385,589,
Technology,Level 2,Asian,2021,174,993,0.081,198,0.022,1743,0.146,0.318,0.224,0.312,255,555,390,543,
Technology,Level 2,Asian,2022,167,863,0.075,197,0.024,1594,0.186,0.305,0.216,0.293,297,486,344,467,
Technology,Level 2,Asian,2023,190,1107,0.082,255,0.026,2037,0.162,0.313,0.22,0.305,330,638,448,621,
Technology,Level 2,Asian,2024,185,1425,0.086,380,0.032,2737,0.167,0.327,0.232,0.274,458,894,634,751,
Technology,Level 2,European,2015,288,4800,0.113,1623,0.05,10039,0.237,0.345,0.202,0.216,2379,3463,2025,2172,
Technology,Level 2,European,2016,293,5026,0.117,1537,0.047,10210,0.218,0.333,0.206,0.243,2221,3402,2101,2486,
Technology,Level 2,European,2017,302,5075,0.117,1398,0.043,9995,0.205,0.341,0.198,0.255,2050,3413,1982,2550,
Technology,Level 2,European,2018,295,4878,0.114,1221,0.039,9349,0.217,0.325,0.204,0.255,2031,3034,1904,2380,
Technology,Level 2,European,2019,272,4261,0.099,1047,0.034,8063,0.205,0.303,0.211,0.281,1655,2440,1699,2269,
Technology,Level 2,European,2020,264,3882,0.09,885,0.028,7408,0.194,0.317,0.206,0.283,1437,2348,1524,2099,
Technology,Level 2,European,2021,263,3946,0.093,860,0.029,7344,0.186,0.329,0.209,0.276,1364,2413,1537,2030,
Technology,Level 2,European,2022,248,3787,0.091,760,0.026,7069,0.193,0.306,0.213,0.288,1363,2164,1509,2033,
Technology,Level 2,European,2023,259,4209,0.098,944,0.03,7971,0.184,0.326,0.215,0.275,1469,2597,1711,2194,
Technology,Level 2,European,2024,247,4342,0.095,977,0.03,8221,0.183,0.323,0.22,0.274,1502,2657,1806,2256,
Technology,Level 2,M?ori,2015,233,957,0.066,248,0.027,1851,0.373,0.369,0.158,0.099,691,683,293,184,
Technology,Level 2,M?ori,2016,250,1172,0.078,301,0.031,2181,0.334,0.372,0.173,0.122,728,811,377,265,
Technology,Level 2,M?ori,2017,247,1082,0.072,228,0.024,1959,0.339,0.377,0.143,0.14,665,738,281,275,
Technology,Level 2,M?ori,2018,253,1028,0.071,210,0.024,1798,0.341,0.359,0.168,0.132,613,646,302,237,
Technology,Level 2,M?ori,2019,210,887,0.06,168,0.019,1552,0.323,0.335,0.184,0.158,501,520,286,245,
Technology,Level 2,M?ori,2020,204,801,0.054,129,0.015,1420,0.344,0.338,0.159,0.158,489,480,226,225,
Technology,Level 2,M?ori,2021,208,822,0.055,150,0.018,1418,0.333,0.376,0.166,0.126,472,533,235,178,
Technology,Level 2,M?ori,2022,198,788,0.053,94,0.011,1283,0.33,0.339,0.182,0.149,423,435,234,191,
Technology,Level 2,M?ori,2023,192,942,0.058,183,0.02,1653,0.293,0.377,0.166,0.163,485,623,275,270,
Technology,Level 2,M?ori,2024,204,984,0.056,196,0.02,1772,0.302,0.397,0.155,0.146,535,703,275,259,
Technology,Level 2,Middle Eastern/Latin American/African,2015,75,153,0.109,45,0.045,310,0.242,0.342,0.174,0.242,75,106,54,75,
Technology,Level 2,Middle Eastern/Latin American/African,2016,85,166,0.117,58,0.056,353,0.221,0.374,0.184,0.221,78,132,65,78,
Technology,Level 2,Middle Eastern/Latin American/African,2017,86,156,0.101,39,0.036,300,0.19,0.34,0.17,0.3,57,102,51,90,
Technology,Level 2,Middle Eastern/Latin American/African,2018,86,173,0.115,63,0.061,345,0.252,0.342,0.203,0.203,87,118,70,70,
Technology,Level 2,Middle Eastern/Latin American/African,2019,75,159,0.103,28,0.027,272,0.243,0.346,0.158,0.254,66,94,43,69,
Technology,Level 2,Middle Eastern/Latin American/African,2020,68,112,0.069,27,0.024,209,0.225,0.388,0.191,0.196,47,81,40,41,
Technology,Level 2,Middle Eastern/Latin American/African,2021,81,167,0.098,29,0.025,288,0.219,0.396,0.191,0.194,63,114,55,56,
Technology,Level 2,Middle Eastern/Latin American/African,2022,64,147,0.089,30,0.027,276,0.199,0.304,0.188,0.308,55,84,52,85,
Technology,Level 2,Middle Eastern/Latin American/African,2023,82,157,0.084,38,0.03,301,0.226,0.362,0.213,0.199,68,109,64,60,
Technology,Level 2,Middle Eastern/Latin American/African,2024,87,181,0.086,50,0.035,349,0.238,0.324,0.212,0.226,83,113,74,79,
Technology,Level 2,Pacific Peoples,2015,155,617,0.069,177,0.03,1215,0.391,0.406,0.12,0.083,475,493,146,101,
Technology,Level 2,Pacific Peoples,2016,158,670,0.074,194,0.032,1293,0.369,0.4,0.137,0.094,477,517,177,122,
Technology,Level 2,Pacific Peoples,2017,158,714,0.078,136,0.023,1273,0.38,0.373,0.148,0.099,484,475,188,126,
Technology,Level 2,Pacific Peoples,2018,155,633,0.071,143,0.024,1151,0.342,0.373,0.171,0.114,394,429,197,131,
Technology,Level 2,Pacific Peoples,2019,146,513,0.058,116,0.02,914,0.357,0.334,0.162,0.148,326,305,148,135,
Technology,Level 2,Pacific Peoples,2020,137,514,0.057,81,0.014,905,0.404,0.361,0.128,0.106,366,327,116,96,
Technology,Level 2,Pacific Peoples,2021,133,567,0.063,84,0.015,968,0.37,0.393,0.148,0.09,358,380,143,87,
Technology,Level 2,Pacific Peoples,2022,133,513,0.058,75,0.014,873,0.383,0.34,0.151,0.126,334,297,132,110,
Technology,Level 2,Pacific Peoples,2023,123,553,0.058,141,0.024,1022,0.315,0.413,0.17,0.102,322,422,174,104,
Technology,Level 2,Pacific Peoples,2024,139,656,0.058,149,0.022,1190,0.351,0.409,0.152,0.087,418,487,181,104,
Technology,Level 3,Asian,2015,172,1038,0.133,322,0.049,2147,0.257,0.325,0.176,0.242,552,698,377,520,
Technology,Level 3,Asian,2016,174,954,0.115,286,0.041,1993,0.198,0.307,0.219,0.276,395,611,436,551,
Technology,Level 3,Asian,2017,174,1129,0.124,399,0.053,2422,0.204,0.321,0.197,0.277,494,778,478,672,
Technology,Level 3,Asian,2018,180,1080,0.113,345,0.044,2243,0.201,0.339,0.177,0.282,451,761,398,633,
Technology,Level 3,Asian,2019,162,984,0.101,316,0.041,2122,0.187,0.325,0.201,0.288,396,689,426,611,
Technology,Level 3,Asian,2020,159,909,0.089,239,0.03,1758,0.199,0.312,0.189,0.3,349,549,332,528,
Technology,Level 3,Asian,2021,158,867,0.084,192,0.024,1638,0.156,0.27,0.208,0.365,256,443,341,598,
Technology,Level 3,Asian,2022,155,907,0.088,237,0.03,1772,0.173,0.304,0.215,0.308,307,539,381,545,
Technology,Level 3,Asian,2023,163,846,0.084,253,0.033,1688,0.188,0.322,0.177,0.313,318,544,298,528,
Technology,Level 3,Asian,2024,170,1014,0.081,246,0.026,1989,0.172,0.297,0.189,0.342,343,590,375,681,
Technology,Level 3,European,2015,281,3646,0.117,1130,0.045,7491,0.24,0.341,0.198,0.22,1801,2553,1486,1651,
Technology,Level 3,European,2016,282,3535,0.113,1022,0.041,7109,0.222,0.319,0.201,0.258,1575,2270,1430,1834,
Technology,Level 3,European,2017,279,3424,0.105,1001,0.04,6922,0.22,0.318,0.192,0.27,1521,2202,1329,1870,
Technology,Level 3,European,2018,282,3384,0.103,1003,0.04,6753,0.217,0.309,0.193,0.281,1464,2088,1301,1900,
Technology,Level 3,European,2019,263,3030,0.091,795,0.032,5924,0.211,0.306,0.193,0.29,1252,1811,1142,1719,
Technology,Level 3,European,2020,259,2789,0.084,638,0.026,5253,0.195,0.291,0.175,0.34,1022,1530,917,1784,
Technology,Level 3,European,2021,258,2728,0.081,723,0.029,5383,0.187,0.275,0.201,0.336,1005,1483,1084,1811,
Technology,Level 3,European,2022,238,2413,0.074,589,0.025,4687,0.172,0.299,0.19,0.339,805,1402,889,1591,
Technology,Level 3,European,2023,235,2635,0.082,637,0.027,5044,0.178,0.313,0.199,0.309,897,1580,1006,1561,
Technology,Level 3,European,2024,237,2943,0.085,744,0.029,5620,0.185,0.314,0.2,0.301,1038,1766,1126,1690,
Technology,Level 3,M?ori,2015,194,628,0.071,158,0.026,1200,0.38,0.349,0.151,0.12,456,419,181,144,
Technology,Level 3,M?ori,2016,199,681,0.074,138,0.023,1198,0.38,0.368,0.142,0.11,455,441,170,132,
Technology,Level 3,M?ori,2017,208,740,0.076,170,0.026,1347,0.33,0.391,0.146,0.134,444,527,196,180,
Technology,Level 3,M?ori,2018,200,635,0.065,140,0.022,1139,0.327,0.377,0.154,0.142,373,429,175,162,
Technology,Level 3,M?ori,2019,193,649,0.065,119,0.019,1136,0.305,0.392,0.152,0.151,346,445,173,172,
Technology,Level 3,M?ori,2020,166,572,0.058,95,0.016,1017,0.314,0.358,0.176,0.152,319,364,179,155,
Technology,Level 3,M?ori,2021,177,553,0.055,93,0.015,969,0.316,0.324,0.156,0.204,306,314,151,198,
Technology,Level 3,M?ori,2022,161,433,0.043,104,0.018,835,0.261,0.378,0.165,0.195,218,316,138,163,
Technology,Level 3,M?ori,2023,172,509,0.051,104,0.017,900,0.311,0.323,0.161,0.204,280,291,145,184,
Technology,Level 3,M?ori,2024,174,608,0.054,131,0.019,1116,0.285,0.339,0.162,0.214,318,378,181,239,
Technology,Level 3,Middle Eastern/Latin American/African,2015,70,123,0.124,36,0.046,241,0.266,0.332,0.241,0.162,64,80,58,39,
Technology,Level 3,Middle Eastern/Latin American/African,2016,65,119,0.118,38,0.048,250,0.24,0.332,0.212,0.216,60,83,53,54,
Technology,Level 3,Middle Eastern/Latin American/African,2017,66,127,0.117,38,0.045,264,0.186,0.394,0.239,0.182,49,104,63,48,
Technology,Level 3,Middle Eastern/Latin American/African,2018,57,111,0.097,28,0.032,217,0.217,0.318,0.221,0.244,47,69,48,53,
Technology,Level 3,Middle Eastern/Latin American/African,2019,63,118,0.1,41,0.047,257,0.237,0.327,0.233,0.202,61,84,60,52,
Technology,Level 3,Middle Eastern/Latin American/African,2020,68,112,0.088,30,0.032,219,0.265,0.324,0.178,0.233,58,71,39,51,
Technology,Level 3,Middle Eastern/Latin American/African,2021,54,89,0.07,28,0.03,182,0.308,0.308,0.132,0.253,56,56,24,46,
Technology,Level 3,Middle Eastern/Latin American/African,2022,63,99,0.073,23,0.023,189,0.238,0.317,0.19,0.254,45,60,36,48,
Technology,Level 3,Middle Eastern/Latin American/African,2023,62,117,0.088,29,0.03,231,0.208,0.381,0.156,0.255,48,88,36,59,
Technology,Level 3,Middle Eastern/Latin American/African,2024,74,137,0.085,32,0.027,264,0.269,0.295,0.212,0.223,71,78,56,59,
Technology,Level 3,Pacific Peoples,2015,126,445,0.077,126,0.03,868,0.414,0.355,0.146,0.085,359,308,127,74,
Technology,Level 3,Pacific Peoples,2016,133,453,0.075,111,0.026,843,0.421,0.356,0.129,0.094,355,300,109,79,
Technology,Level 3,Pacific Peoples,2017,130,455,0.073,107,0.024,880,0.385,0.38,0.144,0.091,339,334,127,80,
Technology,Level 3,Pacific Peoples,2018,121,454,0.071,89,0.02,799,0.384,0.389,0.129,0.098,307,311,103,78,
Technology,Level 3,Pacific Peoples,2019,115,392,0.06,79,0.018,702,0.322,0.409,0.151,0.118,226,287,106,83,
Technology,Level 3,Pacific Peoples,2020,120,409,0.061,71,0.016,700,0.357,0.346,0.143,0.154,250,242,100,108,
Technology,Level 3,Pacific Peoples,2021,112,418,0.062,75,0.017,759,0.339,0.382,0.17,0.109,257,290,129,83,
Technology,Level 3,Pacific Peoples,2022,109,374,0.055,93,0.022,705,0.37,0.406,0.123,0.101,261,286,87,71,
Technology,Level 3,Pacific Peoples,2023,111,388,0.057,53,0.012,640,0.391,0.356,0.128,0.125,250,228,82,80,
Technology,Level 3,Pacific Peoples,2024,106,452,0.06,84,0.017,796,0.358,0.393,0.133,0.116,285,313,106,92,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2015,163,782,0.076,16,0.002,995,0.133,0.392,0.228,0.247,132,390,227,246,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2016,168,832,0.078,10,0.001,1084,0.109,0.402,0.21,0.279,118,436,228,302,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2017,179,767,0.071,15,0.002,1022,0.086,0.337,0.263,0.314,88,344,269,321,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2018,174,839,0.075,14,0.002,1114,0.125,0.366,0.245,0.264,139,408,273,294,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2019,165,783,0.059,3,0,1073,0.118,0.346,0.212,0.324,127,371,227,348,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2020,162,730,0.049,11,0.001,913,0.112,0.315,0.245,0.327,102,288,224,299,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2021,155,684,0.05,5,0.001,883,0.099,0.376,0.227,0.299,87,332,200,264,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2022,156,730,0.052,8,0.001,966,0.099,0.352,0.231,0.318,96,340,223,307,
Technology - Construction and Mechanical Technologies,Level 1,Asian,2023,159,810,0.05,8,0.001,1034,0.093,0.327,0.209,0.371,96,338,216,384,
Technology - Construction and Mechanical Technologies,Level 1,European,2015,279,4910,0.111,79,0.002,6418,0.126,0.407,0.234,0.232,811,2610,1505,1492,
Technology - Construction and Mechanical Technologies,Level 1,European,2016,274,4888,0.112,39,0.001,6195,0.117,0.383,0.235,0.265,725,2374,1453,1643,
Technology - Construction and Mechanical Technologies,Level 1,European,2017,278,4964,0.117,62,0.002,6228,0.097,0.37,0.253,0.279,607,2306,1577,1738,
Technology - Construction and Mechanical Technologies,Level 1,European,2018,268,4863,0.117,48,0.001,6255,0.128,0.358,0.237,0.278,799,2240,1480,1736,
Technology - Construction and Mechanical Technologies,Level 1,European,2019,257,4926,0.096,49,0.001,6247,0.123,0.367,0.231,0.279,766,2291,1445,1745,
Technology - Construction and Mechanical Technologies,Level 1,European,2020,246,4286,0.074,62,0.002,5297,0.122,0.372,0.217,0.29,644,1971,1147,1535,
Technology - Construction and Mechanical Technologies,Level 1,European,2021,242,4534,0.077,60,0.002,5671,0.1,0.37,0.242,0.288,567,2099,1372,1633,
Technology - Construction and Mechanical Technologies,Level 1,European,2022,236,4649,0.079,69,0.002,5933,0.119,0.353,0.222,0.306,706,2095,1317,1815,
Technology - Construction and Mechanical Technologies,Level 1,European,2023,222,4753,0.085,51,0.001,6007,0.105,0.359,0.238,0.299,629,2156,1427,1795,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2015,235,1439,0.081,24,0.002,1868,0.226,0.483,0.19,0.101,422,903,355,188,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2016,243,1274,0.072,14,0.001,1638,0.17,0.506,0.188,0.136,279,829,308,222,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2017,234,1310,0.078,9,0.001,1611,0.187,0.48,0.197,0.136,302,773,317,219,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2018,224,1297,0.08,11,0.001,1635,0.195,0.453,0.209,0.143,319,740,342,234,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2019,217,1281,0.065,17,0.001,1600,0.219,0.451,0.191,0.139,351,721,306,222,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2020,204,1101,0.05,15,0.001,1334,0.248,0.406,0.193,0.153,331,541,258,204,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2021,209,1129,0.05,34,0.003,1419,0.161,0.464,0.218,0.157,229,658,309,223,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2022,198,1176,0.05,40,0.003,1507,0.196,0.428,0.197,0.179,295,645,297,270,
Technology - Construction and Mechanical Technologies,Level 1,M?ori,2023,195,1179,0.048,22,0.002,1426,0.203,0.408,0.208,0.181,289,582,297,258,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2015,78,133,0.097,2,0.002,168,0.119,0.452,0.262,0.167,20,76,44,28,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2016,64,120,0.087,2,0.002,156,0.167,0.41,0.256,0.167,26,64,40,26,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2017,72,142,0.105,3,0.003,173,0.098,0.434,0.22,0.249,17,75,38,43,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2018,66,134,0.102,2,0.002,186,0.167,0.435,0.172,0.226,31,81,32,42,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2019,66,126,0.068,1,0.001,161,0.155,0.429,0.186,0.23,25,69,30,37,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2020,69,136,0.062,3,0.003,172,0.163,0.436,0.14,0.262,28,75,24,45,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2021,78,138,0.064,2,0.002,179,0.145,0.33,0.279,0.246,26,59,50,44,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2022,78,145,0.064,2,0.002,186,0.167,0.344,0.269,0.22,31,64,50,41,
Technology - Construction and Mechanical Technologies,Level 1,Middle Eastern/Latin American/African,2023,80,146,0.064,0,0,185,0.119,0.373,0.227,0.281,22,69,42,52,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2015,143,592,0.066,1,0,719,0.228,0.519,0.186,0.067,164,373,134,48,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2016,160,607,0.068,2,0,765,0.203,0.507,0.174,0.116,155,388,133,89,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2017,160,678,0.076,6,0.001,824,0.203,0.504,0.177,0.117,167,415,146,96,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2018,166,742,0.087,5,0.001,896,0.26,0.463,0.174,0.103,233,415,156,92,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2019,145,591,0.058,12,0.002,757,0.256,0.477,0.165,0.102,194,361,125,77,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2020,132,554,0.044,3,0,661,0.26,0.443,0.163,0.133,172,293,108,88,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2021,140,573,0.047,6,0.001,658,0.16,0.521,0.205,0.114,105,343,135,75,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2022,134,500,0.038,9,0.001,611,0.272,0.427,0.177,0.124,166,261,108,76,
Technology - Construction and Mechanical Technologies,Level 1,Pacific Peoples,2023,130,572,0.041,5,0.001,687,0.223,0.448,0.189,0.14,153,308,130,96,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2015,121,388,0.035,6,0.001,502,0.193,0.347,0.209,0.251,97,174,105,126,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2016,132,486,0.041,11,0.001,632,0.188,0.384,0.147,0.28,119,243,93,177,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2017,125,414,0.033,4,0,514,0.158,0.329,0.204,0.309,81,169,105,159,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2018,132,438,0.035,4,0,547,0.21,0.358,0.152,0.28,115,196,83,153,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2019,134,480,0.037,8,0.001,603,0.151,0.365,0.197,0.287,91,220,119,173,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2020,127,428,0.034,1,0,529,0.151,0.291,0.234,0.323,80,154,124,171,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2021,112,397,0.032,15,0.002,503,0.113,0.3,0.205,0.382,57,151,103,192,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2022,114,399,0.035,10,0.001,502,0.163,0.293,0.237,0.307,82,147,119,154,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2023,125,434,0.032,18,0.002,567,0.159,0.284,0.219,0.339,90,161,124,192,
Technology - Construction and Mechanical Technologies,Level 2,Asian,2024,127,564,0.034,1,0,703,0.129,0.343,0.201,0.327,91,241,141,230,
Technology - Construction and Mechanical Technologies,Level 2,European,2015,236,2480,0.059,34,0.001,3278,0.176,0.336,0.224,0.263,578,1103,734,863,
Technology - Construction and Mechanical Technologies,Level 2,European,2016,241,2472,0.057,26,0.001,3121,0.191,0.306,0.22,0.283,597,955,687,882,
Technology - Construction and Mechanical Technologies,Level 2,European,2017,240,2573,0.059,29,0.001,3165,0.161,0.322,0.23,0.287,510,1020,728,907,
Technology - Construction and Mechanical Technologies,Level 2,European,2018,232,2421,0.057,26,0.001,2993,0.178,0.293,0.227,0.302,532,878,678,905,
Technology - Construction and Mechanical Technologies,Level 2,European,2019,218,2396,0.056,21,0.001,2926,0.166,0.292,0.232,0.309,486,855,680,905,
Technology - Construction and Mechanical Technologies,Level 2,European,2020,204,2297,0.053,3,0,2752,0.159,0.314,0.203,0.325,437,863,558,894,
Technology - Construction and Mechanical Technologies,Level 2,European,2021,199,2240,0.053,37,0.001,2716,0.178,0.31,0.211,0.301,483,842,573,818,
Technology - Construction and Mechanical Technologies,Level 2,European,2022,197,2218,0.053,30,0.001,2676,0.178,0.294,0.21,0.319,475,786,562,853,
Technology - Construction and Mechanical Technologies,Level 2,European,2023,201,2513,0.059,33,0.001,2998,0.18,0.298,0.207,0.315,540,892,622,944,
Technology - Construction and Mechanical Technologies,Level 2,European,2024,191,2537,0.055,14,0,3062,0.168,0.304,0.214,0.315,513,931,654,964,
