Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Accounting,Level 1,M?ori,2015,222,1181,0.066,528,0.041,3470,0.247,0.297,0.251,0.205,858,1030,871,711,
Accounting,Level 1,M?ori,2016,228,1299,0.074,552,0.043,3729,0.23,0.311,0.235,0.224,856,1161,877,835,
Accounting,Level 1,M?ori,2017,225,1415,0.084,489,0.04,3654,0.258,0.27,0.259,0.213,941,986,948,779,
Accounting,Level 1,M?ori,2018,210,1232,0.076,420,0.036,3051,0.252,0.296,0.235,0.218,768,902,716,665,
Accounting,Level 1,M?ori,2019,202,1313,0.067,358,0.03,2912,0.248,0.286,0.238,0.228,723,834,692,663,
Accounting,Level 1,M?ori,2020,206,1164,0.053,322,0.028,2559,0.235,0.293,0.246,0.226,601,749,630,579,
Accounting,Level 1,M?ori,2021,196,1074,0.047,288,0.024,2353,0.188,0.309,0.257,0.246,443,726,605,579,
Accounting,Level 1,M?ori,2022,192,1199,0.051,292,0.024,2499,0.242,0.305,0.24,0.213,605,761,600,533,
Accounting,Level 1,M?ori,2023,179,1096,0.045,260,0.021,2244,0.235,0.29,0.23,0.245,527,651,517,549,
Accounting,Level 1,Middle Eastern/Latin American/African,2015,91,173,0.126,87,0.081,546,0.211,0.288,0.278,0.223,115,157,152,122,
Accounting,Level 1,Middle Eastern/Latin American/African,2016,90,171,0.124,95,0.085,560,0.184,0.275,0.314,0.227,103,154,176,127,
Accounting,Level 1,Middle Eastern/Latin American/African,2017,90,167,0.123,92,0.085,548,0.199,0.224,0.319,0.257,109,123,175,141,
Accounting,Level 1,Middle Eastern/Latin American/African,2018,79,170,0.129,67,0.062,446,0.157,0.229,0.314,0.3,70,102,140,134,
Accounting,Level 1,Middle Eastern/Latin American/African,2019,92,171,0.093,78,0.067,469,0.203,0.243,0.277,0.277,95,114,130,130,
Accounting,Level 1,Middle Eastern/Latin American/African,2020,92,162,0.074,59,0.05,405,0.17,0.227,0.279,0.323,69,92,113,131,
Accounting,Level 1,Middle Eastern/Latin American/African,2021,85,185,0.086,74,0.064,487,0.107,0.292,0.318,0.283,52,142,155,138,
Accounting,Level 1,Middle Eastern/Latin American/African,2022,92,179,0.079,68,0.057,449,0.165,0.249,0.281,0.305,74,112,126,137,
Accounting,Level 1,Middle Eastern/Latin American/African,2023,87,177,0.077,69,0.051,450,0.231,0.211,0.236,0.322,104,95,106,145,
Accounting,Level 1,Pacific Peoples,2015,165,807,0.09,462,0.066,2759,0.283,0.308,0.232,0.177,780,849,641,489,
Accounting,Level 1,Pacific Peoples,2016,159,909,0.102,440,0.062,2791,0.276,0.313,0.233,0.178,771,874,649,497,
Accounting,Level 1,Pacific Peoples,2017,176,888,0.1,432,0.061,2644,0.289,0.299,0.232,0.179,765,791,614,474,
Accounting,Level 1,Pacific Peoples,2018,167,816,0.096,336,0.049,2222,0.267,0.331,0.233,0.169,594,736,517,375,
Accounting,Level 1,Pacific Peoples,2019,155,976,0.095,388,0.056,2551,0.284,0.323,0.213,0.18,725,824,543,459,
Accounting,Level 1,Pacific Peoples,2020,150,867,0.069,311,0.045,2067,0.269,0.282,0.246,0.203,555,583,509,420,
Accounting,Level 1,Pacific Peoples,2021,154,710,0.058,256,0.038,1746,0.205,0.324,0.258,0.212,358,566,451,371,
Accounting,Level 1,Pacific Peoples,2022,156,928,0.071,259,0.037,2089,0.279,0.298,0.259,0.164,583,623,541,342,
Accounting,Level 1,Pacific Peoples,2023,149,845,0.06,250,0.033,1923,0.312,0.268,0.227,0.193,600,515,436,372,
Accounting,Level 2,Asian,2015,165,1036,0.095,845,0.102,4483,0.162,0.272,0.275,0.29,727,1221,1234,1301,
Accounting,Level 2,Asian,2016,175,1192,0.1,948,0.107,4995,0.148,0.237,0.287,0.328,738,1186,1435,1636,
Accounting,Level 2,Asian,2017,177,1135,0.092,863,0.094,4684,0.167,0.263,0.276,0.294,781,1233,1291,1379,
Accounting,Level 2,Asian,2018,186,1091,0.086,770,0.084,4220,0.161,0.275,0.264,0.3,678,1161,1113,1268,
Accounting,Level 2,Asian,2019,162,1102,0.084,753,0.08,4181,0.193,0.263,0.257,0.287,806,1101,1073,1201,
Accounting,Level 2,Asian,2020,157,1064,0.084,647,0.07,3752,0.156,0.254,0.256,0.334,585,952,962,1253,
Accounting,Level 2,Asian,2021,161,1124,0.092,628,0.07,3845,0.098,0.248,0.279,0.375,378,953,1072,1442,
Accounting,Level 2,Asian,2022,147,912,0.079,508,0.062,3196,0.138,0.237,0.259,0.366,441,757,829,1169,
Accounting,Level 2,Asian,2023,160,975,0.072,560,0.057,3447,0.151,0.233,0.271,0.345,522,803,934,1188,
Accounting,Level 2,Asian,2024,148,1230,0.074,745,0.062,4364,0.161,0.271,0.256,0.312,702,1182,1119,1361,
Accounting,Level 2,European,2015,219,2684,0.063,2180,0.068,11452,0.135,0.276,0.288,0.301,1541,3166,3295,3450,
Accounting,Level 2,European,2016,224,2648,0.061,2028,0.062,10876,0.14,0.247,0.299,0.314,1520,2686,3254,3416,
Accounting,Level 2,European,2017,223,2658,0.061,1868,0.058,10463,0.14,0.243,0.285,0.332,1461,2544,2982,3476,
Accounting,Level 2,European,2018,205,2518,0.059,1665,0.053,9420,0.126,0.262,0.294,0.318,1184,2470,2770,2996,
Accounting,Level 2,European,2019,200,2115,0.049,1360,0.044,7842,0.14,0.253,0.283,0.324,1095,1983,2223,2541,
Accounting,Level 2,European,2020,186,2200,0.051,1296,0.042,7630,0.113,0.239,0.287,0.361,865,1826,2187,2752,
Accounting,Level 2,European,2021,189,2304,0.054,1278,0.043,7934,0.114,0.234,0.297,0.355,905,1854,2355,2820,
Accounting,Level 2,European,2022,179,2117,0.051,1164,0.039,7199,0.138,0.235,0.281,0.346,990,1695,2021,2493,
Accounting,Level 2,European,2023,182,2231,0.052,1294,0.041,7824,0.139,0.254,0.283,0.324,1090,1984,2212,2538,
Accounting,Level 2,European,2024,167,2090,0.046,1219,0.037,7271,0.129,0.248,0.285,0.338,940,1803,2073,2455,
Accounting,Level 2,M?ori,2015,159,394,0.027,271,0.03,1536,0.253,0.304,0.241,0.202,388,467,370,311,
Accounting,Level 2,M?ori,2016,177,457,0.03,307,0.032,1713,0.239,0.285,0.267,0.208,410,488,458,357,
Accounting,Level 2,M?ori,2017,170,487,0.032,294,0.031,1775,0.233,0.285,0.239,0.243,413,505,425,432,
Accounting,Level 2,M?ori,2018,148,451,0.031,227,0.026,1488,0.228,0.307,0.251,0.213,340,457,374,317,
Accounting,Level 2,M?ori,2019,141,390,0.027,215,0.025,1357,0.223,0.301,0.241,0.234,303,409,327,318,
Accounting,Level 2,M?ori,2020,137,372,0.025,180,0.021,1165,0.167,0.28,0.262,0.292,194,326,305,340,
Accounting,Level 2,M?ori,2021,140,373,0.025,169,0.02,1182,0.185,0.266,0.272,0.276,219,315,322,326,
Accounting,Level 2,M?ori,2022,133,360,0.024,168,0.02,1128,0.208,0.262,0.263,0.266,235,296,297,300,
Accounting,Level 2,M?ori,2023,139,400,0.025,168,0.018,1215,0.231,0.282,0.28,0.207,281,343,340,251,
Accounting,Level 2,M?ori,2024,122,384,0.022,165,0.017,1193,0.234,0.293,0.226,0.246,279,350,270,294,
Accounting,Level 2,Middle Eastern/Latin American/African,2015,51,70,0.05,53,0.053,293,0.222,0.331,0.253,0.195,65,97,74,57,
Accounting,Level 2,Middle Eastern/Latin American/African,2016,52,63,0.044,43,0.042,238,0.189,0.286,0.256,0.269,45,68,61,64,
Accounting,Level 2,Middle Eastern/Latin American/African,2017,55,79,0.051,52,0.048,301,0.173,0.282,0.289,0.256,52,85,87,77,
Accounting,Level 2,Middle Eastern/Latin American/African,2018,47,66,0.044,41,0.04,245,0.196,0.31,0.265,0.229,48,76,65,56,
Accounting,Level 2,Middle Eastern/Latin American/African,2019,49,69,0.045,38,0.036,225,0.164,0.267,0.258,0.311,37,60,58,70,
Accounting,Level 2,Middle Eastern/Latin American/African,2020,48,69,0.042,38,0.034,223,0.166,0.283,0.251,0.3,37,63,56,67,
Accounting,Level 2,Middle Eastern/Latin American/African,2021,45,67,0.04,40,0.035,231,0.091,0.238,0.255,0.416,21,55,59,96,
Accounting,Level 2,Middle Eastern/Latin American/African,2022,54,80,0.048,38,0.034,261,0.199,0.307,0.268,0.226,52,80,70,59,
Accounting,Level 2,Middle Eastern/Latin American/African,2023,59,78,0.042,37,0.029,252,0.175,0.294,0.266,0.266,44,74,67,67,
Accounting,Level 2,Middle Eastern/Latin American/African,2024,54,80,0.038,48,0.033,285,0.161,0.267,0.253,0.319,46,76,72,91,
Accounting,Level 2,Pacific Peoples,2015,106,409,0.046,278,0.047,1577,0.29,0.334,0.24,0.137,457,526,378,216,
Accounting,Level 2,Pacific Peoples,2016,121,425,0.047,256,0.043,1512,0.269,0.327,0.237,0.166,407,495,359,251,
Accounting,Level 2,Pacific Peoples,2017,108,450,0.049,264,0.044,1598,0.301,0.33,0.225,0.143,481,528,360,229,
Accounting,Level 2,Pacific Peoples,2018,110,375,0.042,210,0.036,1324,0.279,0.35,0.212,0.158,370,464,281,209,
Accounting,Level 2,Pacific Peoples,2019,111,380,0.043,184,0.032,1265,0.315,0.322,0.214,0.149,399,407,271,188,
Accounting,Level 2,Pacific Peoples,2020,110,376,0.042,182,0.031,1178,0.261,0.324,0.23,0.185,307,382,271,218,
Accounting,Level 2,Pacific Peoples,2021,106,383,0.043,178,0.032,1204,0.211,0.338,0.257,0.194,254,407,309,234,
Accounting,Level 2,Pacific Peoples,2022,91,323,0.037,145,0.026,1002,0.285,0.317,0.238,0.16,286,318,238,160,
Accounting,Level 2,Pacific Peoples,2023,108,401,0.042,145,0.024,1165,0.29,0.318,0.253,0.138,338,371,295,161,
Accounting,Level 2,Pacific Peoples,2024,98,440,0.039,162,0.024,1215,0.323,0.307,0.205,0.165,392,373,249,201,
Accounting,Level 3,Asian,2015,157,1089,0.14,855,0.13,4424,0.148,0.281,0.281,0.29,654,1243,1242,1285,
Accounting,Level 3,Asian,2016,149,883,0.107,725,0.105,3673,0.161,0.289,0.261,0.289,593,1061,959,1060,
Accounting,Level 3,Asian,2017,156,986,0.108,822,0.109,4049,0.143,0.26,0.267,0.331,579,1051,1080,1339,
Accounting,Level 3,Asian,2018,162,905,0.095,707,0.09,3511,0.162,0.274,0.259,0.305,568,962,909,1072,
Accounting,Level 3,Asian,2019,161,933,0.096,666,0.087,3400,0.156,0.279,0.273,0.292,529,949,928,994,
Accounting,Level 3,Asian,2020,131,838,0.082,529,0.067,2931,0.146,0.272,0.258,0.323,428,798,757,948,
Accounting,Level 3,Asian,2021,140,846,0.082,542,0.067,2945,0.093,0.267,0.282,0.358,274,786,830,1055,
Accounting,Level 3,Asian,2022,143,883,0.086,523,0.066,2993,0.122,0.291,0.284,0.303,366,870,850,907,
Accounting,Level 3,Asian,2023,128,844,0.084,511,0.066,2851,0.148,0.284,0.265,0.302,423,811,756,861,
Accounting,Level 3,Asian,2024,137,851,0.068,535,0.057,2955,0.157,0.263,0.265,0.315,465,776,784,930,
Accounting,Level 3,European,2015,198,1963,0.063,1543,0.061,7862,0.14,0.301,0.291,0.267,1103,2369,2291,2099,
Accounting,Level 3,European,2016,211,1969,0.063,1566,0.063,7912,0.137,0.286,0.295,0.282,1084,2266,2331,2231,
Accounting,Level 3,European,2017,185,1876,0.057,1420,0.056,7194,0.128,0.282,0.287,0.302,924,2032,2064,2174,
Accounting,Level 3,European,2018,194,1845,0.056,1347,0.054,6906,0.124,0.276,0.295,0.305,858,1908,2034,2106,
Accounting,Level 3,European,2019,179,1705,0.051,1153,0.047,6029,0.108,0.287,0.302,0.303,651,1728,1823,1827,
Accounting,Level 3,European,2020,171,1512,0.045,801,0.033,5000,0.107,0.274,0.287,0.331,535,1372,1436,1657,
Accounting,Level 3,European,2021,171,1615,0.048,1001,0.04,5455,0.082,0.261,0.307,0.349,449,1426,1677,1903,
Accounting,Level 3,European,2022,166,1555,0.047,890,0.038,5216,0.12,0.278,0.288,0.314,627,1452,1501,1636,
Accounting,Level 3,European,2023,160,1516,0.047,967,0.04,5168,0.12,0.267,0.281,0.332,622,1381,1451,1714,
Accounting,Level 3,European,2024,150,1599,0.046,1019,0.04,5437,0.126,0.274,0.296,0.304,686,1488,1609,1654,
Accounting,Level 3,M?ori,2015,120,247,0.028,172,0.029,942,0.204,0.338,0.278,0.18,192,318,262,170,
Accounting,Level 3,M?ori,2016,124,233,0.025,162,0.027,873,0.207,0.304,0.29,0.199,181,265,253,174,
Accounting,Level 3,M?ori,2017,128,262,0.027,181,0.028,960,0.191,0.327,0.273,0.209,183,314,262,201,
Accounting,Level 3,M?ori,2018,131,312,0.032,184,0.029,1052,0.238,0.323,0.222,0.217,250,340,234,228,
Accounting,Level 3,M?ori,2019,118,273,0.027,143,0.023,868,0.182,0.326,0.258,0.234,158,283,224,203,
Accounting,Level 3,M?ori,2020,107,233,0.024,100,0.017,741,0.152,0.316,0.309,0.223,113,234,229,165,
Accounting,Level 3,M?ori,2021,113,269,0.027,128,0.021,831,0.16,0.309,0.247,0.284,133,257,205,236,
Accounting,Level 3,M?ori,2022,115,244,0.024,122,0.021,761,0.192,0.29,0.292,0.226,146,221,222,172,
Accounting,Level 3,M?ori,2023,105,273,0.027,147,0.024,882,0.2,0.311,0.249,0.24,176,274,220,212,
Accounting,Level 3,M?ori,2024,102,241,0.021,121,0.018,772,0.232,0.286,0.275,0.207,179,221,212,160,
Accounting,Level 3,Middle Eastern/Latin American/African,2015,41,59,0.06,46,0.059,235,0.136,0.345,0.306,0.213,32,81,72,50,
Accounting,Level 3,Middle Eastern/Latin American/African,2016,32,43,0.043,30,0.038,162,0.228,0.302,0.272,0.198,37,49,44,32,
Accounting,Level 3,Middle Eastern/Latin American/African,2017,33,43,0.04,28,0.033,153,0.163,0.353,0.261,0.222,25,54,40,34,
Accounting,Level 3,Middle Eastern/Latin American/African,2018,38,52,0.045,37,0.042,187,0.187,0.374,0.241,0.198,35,70,45,37,
Accounting,Level 3,Middle Eastern/Latin American/African,2019,34,51,0.043,37,0.042,190,0.226,0.337,0.232,0.205,43,64,44,39,
Accounting,Level 3,Middle Eastern/Latin American/African,2020,38,55,0.043,33,0.035,184,0.114,0.277,0.272,0.337,21,51,50,62,
