Secondary Subject,Level,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Accounting,Level 1,2015,266,9021,0.122,5158,0.087,30463,0.162,0.245,0.292,0.301,4932,7476,8884,9171,
Accounting,Level 1,2016,264,9483,0.13,5229,0.088,31111,0.165,0.249,0.274,0.313,5119,7732,8524,9736,
Accounting,Level 1,2017,257,9661,0.136,4927,0.085,29852,0.169,0.234,0.298,0.299,5039,6993,8896,8924,
Accounting,Level 1,2018,246,8910,0.128,4245,0.075,25852,0.158,0.246,0.276,0.32,4086,6367,7124,8275,
Accounting,Level 1,2019,244,9385,0.112,3902,0.069,25050,0.163,0.247,0.27,0.319,4087,6189,6773,8001,
Accounting,Level 1,2020,238,8470,0.089,3402,0.063,21797,0.15,0.239,0.269,0.342,3277,5200,5869,7451,
Accounting,Level 1,2021,223,7669,0.082,3159,0.06,19983,0.126,0.24,0.275,0.36,2514,4788,5493,7188,
Accounting,Level 1,2022,215,7760,0.082,3019,0.057,19698,0.154,0.242,0.271,0.334,3028,4760,5334,6576,
Accounting,Level 1,2023,210,7447,0.079,2855,0.051,18789,0.163,0.239,0.269,0.329,3056,4496,5057,6180,
Accounting,Level 2,2015,235,4281,0.061,3387,0.066,18049,0.161,0.281,0.278,0.28,2898,5077,5017,5057,
Accounting,Level 2,2016,239,4419,0.061,3317,0.063,17918,0.158,0.252,0.29,0.3,2833,4512,5192,5381,
Accounting,Level 2,2017,229,4377,0.06,3067,0.059,17199,0.167,0.26,0.275,0.298,2869,4475,4722,5133,
Accounting,Level 2,2018,220,4124,0.058,2709,0.054,15415,0.151,0.277,0.278,0.294,2330,4263,4288,4534,
Accounting,Level 2,2019,210,3701,0.052,2345,0.047,13616,0.174,0.264,0.267,0.295,2375,3594,3632,4015,
Accounting,Level 2,2020,200,3667,0.051,2111,0.043,12560,0.142,0.253,0.272,0.333,1780,3180,3415,4185,
Accounting,Level 2,2021,199,3813,0.055,2071,0.044,12934,0.121,0.25,0.286,0.343,1565,3232,3695,4442,
Accounting,Level 2,2022,189,3405,0.05,1829,0.04,11551,0.154,0.246,0.269,0.33,1783,2847,3112,3809,
Accounting,Level 2,2023,190,3597,0.05,1997,0.04,12399,0.157,0.253,0.277,0.313,1945,3139,3437,3878,
Accounting,Level 2,2024,178,3714,0.047,2102,0.039,12715,0.16,0.264,0.266,0.31,2036,3352,3384,3943,
Accounting,Level 3,2015,212,3427,0.069,2641,0.067,13654,0.155,0.303,0.283,0.259,2120,4133,3858,3543,
Accounting,Level 3,2016,232,3201,0.063,2510,0.064,12817,0.159,0.292,0.278,0.271,2035,3742,3569,3471,
Accounting,Level 3,2017,203,3208,0.061,2455,0.061,12429,0.143,0.283,0.277,0.297,1783,3514,3438,3694,
Accounting,Level 3,2018,203,3153,0.059,2280,0.057,11729,0.157,0.288,0.272,0.283,1839,3382,3191,3317,
Accounting,Level 3,2019,201,2992,0.055,2010,0.051,10594,0.14,0.294,0.283,0.283,1484,3111,3002,2997,
Accounting,Level 3,2020,186,2698,0.05,1466,0.038,8994,0.135,0.285,0.273,0.308,1216,2559,2451,2768,
Accounting,Level 3,2021,186,2777,0.051,1653,0.042,9327,0.102,0.28,0.291,0.327,951,2614,2713,3049,
Accounting,Level 3,2022,181,2705,0.051,1517,0.041,8969,0.136,0.289,0.281,0.294,1216,2588,2524,2641,
Accounting,Level 3,2023,172,2670,0.051,1611,0.043,8925,0.151,0.283,0.27,0.297,1346,2522,2410,2647,
Accounting,Level 3,2024,164,2733,0.047,1689,0.041,9266,0.156,0.279,0.277,0.289,1444,2581,2566,2675,
Agribusiness,Level 2,2017,12,173,0.002,39,0.001,418,0.002,0.385,0.383,0.23,1,161,160,96,
Agribusiness,Level 2,2018,37,510,0.007,126,0.003,1195,0.162,0.305,0.276,0.256,194,365,330,306,
Agribusiness,Level 2,2019,59,1113,0.016,189,0.004,1906,0.161,0.314,0.291,0.235,306,599,554,447,
Agribusiness,Level 2,2020,63,1708,0.024,145,0.003,2561,0.135,0.323,0.307,0.235,345,827,787,602,
Agribusiness,Level 2,2021,74,1904,0.027,178,0.004,2911,0.16,0.331,0.271,0.238,465,963,789,694,
Agribusiness,Level 2,2022,79,1773,0.026,108,0.002,2604,0.158,0.343,0.262,0.238,412,892,681,619,
Agribusiness,Level 2,2023,74,1870,0.026,84,0.002,2654,0.165,0.366,0.236,0.234,437,971,626,620,
Agribusiness,Level 2,2024,84,2032,0.026,110,0.002,2902,0.149,0.34,0.281,0.23,433,986,816,667,
Agribusiness,Level 3,2017,6,87,0.002,0,0,163,0.025,0.319,0.307,0.35,4,52,50,57,
Agribusiness,Level 3,2018,38,565,0.011,0,0,1094,0.163,0.313,0.268,0.257,178,342,293,281,
Agribusiness,Level 3,2019,58,1108,0.021,0,0,1844,0.161,0.319,0.273,0.248,296,588,503,457,
Agribusiness,Level 3,2020,63,1316,0.024,0,0,2190,0.192,0.281,0.262,0.265,420,616,574,580,
Agribusiness,Level 3,2021,68,1260,0.023,0,0,1978,0.158,0.319,0.268,0.255,312,631,530,505,
Agribusiness,Level 3,2022,63,1142,0.021,0,0,2095,0.206,0.292,0.248,0.254,431,611,520,533,
Agribusiness,Level 3,2023,67,1305,0.025,0,0,2350,0.165,0.332,0.262,0.241,387,781,615,567,
Agribusiness,Level 3,2024,74,1428,0.025,0,0,2654,0.12,0.336,0.303,0.241,319,892,803,640,
Agricultural and Horticultural Science,Level 1,2015,161,3719,0.05,1240,0.021,10184,0.186,0.43,0.237,0.147,1890,4383,2415,1496,
Agricultural and Horticultural Science,Level 1,2016,177,4008,0.055,1266,0.021,10533,0.188,0.448,0.225,0.139,1975,4719,2371,1468,
Agricultural and Horticultural Science,Level 1,2017,174,4255,0.06,1300,0.022,11330,0.174,0.453,0.234,0.139,1974,5136,2646,1574,
Agricultural and Horticultural Science,Level 1,2018,177,4411,0.063,1290,0.023,11405,0.189,0.441,0.229,0.142,2153,5024,2610,1618,
Agricultural and Horticultural Science,Level 1,2019,175,4928,0.059,1413,0.025,12304,0.19,0.433,0.224,0.153,2337,5327,2761,1879,
Agricultural and Horticultural Science,Level 1,2020,173,4555,0.048,1428,0.026,11617,0.19,0.416,0.229,0.165,2206,4834,2663,1914,
Agricultural and Horticultural Science,Level 1,2021,166,5496,0.059,1409,0.027,12488,0.17,0.425,0.227,0.178,2117,5312,2840,2219,
Agricultural and Horticultural Science,Level 1,2022,173,5611,0.059,1473,0.028,12755,0.18,0.43,0.232,0.157,2301,5486,2962,2006,
Agricultural and Horticultural Science,Level 1,2023,158,5336,0.056,1481,0.027,12287,0.181,0.444,0.22,0.154,2224,5460,2706,1897,
Agricultural and Horticultural Science,Level 1,2024,131,3100,0.046,1226,0.028,6544,0.228,0.443,0.207,0.122,1491,2901,1355,797,
Agricultural and Horticultural Science,Level 2,2015,107,1545,0.022,664,0.013,4625,0.261,0.404,0.209,0.125,1209,1869,967,580,
Agricultural and Horticultural Science,Level 2,2016,117,1845,0.026,675,0.013,5016,0.244,0.39,0.218,0.149,1223,1956,1091,746,
Agricultural and Horticultural Science,Level 2,2017,118,1626,0.022,577,0.011,4309,0.236,0.405,0.207,0.152,1018,1743,891,657,
Agricultural and Horticultural Science,Level 2,2018,119,1865,0.026,573,0.011,4770,0.266,0.389,0.196,0.149,1269,1855,936,710,
Agricultural and Horticultural Science,Level 2,2019,122,1730,0.024,599,0.012,4465,0.212,0.421,0.204,0.163,946,1880,911,728,
Agricultural and Horticultural Science,Level 2,2020,132,2110,0.03,716,0.015,5436,0.236,0.365,0.219,0.18,1283,1983,1192,978,
Agricultural and Horticultural Science,Level 2,2021,134,2172,0.031,722,0.015,5639,0.2,0.403,0.211,0.186,1128,2271,1191,1049,
Agricultural and Horticultural Science,Level 2,2022,127,2173,0.032,755,0.016,5746,0.23,0.389,0.211,0.171,1320,2236,1210,980,
Agricultural and Horticultural Science,Level 2,2023,139,2360,0.033,854,0.017,6478,0.218,0.411,0.213,0.159,1409,2660,1379,1030,
Agricultural and Horticultural Science,Level 2,2024,126,2273,0.029,752,0.014,5963,0.219,0.398,0.201,0.181,1307,2376,1198,1082,
Agricultural and Horticultural Science,Level 3,2015,65,746,0.015,493,0.013,2246,0.256,0.395,0.199,0.149,576,888,448,334,
Agricultural and Horticultural Science,Level 3,2016,86,829,0.016,509,0.013,2366,0.231,0.379,0.235,0.155,547,896,556,367,
Agricultural and Horticultural Science,Level 3,2017,71,823,0.016,527,0.013,2392,0.212,0.36,0.245,0.183,508,860,587,437,
Agricultural and Horticultural Science,Level 3,2018,74,843,0.016,418,0.01,2040,0.225,0.361,0.22,0.194,460,736,448,396,
Agricultural and Horticultural Science,Level 3,2019,80,960,0.018,483,0.012,2359,0.202,0.377,0.234,0.187,477,889,552,441,
Agricultural and Horticultural Science,Level 3,2020,73,913,0.017,434,0.011,2168,0.206,0.341,0.244,0.21,446,739,528,455,
Agricultural and Horticultural Science,Level 3,2021,87,1015,0.019,565,0.014,2595,0.172,0.355,0.244,0.23,447,920,632,596,
Agricultural and Horticultural Science,Level 3,2022,82,937,0.018,492,0.013,2358,0.203,0.367,0.227,0.203,479,865,535,479,
Agricultural and Horticultural Science,Level 3,2023,88,1020,0.02,589,0.016,2640,0.204,0.377,0.231,0.188,538,996,611,495,
Agricultural and Horticultural Science,Level 3,2024,95,1031,0.018,593,0.014,2789,0.234,0.366,0.217,0.184,652,1020,604,513,
Art History,Level 1,2015,38,1217,0.016,5,0,1302,0.175,0.357,0.219,0.249,228,465,285,324,
Art History,Level 1,2016,46,1545,0.021,1,0,1597,0.163,0.351,0.247,0.239,260,561,394,382,
Art History,Level 1,2017,44,1563,0.022,1,0,1681,0.163,0.313,0.24,0.284,274,526,403,478,
Art History,Level 1,2018,50,1454,0.021,0,0,1528,0.155,0.277,0.251,0.316,237,424,384,483,
Art History,Level 1,2019,51,1906,0.023,0,0,2019,0.159,0.276,0.278,0.287,321,557,562,579,
Art History,Level 1,2020,44,1286,0.014,12,0,1472,0.118,0.316,0.262,0.304,174,465,386,447,
Art History,Level 1,2021,41,987,0.011,16,0,1108,0.154,0.267,0.264,0.314,171,296,293,348,
Art History,Level 1,2022,37,709,0.007,2,0,921,0.182,0.328,0.263,0.227,168,302,242,209,
Art History,Level 1,2023,30,636,0.007,2,0,735,0.14,0.378,0.264,0.218,103,278,194,160,
Art History,Level 2,2015,45,697,0.01,364,0.007,2291,0.193,0.292,0.25,0.265,443,668,572,608,
Art History,Level 2,2016,66,717,0.01,438,0.008,2642,0.162,0.297,0.279,0.261,429,785,738,690,
Art History,Level 2,2017,50,528,0.007,274,0.005,1753,0.139,0.312,0.286,0.264,243,547,501,462,
Art History,Level 2,2018,52,572,0.008,316,0.006,1912,0.145,0.329,0.256,0.269,278,629,490,515,
Art History,Level 2,2019,60,631,0.009,270,0.005,1737,0.159,0.295,0.268,0.277,277,513,466,481,
Art History,Level 2,2020,48,612,0.009,275,0.006,1772,0.159,0.255,0.29,0.296,282,451,514,525,
Art History,Level 2,2021,51,605,0.009,254,0.005,1701,0.071,0.253,0.312,0.364,120,431,530,620,
Art History,Level 2,2022,50,637,0.009,279,0.006,1816,0.124,0.271,0.319,0.285,226,493,579,518,
Art History,Level 2,2023,56,731,0.01,283,0.006,1995,0.171,0.295,0.257,0.277,341,588,513,553,
Art History,Level 2,2024,49,783,0.01,322,0.006,2158,0.149,0.261,0.293,0.297,321,564,632,641,
Art History,Level 3,2015,105,1710,0.034,1313,0.034,7146,0.172,0.346,0.264,0.218,1228,2474,1883,1561,
Art History,Level 3,2016,114,1651,0.033,1159,0.03,6526,0.166,0.33,0.282,0.223,1083,2152,1838,1453,
Art History,Level 3,2017,93,1558,0.029,1046,0.026,5904,0.177,0.315,0.26,0.248,1043,1858,1537,1466,
Art History,Level 3,2018,96,1397,0.026,986,0.025,5452,0.165,0.302,0.281,0.253,897,1645,1530,1380,
Art History,Level 3,2019,86,1258,0.023,833,0.021,4721,0.169,0.305,0.271,0.255,796,1441,1278,1206,
Art History,Level 3,2020,86,1238,0.023,646,0.017,4238,0.151,0.286,0.256,0.307,640,1211,1087,1300,
Art History,Level 3,2021,66,1048,0.019,625,0.016,3689,0.133,0.261,0.256,0.349,492,964,944,1289,
Art History,Level 3,2022,69,1041,0.019,581,0.016,3543,0.13,0.288,0.273,0.309,460,1020,968,1095,
Art History,Level 3,2023,71,1165,0.022,774,0.021,4223,0.146,0.298,0.274,0.281,618,1260,1158,1187,
