Secondary Subject,Level,Region,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Health,Level 2,Bay of Plenty,2017,13,204,0.042,111,0.032,524,0.275,0.403,0.189,0.134,144,211,99,70,
Health,Level 2,Bay of Plenty,2018,12,225,0.046,150,0.045,692,0.279,0.367,0.223,0.132,193,254,154,91,
Health,Level 2,Bay of Plenty,2019,12,272,0.055,185,0.056,836,0.258,0.36,0.214,0.167,216,301,179,140,
Health,Level 2,Bay of Plenty,2020,12,290,0.062,143,0.046,708,0.21,0.384,0.23,0.175,149,272,163,124,
Health,Level 2,Bay of Plenty,2021,11,250,0.055,149,0.048,651,0.203,0.39,0.212,0.195,132,254,138,127,
Health,Level 2,Bay of Plenty,2022,13,254,0.059,157,0.055,692,0.241,0.429,0.21,0.12,167,297,145,83,
Health,Level 2,Bay of Plenty,2023,12,244,0.052,161,0.051,715,0.291,0.352,0.2,0.157,208,252,143,112,
Health,Level 2,Bay of Plenty,2024,12,299,0.06,227,0.067,938,0.203,0.346,0.262,0.189,190,325,246,177,
Health,Level 2,Canterbury,2015,28,540,0.067,370,0.061,1647,0.254,0.407,0.217,0.122,419,670,357,201,
Health,Level 2,Canterbury,2016,25,491,0.057,352,0.056,1548,0.235,0.373,0.23,0.162,364,577,356,251,
Health,Level 2,Canterbury,2017,28,586,0.068,474,0.077,1981,0.22,0.373,0.229,0.179,436,738,453,354,
Health,Level 2,Canterbury,2018,27,487,0.055,386,0.063,1577,0.197,0.355,0.249,0.199,311,560,392,314,
Health,Level 2,Canterbury,2019,29,483,0.055,356,0.06,1514,0.222,0.366,0.248,0.164,336,554,376,248,
Health,Level 2,Canterbury,2020,27,595,0.068,410,0.068,1752,0.215,0.389,0.234,0.163,376,681,410,285,
Health,Level 2,Canterbury,2021,31,634,0.072,419,0.07,1801,0.243,0.364,0.222,0.171,438,656,399,308,
Health,Level 2,Canterbury,2022,31,638,0.077,403,0.073,1774,0.238,0.351,0.212,0.199,422,623,376,353,
Health,Level 2,Canterbury,2023,30,614,0.071,414,0.068,1805,0.238,0.377,0.216,0.169,430,680,390,305,
Health,Level 2,Canterbury,2024,31,643,0.069,435,0.066,1853,0.26,0.358,0.219,0.164,481,663,406,303,
Health,Level 2,Gisborne,2015,2,42,0.053,35,0.06,149,0.49,0.336,0.128,0.047,73,50,19,7,
Health,Level 2,Gisborne,2016,2,15,0.02,11,0.023,50,0.22,0.44,0.24,0.1,11,22,12,5,
Health,Level 2,Gisborne,2017,1,4,0.005,3,0.006,13,0.308,0.308,0.231,0.154,4,4,3,2,Small Cohort
Health,Level 2,Gisborne,2018,2,33,0.04,23,0.048,98,0.347,0.245,0.214,0.194,34,24,21,19,
Health,Level 2,Gisborne,2019,3,19,0.023,13,0.028,59,0.169,0.322,0.322,0.186,10,19,19,11,
Health,Level 2,Gisborne,2020,3,30,0.039,24,0.054,95,0.242,0.432,0.137,0.189,23,41,13,18,
Health,Level 2,Gisborne,2021,1,41,0.054,32,0.072,132,0.598,0.265,0.053,0.083,79,35,7,11,
Health,Level 2,Gisborne,2022,1,11,0.014,9,0.02,35,0.371,0.371,0.2,0.057,13,13,7,2,
Health,Level 2,Gisborne,2023,1,25,0.033,17,0.037,66,0.227,0.5,0.197,0.076,15,33,13,5,
Health,Level 2,Gisborne,2024,1,10,0.012,7,0.014,25,0.32,0.48,0.12,0.08,8,12,3,2,Small Cohort
Health,Level 2,Hawke's Bay,2015,8,151,0.058,61,0.032,337,0.297,0.478,0.16,0.065,100,161,54,22,
Health,Level 2,Hawke's Bay,2016,5,140,0.049,67,0.033,342,0.26,0.418,0.237,0.085,89,143,81,29,
Health,Level 2,Hawke's Bay,2017,5,159,0.058,62,0.031,369,0.241,0.396,0.225,0.138,89,146,83,51,
Health,Level 2,Hawke's Bay,2018,6,136,0.052,57,0.029,318,0.198,0.421,0.264,0.116,63,134,84,37,
Health,Level 2,Hawke's Bay,2019,6,141,0.053,46,0.025,271,0.277,0.387,0.173,0.162,75,105,47,44,
Health,Level 2,Hawke's Bay,2020,5,84,0.032,50,0.027,227,0.247,0.401,0.198,0.154,56,91,45,35,
Health,Level 2,Hawke's Bay,2021,5,47,0.018,29,0.016,126,0.254,0.421,0.19,0.135,32,53,24,17,
Health,Level 2,Hawke's Bay,2022,6,82,0.034,34,0.019,180,0.4,0.294,0.15,0.156,72,53,27,28,
Health,Level 2,Hawke's Bay,2023,5,61,0.023,33,0.017,162,0.228,0.457,0.21,0.105,37,74,34,17,
Health,Level 2,Hawke's Bay,2024,5,86,0.029,52,0.026,228,0.224,0.439,0.219,0.118,51,100,50,27,
Health,Level 2,Manawatu-Whanganui,2015,10,194,0.052,107,0.042,519,0.277,0.468,0.154,0.1,144,243,80,52,
Health,Level 2,Manawatu-Whanganui,2016,10,185,0.05,92,0.035,465,0.262,0.413,0.189,0.135,122,192,88,63,
Health,Level 2,Manawatu-Whanganui,2017,11,305,0.084,81,0.031,568,0.327,0.401,0.18,0.092,186,228,102,52,
Health,Level 2,Manawatu-Whanganui,2018,14,258,0.075,64,0.026,468,0.293,0.393,0.201,0.113,137,184,94,53,
Health,Level 2,Manawatu-Whanganui,2019,17,275,0.081,101,0.044,589,0.273,0.435,0.173,0.119,161,256,102,70,
Health,Level 2,Manawatu-Whanganui,2020,17,263,0.073,156,0.067,701,0.248,0.449,0.18,0.123,174,315,126,86,
Health,Level 2,Manawatu-Whanganui,2021,17,249,0.071,112,0.053,608,0.271,0.434,0.186,0.109,165,264,113,66,
Health,Level 2,Manawatu-Whanganui,2022,16,185,0.054,110,0.052,508,0.293,0.407,0.207,0.093,149,207,105,47,
Health,Level 2,Manawatu-Whanganui,2023,15,220,0.066,116,0.054,548,0.303,0.37,0.192,0.135,166,203,105,74,
Health,Level 2,Manawatu-Whanganui,2024,15,167,0.045,124,0.052,516,0.275,0.399,0.225,0.101,142,206,116,52,
Health,Level 2,Marlborough,2015,1,29,0.055,26,0.067,105,0.095,0.257,0.276,0.371,10,27,29,39,
Health,Level 2,Marlborough,2016,1,58,0.112,50,0.128,199,0.286,0.266,0.246,0.201,57,53,49,40,
Health,Level 2,Marlborough,2017,1,50,0.104,42,0.121,174,0.5,0.31,0.126,0.063,87,54,22,11,
Health,Level 2,Marlborough,2018,1,24,0.051,18,0.055,64,0.188,0.313,0.234,0.266,12,20,15,17,
Health,Level 2,Marlborough,2019,1,22,0.043,15,0.041,62,0.194,0.452,0.21,0.145,12,28,13,9,
Health,Level 2,Marlborough,2020,1,22,0.041,17,0.048,63,0.19,0.444,0.238,0.127,12,28,15,8,
Health,Level 2,Marlborough,2021,1,27,0.057,10,0.03,61,0.393,0.311,0.23,0.066,24,19,14,4,
Health,Level 2,Marlborough,2022,1,25,0.048,23,0.066,81,0.333,0.333,0.16,0.173,27,27,13,14,
Health,Level 2,Marlborough,2023,1,26,0.057,20,0.064,84,0.214,0.274,0.262,0.25,18,23,22,21,
Health,Level 2,Marlborough,2024,1,12,0.021,8,0.022,33,0.424,0.273,0.242,0.061,14,9,8,2,
Health,Level 2,Nelson,2015,2,44,0.046,38,0.054,159,0.308,0.277,0.189,0.226,49,44,30,36,
Health,Level 2,Nelson,2016,3,68,0.063,60,0.078,258,0.314,0.333,0.252,0.101,81,86,65,26,
Health,Level 2,Nelson,2017,3,78,0.076,69,0.095,294,0.289,0.32,0.238,0.153,85,94,70,45,
Health,Level 2,Nelson,2018,3,65,0.067,54,0.076,237,0.262,0.439,0.198,0.101,62,104,47,24,
Health,Level 2,Nelson,2019,3,61,0.063,46,0.067,203,0.291,0.394,0.212,0.103,59,80,43,21,
Health,Level 2,Nelson,2020,3,54,0.058,46,0.066,185,0.222,0.432,0.249,0.097,41,80,46,18,
Health,Level 2,Nelson,2021,3,47,0.049,25,0.037,125,0.224,0.344,0.216,0.216,28,43,27,27,
Health,Level 2,Nelson,2022,3,34,0.038,25,0.039,103,0.272,0.476,0.184,0.068,28,49,19,7,
Health,Level 2,Nelson,2023,3,71,0.084,56,0.086,229,0.288,0.511,0.109,0.092,66,117,25,21,
Health,Level 2,Nelson,2024,3,84,0.094,66,0.092,272,0.184,0.327,0.294,0.195,50,89,80,53,
Health,Level 2,Northland,2015,10,187,0.079,135,0.085,592,0.291,0.416,0.184,0.11,172,246,109,65,
Health,Level 2,Northland,2016,13,181,0.076,123,0.077,539,0.249,0.425,0.202,0.124,134,229,109,67,
Health,Level 2,Northland,2017,16,215,0.095,149,0.096,645,0.226,0.35,0.243,0.18,146,226,157,116,
Health,Level 2,Northland,2018,14,201,0.093,100,0.069,493,0.32,0.377,0.152,0.15,158,186,75,74,
Health,Level 2,Northland,2019,11,142,0.064,96,0.065,427,0.176,0.375,0.23,0.22,75,160,98,94,
Health,Level 2,Northland,2020,12,151,0.071,91,0.064,421,0.135,0.42,0.247,0.197,57,177,104,83,
Health,Level 2,Northland,2021,10,156,0.071,93,0.071,444,0.194,0.459,0.225,0.122,86,204,100,54,
Health,Level 2,Northland,2022,12,145,0.07,100,0.077,425,0.32,0.475,0.129,0.075,136,202,55,32,
Health,Level 2,Northland,2023,12,126,0.053,70,0.049,318,0.387,0.415,0.129,0.069,123,132,41,22,
Health,Level 2,Northland,2024,13,154,0.063,79,0.056,398,0.269,0.402,0.198,0.131,107,160,79,52,
Health,Level 2,Otago,2015,5,55,0.02,25,0.011,154,0.234,0.37,0.221,0.175,36,57,34,27,
Health,Level 2,Otago,2016,2,12,0.004,7,0.003,38,0.316,0.368,0.237,0.079,12,14,9,3,
Health,Level 2,Otago,2017,4,45,0.015,13,0.005,103,0.282,0.388,0.146,0.184,29,40,15,19,
Health,Level 2,Otago,2018,3,42,0.015,23,0.01,134,0.164,0.373,0.246,0.216,22,50,33,29,
Health,Level 2,Otago,2019,4,42,0.015,39,0.017,163,0.196,0.374,0.239,0.19,32,61,39,31,
Health,Level 2,Otago,2020,6,81,0.028,63,0.028,265,0.313,0.37,0.174,0.143,83,98,46,38,
Health,Level 2,Otago,2021,5,108,0.037,90,0.042,403,0.211,0.407,0.233,0.149,85,164,94,60,
Health,Level 2,Otago,2022,4,68,0.023,57,0.027,237,0.359,0.308,0.224,0.11,85,73,53,26,
Health,Level 2,Otago,2023,6,97,0.032,73,0.032,319,0.241,0.408,0.201,0.15,77,130,64,48,
Health,Level 2,Otago,2024,6,108,0.033,89,0.037,385,0.218,0.358,0.257,0.166,84,138,99,64,
Health,Level 2,Other,2015,1,90,0.044,4,0.006,120,0.183,0.525,0.15,0.142,22,63,18,17,
Health,Level 2,Other,2016,1,71,0.036,5,0.009,100,0.24,0.53,0.17,0.06,24,53,17,6,
Health,Level 2,Other,2017,1,53,0.026,8,0.012,82,0.085,0.451,0.317,0.146,7,37,26,12,
Health,Level 2,Other,2018,1,69,0.035,8,0.013,105,0.152,0.552,0.229,0.067,16,58,24,7,
Health,Level 2,Other,2019,1,101,0.051,29,0.045,184,0.201,0.418,0.266,0.114,37,77,49,21,
Health,Level 2,Other,2020,1,107,0.05,27,0.04,195,0.097,0.369,0.354,0.179,19,72,69,35,
Health,Level 2,Other,2021,1,101,0.048,7,0.013,149,0.04,0.477,0.322,0.161,6,71,48,24,
Health,Level 2,Other,2022,1,110,0.044,23,0.032,198,0.106,0.449,0.364,0.081,21,89,72,16,
Health,Level 2,Other,2023,1,117,0.045,11,0.015,166,0.048,0.566,0.319,0.066,8,94,53,11,
Health,Level 2,Other,2024,1,184,0.061,21,0.027,275,0.105,0.469,0.244,0.182,29,129,67,50,
Health,Level 2,Pacific Islands,2016,2,5,0.019,1,0.006,8,0.25,0.75,0,0,2,6,0,0,Small Cohort
Health,Level 2,Pacific Islands,2017,2,12,0.054,12,0.065,41,0.61,0.293,0.098,0,25,12,4,0,
Health,Level 2,Pacific Islands,2018,2,18,0.077,17,0.09,60,0.283,0.567,0.133,0.017,17,34,8,1,
Health,Level 2,Pacific Islands,2019,2,8,0.03,4,0.02,23,0.739,0.261,0,0,17,6,0,0,Small Cohort
Health,Level 2,Pacific Islands,2020,1,8,0.033,8,0.037,24,0.417,0.542,0.042,0,10,13,1,0,Small Cohort
Health,Level 2,Pacific Islands,2021,1,5,0.021,5,0.027,19,0.421,0.579,0,0,8,11,0,0,Small Cohort
Health,Level 2,Pacific Islands,2022,1,2,0.008,2,0.01,8,0.25,0.375,0.25,0.125,2,3,2,1,Small Cohort
Health,Level 2,Pacific Islands,2023,1,9,0.041,9,0.046,29,0.552,0.207,0.103,0.138,16,6,3,4,Small Cohort
Health,Level 2,Pacific Islands,2024,2,7,0.029,3,0.017,19,0.474,0.526,0,0,9,10,0,0,Small Cohort
Health,Level 2,Southland,2015,1,20,0.015,19,0.018,73,0.534,0.37,0.082,0.014,39,27,6,1,
Health,Level 2,Southland,2016,3,54,0.04,39,0.038,167,0.269,0.389,0.216,0.126,45,65,36,21,
Health,Level 2,Southland,2017,2,30,0.023,24,0.024,102,0.304,0.363,0.225,0.108,31,37,23,11,
Health,Level 2,Southland,2018,1,23,0.017,20,0.021,82,0.463,0.354,0.183,0,38,29,15,0,
Health,Level 2,Southland,2019,2,27,0.021,22,0.023,91,0.198,0.527,0.143,0.132,18,48,13,12,
Health,Level 2,Southland,2020,1,24,0.018,20,0.021,84,0.262,0.476,0.202,0.06,22,40,17,5,
Health,Level 2,Southland,2021,2,42,0.031,34,0.038,141,0.333,0.404,0.191,0.071,47,57,27,10,
Health,Level 2,Southland,2022,4,33,0.025,22,0.024,100,0.34,0.41,0.21,0.04,34,41,21,4,
Health,Level 2,Southland,2023,5,61,0.044,43,0.047,187,0.241,0.417,0.182,0.16,45,78,34,30,
Health,Level 2,Southland,2024,5,88,0.058,77,0.077,311,0.238,0.389,0.228,0.145,74,121,71,45,
Health,Level 2,Taranaki,2015,3,130,0.069,84,0.06,384,0.104,0.357,0.378,0.161,40,137,145,62,
Health,Level 2,Taranaki,2016,4,121,0.066,80,0.06,380,0.145,0.387,0.276,0.192,55,147,105,73,
Health,Level 2,Taranaki,2017,5,113,0.065,86,0.071,382,0.131,0.382,0.327,0.16,50,146,125,61,
Health,Level 2,Taranaki,2018,4,127,0.076,84,0.072,394,0.112,0.426,0.292,0.17,44,168,115,67,
Health,Level 2,Taranaki,2019,5,134,0.083,84,0.075,401,0.137,0.409,0.297,0.157,55,164,119,63,
Health,Level 2,Taranaki,2020,5,125,0.075,57,0.053,319,0.204,0.395,0.251,0.15,65,126,80,48,
Health,Level 2,Taranaki,2021,6,134,0.081,70,0.067,362,0.152,0.425,0.229,0.193,55,154,83,70,
Health,Level 2,Taranaki,2022,8,151,0.089,104,0.103,448,0.23,0.386,0.243,0.141,103,173,109,63,
Health,Level 2,Taranaki,2023,8,164,0.093,120,0.111,499,0.251,0.379,0.198,0.172,125,189,99,86,
Health,Level 2,Taranaki,2024,8,187,0.096,147,0.126,593,0.236,0.4,0.25,0.115,140,237,148,68,
Health,Level 2,Tasman,2015,3,104,0.211,43,0.106,237,0.346,0.392,0.224,0.038,82,93,53,9,
Health,Level 2,Tasman,2016,2,116,0.2,55,0.124,293,0.396,0.382,0.157,0.065,116,112,46,19,
Health,Level 2,Tasman,2017,2,63,0.104,30,0.072,169,0.373,0.254,0.207,0.166,63,43,35,28,
Health,Level 2,Tasman,2018,3,63,0.107,30,0.07,164,0.299,0.287,0.201,0.213,49,47,33,35,
Health,Level 2,Tasman,2019,3,54,0.098,17,0.04,124,0.25,0.379,0.185,0.185,31,47,23,23,
Health,Level 2,Tasman,2020,2,78,0.133,14,0.032,163,0.479,0.27,0.178,0.074,78,44,29,12,
Health,Level 2,Tasman,2021,2,71,0.114,30,0.067,185,0.476,0.232,0.151,0.141,88,43,28,26,
Health,Level 2,Tasman,2022,2,44,0.08,23,0.058,116,0.526,0.233,0.155,0.086,61,27,18,10,
Health,Level 2,Tasman,2023,2,71,0.106,35,0.08,202,0.292,0.332,0.223,0.153,59,67,45,31,
Health,Level 2,Tasman,2024,2,23,0.036,19,0.043,77,0.208,0.429,0.325,0.039,16,33,25,3,
Health,Level 2,Waikato,2015,17,307,0.045,204,0.044,942,0.316,0.377,0.201,0.106,298,355,189,100,
Health,Level 2,Waikato,2016,20,351,0.05,233,0.05,1032,0.332,0.388,0.18,0.1,343,400,186,103,
Health,Level 2,Waikato,2017,20,333,0.047,217,0.047,979,0.327,0.364,0.194,0.115,320,356,190,113,
Health,Level 2,Waikato,2018,22,363,0.053,187,0.043,966,0.238,0.386,0.242,0.134,230,373,234,129,
Health,Level 2,Waikato,2019,25,629,0.089,153,0.037,1150,0.254,0.395,0.193,0.158,292,454,222,182,
Health,Level 2,Waikato,2020,24,555,0.078,175,0.044,1093,0.222,0.357,0.225,0.196,243,390,246,214,
Health,Level 2,Waikato,2021,26,609,0.086,241,0.061,1313,0.239,0.396,0.216,0.149,314,520,284,195,
Health,Level 2,Waikato,2022,24,604,0.088,231,0.057,1314,0.24,0.385,0.212,0.163,315,506,279,214,
Health,Level 2,Waikato,2023,24,621,0.088,272,0.064,1440,0.272,0.397,0.19,0.142,391,571,273,205,
Health,Level 2,Waikato,2024,24,538,0.068,241,0.051,1296,0.257,0.387,0.222,0.133,333,502,288,173,
Health,Level 2,Wellington,2015,14,345,0.046,171,0.031,882,0.317,0.371,0.194,0.118,280,327,171,104,
Health,Level 2,Wellington,2016,13,415,0.055,217,0.037,1075,0.285,0.36,0.22,0.136,306,387,236,146,
Health,Level 2,Wellington,2017,16,390,0.049,240,0.041,1102,0.267,0.374,0.205,0.154,294,412,226,170,
Health,Level 2,Wellington,2018,17,372,0.048,202,0.036,952,0.262,0.389,0.201,0.149,249,370,191,142,
Health,Level 2,Wellington,2019,17,393,0.052,224,0.041,1012,0.292,0.372,0.165,0.171,296,376,167,173,
Health,Level 2,Wellington,2020,20,423,0.056,232,0.042,1047,0.28,0.392,0.178,0.151,293,410,186,158,
Health,Level 2,Wellington,2021,20,449,0.061,226,0.043,1090,0.28,0.325,0.249,0.147,305,354,271,160,
Health,Level 2,Wellington,2022,20,405,0.058,222,0.045,1025,0.287,0.329,0.212,0.173,294,337,217,177,
Health,Level 2,Wellington,2023,23,472,0.064,292,0.055,1299,0.225,0.372,0.246,0.158,292,483,319,205,
Health,Level 2,Wellington,2024,22,504,0.063,350,0.062,1489,0.191,0.363,0.22,0.226,284,541,327,337,
Health,Level 2,West Coast,2015,3,38,0.103,33,0.148,143,0.301,0.427,0.182,0.091,43,61,26,13,
Health,Level 2,West Coast,2016,2,25,0.076,18,0.088,86,0.256,0.326,0.163,0.256,22,28,14,22,
Health,Level 2,West Coast,2017,3,23,0.059,19,0.076,83,0.313,0.458,0.169,0.06,26,38,14,5,
Health,Level 2,West Coast,2018,4,38,0.108,24,0.117,127,0.409,0.362,0.157,0.071,52,46,20,9,
Health,Level 2,West Coast,2019,2,18,0.05,14,0.07,69,0.348,0.319,0.145,0.188,24,22,10,13,
Health,Level 2,West Coast,2020,2,8,0.024,6,0.032,27,0.333,0.556,0,0.111,9,15,0,3,Small Cohort
Health,Level 2,West Coast,2021,3,29,0.086,27,0.145,123,0.309,0.407,0.163,0.122,38,50,20,15,
Health,Level 2,West Coast,2022,3,47,0.14,19,0.1,127,0.323,0.386,0.228,0.063,41,49,29,8,
Health,Level 2,West Coast,2023,2,34,0.108,30,0.167,130,0.208,0.469,0.238,0.085,27,61,31,11,
Health,Level 2,West Coast,2024,2,25,0.069,6,0.03,50,0.2,0.32,0.26,0.22,10,16,13,11,
Health,Level 3,Auckland,2015,42,1347,0.077,1187,0.084,4729,0.307,0.336,0.206,0.151,1453,1588,976,712,
Health,Level 3,Auckland,2016,49,1329,0.074,1165,0.082,4578,0.256,0.354,0.215,0.176,1170,1619,985,804,
Health,Level 3,Auckland,2017,48,1441,0.076,1159,0.078,4755,0.26,0.325,0.232,0.183,1236,1547,1102,870,
Health,Level 3,Auckland,2018,51,1441,0.075,1143,0.077,4601,0.274,0.334,0.222,0.171,1259,1536,1021,785,
Health,Level 3,Auckland,2019,56,1404,0.072,1185,0.082,4590,0.266,0.339,0.21,0.185,1220,1556,964,850,
Health,Level 3,Auckland,2020,58,1539,0.078,1236,0.085,4864,0.208,0.32,0.248,0.224,1012,1557,1205,1090,
Health,Level 3,Auckland,2021,64,1774,0.091,1349,0.093,5422,0.221,0.32,0.228,0.231,1198,1737,1235,1252,
Health,Level 3,Auckland,2022,64,1813,0.092,1420,0.1,5624,0.25,0.323,0.216,0.211,1406,1816,1213,1189,
Health,Level 3,Auckland,2023,66,1886,0.097,1578,0.111,6135,0.225,0.325,0.231,0.22,1379,1992,1416,1348,
Health,Level 3,Auckland,2024,66,2201,0.104,1801,0.113,7088,0.208,0.346,0.22,0.227,1471,2452,1556,1609,
Health,Level 3,Bay of Plenty,2015,11,223,0.069,180,0.072,714,0.225,0.352,0.255,0.168,161,251,182,120,
Health,Level 3,Bay of Plenty,2016,11,249,0.075,168,0.065,663,0.166,0.431,0.22,0.183,110,286,146,121,
Health,Level 3,Bay of Plenty,2017,10,226,0.065,161,0.062,666,0.182,0.348,0.279,0.191,121,232,186,127,
Health,Level 3,Bay of Plenty,2018,11,192,0.058,131,0.053,534,0.161,0.343,0.249,0.247,86,183,133,132,
Health,Level 3,Bay of Plenty,2019,13,314,0.097,220,0.094,877,0.186,0.326,0.237,0.251,163,286,208,220,
Health,Level 3,Bay of Plenty,2020,12,333,0.107,219,0.095,892,0.169,0.393,0.232,0.205,151,351,207,183,
Health,Level 3,Bay of Plenty,2021,13,327,0.102,213,0.095,852,0.167,0.442,0.202,0.189,142,377,172,161,
Health,Level 3,Bay of Plenty,2022,11,268,0.08,181,0.082,747,0.19,0.375,0.202,0.233,142,280,151,174,
Health,Level 3,Bay of Plenty,2023,11,285,0.09,196,0.087,787,0.161,0.389,0.248,0.202,127,306,195,159,
Health,Level 3,Bay of Plenty,2024,9,188,0.053,135,0.055,539,0.154,0.369,0.262,0.215,83,199,141,116,
Health,Level 3,Canterbury,2015,24,445,0.078,345,0.074,1395,0.298,0.354,0.19,0.158,416,494,265,220,
Health,Level 3,Canterbury,2016,27,496,0.084,387,0.081,1501,0.258,0.355,0.211,0.176,388,533,316,264,
Health,Level 3,Canterbury,2017,27,532,0.083,414,0.085,1658,0.267,0.337,0.218,0.178,443,558,362,295,
Health,Level 3,Canterbury,2018,23,509,0.079,386,0.079,1504,0.211,0.343,0.245,0.201,317,516,368,303,
Health,Level 3,Canterbury,2019,27,497,0.073,387,0.078,1464,0.245,0.335,0.232,0.188,358,491,340,275,
Health,Level 3,Canterbury,2020,29,562,0.085,430,0.089,1646,0.229,0.34,0.254,0.177,377,560,418,291,
Health,Level 3,Canterbury,2021,32,578,0.085,434,0.087,1665,0.234,0.371,0.218,0.177,390,618,363,294,
Health,Level 3,Canterbury,2022,30,596,0.09,447,0.091,1698,0.236,0.392,0.204,0.167,401,666,347,284,
Health,Level 3,Canterbury,2023,30,637,0.099,519,0.11,1946,0.213,0.378,0.224,0.185,415,736,435,360,
Health,Level 3,Canterbury,2024,30,685,0.097,519,0.098,1990,0.224,0.385,0.218,0.173,445,767,433,345,
Health,Level 3,Gisborne,2015,4,21,0.038,10,0.026,48,0.417,0.333,0.188,0.063,20,16,9,3,
Health,Level 3,Gisborne,2016,4,33,0.061,16,0.044,80,0.35,0.338,0.25,0.063,28,27,20,5,
Health,Level 3,Gisborne,2017,2,15,0.032,8,0.024,35,0.286,0.429,0.143,0.143,10,15,5,5,
Health,Level 3,Gisborne,2018,4,30,0.057,6,0.018,53,0.151,0.491,0.245,0.113,8,26,13,6,
Health,Level 3,Gisborne,2019,3,27,0.05,13,0.038,66,0.348,0.364,0.076,0.212,23,24,5,14,
Health,Level 3,Gisborne,2020,2,15,0.031,12,0.035,48,0.229,0.271,0.271,0.229,11,13,13,11,
Health,Level 3,Gisborne,2021,2,21,0.042,19,0.056,70,0.186,0.371,0.2,0.243,13,26,14,17,
Health,Level 3,Gisborne,2022,1,17,0.035,15,0.047,61,0.377,0.361,0.18,0.082,23,22,11,5,
Health,Level 3,Gisborne,2023,1,10,0.022,9,0.03,35,0.4,0.229,0.2,0.171,14,8,7,6,
Health,Level 3,Gisborne,2024,1,18,0.034,16,0.048,55,0.382,0.255,0.255,0.109,21,14,14,6,
Health,Level 3,Hawke's Bay,2015,6,51,0.029,36,0.025,149,0.161,0.517,0.242,0.081,24,77,36,12,
Health,Level 3,Hawke's Bay,2016,4,43,0.024,34,0.024,136,0.169,0.529,0.213,0.088,23,72,29,12,
Health,Level 3,Hawke's Bay,2017,4,45,0.022,36,0.024,141,0.234,0.454,0.206,0.106,33,64,29,15,
Health,Level 3,Hawke's Bay,2018,5,87,0.043,54,0.036,247,0.223,0.445,0.215,0.117,55,110,53,29,
Health,Level 3,Hawke's Bay,2019,5,73,0.036,53,0.035,216,0.301,0.366,0.208,0.125,65,79,45,27,
Health,Level 3,Hawke's Bay,2020,5,52,0.028,26,0.019,118,0.085,0.568,0.212,0.136,10,67,25,16,
Health,Level 3,Hawke's Bay,2021,5,49,0.026,29,0.02,124,0.323,0.347,0.242,0.089,40,43,30,11,
Health,Level 3,Hawke's Bay,2022,5,53,0.028,32,0.023,131,0.206,0.42,0.198,0.176,27,55,26,23,
Health,Level 3,Hawke's Bay,2023,4,41,0.024,30,0.022,117,0.111,0.504,0.214,0.171,13,59,25,20,
Health,Level 3,Hawke's Bay,2024,5,41,0.021,22,0.015,98,0.204,0.367,0.214,0.214,20,36,21,21,
Health,Level 3,Manawatu-Whanganui,2015,9,163,0.065,115,0.061,485,0.322,0.447,0.134,0.097,156,217,65,47,
Health,Level 3,Manawatu-Whanganui,2016,10,152,0.059,120,0.063,479,0.278,0.372,0.215,0.136,133,178,103,65,
Health,Level 3,Manawatu-Whanganui,2017,9,131,0.052,97,0.051,396,0.23,0.409,0.217,0.144,91,162,86,57,
Health,Level 3,Manawatu-Whanganui,2018,14,191,0.073,122,0.066,517,0.286,0.48,0.153,0.081,148,248,79,42,
Health,Level 3,Manawatu-Whanganui,2019,15,241,0.091,142,0.076,626,0.238,0.406,0.184,0.173,149,254,115,108,
Health,Level 3,Manawatu-Whanganui,2020,18,265,0.109,188,0.112,759,0.213,0.393,0.202,0.192,162,298,153,146,
Health,Level 3,Manawatu-Whanganui,2021,20,322,0.126,210,0.126,855,0.184,0.366,0.209,0.241,157,313,179,206,
Health,Level 3,Manawatu-Whanganui,2022,15,201,0.088,133,0.09,562,0.262,0.379,0.208,0.151,147,213,117,85,
Health,Level 3,Manawatu-Whanganui,2023,16,211,0.095,144,0.093,579,0.204,0.415,0.188,0.193,118,240,109,112,
Health,Level 3,Manawatu-Whanganui,2024,18,222,0.094,176,0.106,661,0.257,0.357,0.206,0.18,170,236,136,119,
Health,Level 3,Marlborough,2015,1,47,0.121,38,0.125,156,0.385,0.423,0.135,0.058,60,66,21,9,
Health,Level 3,Marlborough,2016,1,51,0.103,40,0.146,166,0.416,0.398,0.12,0.066,69,66,20,11,
Health,Level 3,Marlborough,2017,1,43,0.099,38,0.154,156,0.321,0.442,0.141,0.096,50,69,22,15,
Health,Level 3,Marlborough,2018,1,24,0.058,9,0.037,56,0.375,0.375,0.089,0.161,21,21,5,9,
Health,Level 3,Marlborough,2019,1,17,0.048,15,0.065,55,0.236,0.4,0.273,0.091,13,22,15,5,
Health,Level 3,Marlborough,2020,1,16,0.039,15,0.061,51,0.333,0.392,0.176,0.098,17,20,9,5,
Health,Level 3,Marlborough,2021,1,21,0.056,18,0.068,62,0.435,0.29,0.194,0.081,27,18,12,5,
