Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Samoan,Level 2,More,2021,27,300,0.027,229,0.042,1104,0.073,0.311,0.285,0.331,81,343,315,365,
Samoan,Level 2,More,2022,25,257,0.024,182,0.034,856,0.109,0.186,0.368,0.338,93,159,315,289,
Samoan,Level 2,More,2023,22,259,0.022,177,0.029,831,0.223,0.215,0.295,0.267,185,179,245,222,
Samoan,Level 2,More,2024,21,301,0.021,217,0.033,1013,0.229,0.32,0.237,0.214,232,324,240,217,
Samoan,Level 3,Fewer,2019,9,28,0.002,11,0.001,75,0.067,0.427,0.293,0.213,5,32,22,16,
Samoan,Level 3,Fewer,2020,12,43,0.003,24,0.002,130,0.177,0.408,0.254,0.162,23,53,33,21,
Samoan,Level 3,Fewer,2021,10,41,0.002,24,0.002,124,0.081,0.355,0.395,0.169,10,44,49,21,
Samoan,Level 3,Fewer,2022,8,18,0.001,11,0.001,62,0.065,0.177,0.371,0.387,4,11,23,24,
Samoan,Level 3,Fewer,2023,11,42,0.003,23,0.002,132,0.152,0.227,0.318,0.303,20,30,42,40,
Samoan,Level 3,Fewer,2024,7,29,0.002,19,0.001,90,0.356,0.322,0.244,0.078,32,29,22,7,
Samoan,Level 3,Moderate,2019,21,138,0.005,113,0.006,557,0.106,0.343,0.255,0.296,59,191,142,165,
Samoan,Level 3,Moderate,2020,19,147,0.006,120,0.007,568,0.129,0.342,0.285,0.245,73,194,162,139,
Samoan,Level 3,Moderate,2021,21,156,0.006,117,0.006,586,0.133,0.266,0.324,0.276,78,156,190,162,
Samoan,Level 3,Moderate,2022,22,151,0.006,108,0.006,535,0.138,0.194,0.325,0.342,74,104,174,183,
Samoan,Level 3,Moderate,2023,17,152,0.006,118,0.007,547,0.155,0.296,0.271,0.278,85,162,148,152,
Samoan,Level 3,Moderate,2024,22,165,0.006,125,0.006,616,0.135,0.313,0.252,0.3,83,193,155,185,
Samoan,Level 3,More,2019,20,201,0.026,154,0.034,726,0.143,0.292,0.289,0.275,104,212,210,200,
Samoan,Level 3,More,2020,24,250,0.034,179,0.042,870,0.062,0.278,0.267,0.393,54,242,232,342,
Samoan,Level 3,More,2021,24,232,0.031,157,0.037,810,0.074,0.222,0.288,0.416,60,180,233,337,
Samoan,Level 3,More,2022,24,234,0.032,152,0.039,771,0.099,0.183,0.335,0.384,76,141,258,296,
Samoan,Level 3,More,2023,22,184,0.025,133,0.031,654,0.102,0.188,0.315,0.394,67,123,206,258,
Samoan,Level 3,More,2024,22,205,0.024,159,0.032,742,0.163,0.236,0.284,0.317,121,175,211,235,
Science,Level 1,Fewer,2019,77,14916,0.669,6138,0.389,46275,0.157,0.33,0.297,0.216,7283,15254,13732,10006,
Science,Level 1,Fewer,2020,76,13683,0.528,4932,0.327,40445,0.143,0.329,0.293,0.235,5801,13290,11852,9502,
Science,Level 1,Fewer,2021,73,13330,0.52,4740,0.335,39152,0.096,0.319,0.296,0.289,3758,12502,11590,11302,
Science,Level 1,Fewer,2022,70,13051,0.517,4749,0.339,38231,0.139,0.328,0.296,0.237,5303,12545,11320,9063,
Science,Level 1,Fewer,2023,71,13737,0.608,4812,0.327,39207,0.134,0.346,0.307,0.213,5243,13583,12017,8364,
Science,Level 1,Fewer,2024,28,3136,0.239,312,0.043,4923,0.159,0.4,0.226,0.215,783,1969,1115,1056,
Science,Level 1,Moderate,2019,198,27302,0.631,10713,0.366,84208,0.231,0.407,0.231,0.132,19436,34259,19420,11093,
Science,Level 1,Moderate,2020,198,27486,0.563,8001,0.281,76113,0.231,0.401,0.231,0.137,17585,30525,17571,10432,
Science,Level 1,Moderate,2021,196,25448,0.541,6765,0.243,68585,0.181,0.405,0.244,0.17,12429,27743,16765,11648,
Science,Level 1,Moderate,2022,196,24902,0.52,6323,0.227,67549,0.246,0.4,0.221,0.133,16592,27053,14922,8982,
Science,Level 1,Moderate,2023,192,25446,0.531,6299,0.214,67966,0.217,0.432,0.234,0.118,14715,29381,15877,7993,
Science,Level 1,Moderate,2024,123,13039,0.359,2102,0.081,21852,0.258,0.43,0.187,0.125,5640,9397,4088,2727,
Science,Level 1,More,2019,129,6988,0.503,1542,0.192,18214,0.324,0.438,0.162,0.076,5902,7975,2944,1393,
Science,Level 1,More,2020,127,6293,0.424,1193,0.155,15277,0.296,0.446,0.168,0.089,4524,6815,2574,1364,
Science,Level 1,More,2021,125,6436,0.419,953,0.125,14613,0.267,0.458,0.17,0.105,3904,6688,2481,1540,
Science,Level 1,More,2022,125,6702,0.422,1027,0.133,15159,0.352,0.417,0.155,0.077,5330,6317,2352,1160,
Science,Level 1,More,2023,121,6472,0.343,1155,0.135,15105,0.295,0.453,0.169,0.083,4451,6843,2550,1261,
Science,Level 1,More,2024,83,3932,0.282,743,0.096,6859,0.353,0.434,0.126,0.088,2421,2975,861,602,
Science,Level 3,Moderate,2022,,,,,,1,,,,,,,,,Small Cohort
Sculpture,Level 3,Fewer,2019,14,93,0.005,75,0.006,233,0.094,0.219,0.275,0.412,22,51,64,96,
Sculpture,Level 3,Fewer,2020,9,63,0.004,56,0.004,148,0.047,0.25,0.351,0.351,7,37,52,52,
Sculpture,Level 3,Fewer,2021,9,49,0.003,42,0.003,104,0.058,0.26,0.288,0.394,6,27,30,41,
Sculpture,Level 3,Fewer,2022,15,56,0.003,47,0.004,135,0.104,0.289,0.326,0.281,14,39,44,38,
Sculpture,Level 3,Fewer,2023,15,82,0.005,69,0.005,183,0.033,0.186,0.333,0.448,6,34,61,82,
Sculpture,Level 3,Fewer,2024,13,125,0.007,87,0.006,306,0.042,0.301,0.356,0.301,13,92,109,92,
Sculpture,Level 3,Moderate,2019,23,90,0.003,63,0.003,231,0.1,0.251,0.368,0.281,23,58,85,65,
Sculpture,Level 3,Moderate,2020,25,102,0.004,79,0.004,268,0.063,0.34,0.317,0.28,17,91,85,75,
Sculpture,Level 3,Moderate,2021,24,132,0.005,86,0.005,310,0.071,0.319,0.371,0.239,22,99,115,74,
Sculpture,Level 3,Moderate,2022,25,113,0.004,85,0.005,279,0.108,0.222,0.366,0.305,30,62,102,85,
Sculpture,Level 3,Moderate,2023,26,137,0.005,78,0.004,306,0.095,0.268,0.369,0.268,29,82,113,82,
Sculpture,Level 3,Moderate,2024,26,136,0.005,93,0.005,318,0.097,0.314,0.327,0.261,31,100,104,83,
Sculpture,Level 3,More,2019,9,46,0.006,9,0.002,96,0.365,0.427,0.146,0.063,35,41,14,6,
Sculpture,Level 3,More,2020,7,30,0.004,13,0.003,55,0.473,0.255,0.2,0.073,26,14,11,4,
Sculpture,Level 3,More,2021,9,43,0.006,6,0.001,97,0.32,0.474,0.165,0.041,31,46,16,4,
Sculpture,Level 3,More,2022,13,28,0.004,13,0.003,50,0.24,0.52,0.18,0.06,12,26,9,3,
Sculpture,Level 3,More,2023,9,41,0.005,18,0.004,80,0.425,0.238,0.275,0.063,34,19,22,5,
Sculpture,Level 3,More,2024,5,57,0.007,31,0.006,119,0.429,0.42,0.101,0.05,51,50,12,6,
Social Studies,Level 1,Fewer,2019,28,3559,0.16,214,0.014,4627,0.113,0.273,0.266,0.348,523,1265,1229,1610,
Social Studies,Level 1,Fewer,2020,21,2549,0.098,109,0.007,3367,0.088,0.312,0.289,0.311,297,1050,972,1048,
Social Studies,Level 1,Fewer,2021,23,1946,0.076,111,0.008,2575,0.109,0.283,0.227,0.381,281,729,584,981,
Social Studies,Level 1,Fewer,2022,21,1829,0.072,140,0.01,2481,0.139,0.281,0.28,0.3,346,697,694,744,
Social Studies,Level 1,Fewer,2023,20,1171,0.052,194,0.013,1955,0.093,0.316,0.258,0.333,182,617,505,651,
Social Studies,Level 1,Fewer,2024,14,536,0.041,46,0.006,773,0.123,0.301,0.327,0.248,95,233,253,192,
Social Studies,Level 1,Moderate,2019,68,3720,0.086,410,0.014,5769,0.193,0.357,0.237,0.213,1111,2062,1368,1228,
Social Studies,Level 1,Moderate,2020,73,3643,0.075,312,0.011,5344,0.172,0.35,0.249,0.228,917,1873,1333,1221,
Social Studies,Level 1,Moderate,2021,67,2779,0.059,311,0.011,4371,0.152,0.338,0.238,0.272,664,1478,1041,1188,
Social Studies,Level 1,Moderate,2022,60,3008,0.063,260,0.009,4594,0.177,0.376,0.233,0.214,811,1727,1071,985,
Social Studies,Level 1,Moderate,2023,55,1741,0.036,206,0.007,3091,0.169,0.38,0.215,0.236,521,1176,664,730,
Social Studies,Level 1,Moderate,2024,53,1951,0.054,836,0.032,4303,0.204,0.362,0.255,0.179,879,1556,1096,772,
Social Studies,Level 1,More,2019,47,1468,0.106,64,0.008,2121,0.262,0.467,0.172,0.099,556,991,365,209,
Social Studies,Level 1,More,2020,39,1652,0.111,21,0.003,2105,0.29,0.438,0.176,0.096,610,923,370,202,
Social Studies,Level 1,More,2021,35,1151,0.075,61,0.008,1623,0.238,0.431,0.206,0.124,386,700,335,202,
Social Studies,Level 1,More,2022,41,1275,0.08,39,0.005,1687,0.275,0.456,0.159,0.11,464,769,269,185,
Social Studies,Level 1,More,2023,32,1158,0.061,30,0.003,1495,0.328,0.372,0.165,0.136,490,556,246,203,
Social Studies,Level 1,More,2024,36,1384,0.099,147,0.019,2261,0.407,0.396,0.14,0.056,921,896,317,127,
Social Studies,Level 2,Fewer,2019,17,763,0.038,454,0.029,2021,0.15,0.253,0.24,0.357,303,512,485,721,
Social Studies,Level 2,Fewer,2020,17,719,0.035,438,0.028,1923,0.129,0.25,0.244,0.377,248,480,470,725,
Social Studies,Level 2,Fewer,2021,20,716,0.037,487,0.033,2041,0.082,0.22,0.253,0.445,167,449,517,908,
Social Studies,Level 2,Fewer,2022,19,738,0.04,483,0.034,2112,0.13,0.314,0.207,0.348,275,664,438,735,
Social Studies,Level 2,Fewer,2023,19,681,0.035,475,0.031,2022,0.136,0.28,0.263,0.321,276,566,531,649,
Social Studies,Level 2,Fewer,2024,16,627,0.03,468,0.029,1915,0.145,0.273,0.222,0.361,277,522,425,691,
Social Studies,Level 2,Moderate,2019,46,993,0.028,372,0.015,2261,0.23,0.318,0.211,0.241,520,719,478,544,
Social Studies,Level 2,Moderate,2020,50,1138,0.032,403,0.016,2621,0.214,0.295,0.221,0.27,560,773,580,708,
Social Studies,Level 2,Moderate,2021,44,1058,0.03,494,0.021,2646,0.177,0.277,0.232,0.314,469,732,613,832,
Social Studies,Level 2,Moderate,2022,49,1196,0.035,514,0.022,2813,0.214,0.309,0.19,0.287,602,870,535,806,
Social Studies,Level 2,Moderate,2023,44,1101,0.031,465,0.019,2584,0.231,0.335,0.178,0.256,597,865,460,662,
Social Studies,Level 2,Moderate,2024,45,1091,0.028,586,0.021,2872,0.212,0.308,0.222,0.257,610,886,638,738,
Social Studies,Level 2,More,2019,28,313,0.028,117,0.019,671,0.458,0.291,0.158,0.094,307,195,106,63,
Social Studies,Level 2,More,2020,26,415,0.038,103,0.019,776,0.335,0.384,0.161,0.12,260,298,125,93,
Social Studies,Level 2,More,2021,24,355,0.032,124,0.023,748,0.313,0.386,0.127,0.174,234,289,95,130,
Social Studies,Level 2,More,2022,26,355,0.033,94,0.018,690,0.448,0.284,0.132,0.136,309,196,91,94,
Social Studies,Level 2,More,2023,28,379,0.032,123,0.02,761,0.377,0.31,0.148,0.164,287,236,113,125,
Social Studies,Level 2,More,2024,22,438,0.03,130,0.02,848,0.449,0.329,0.09,0.132,381,279,76,112,
Social Studies,Level 3,Fewer,2019,17,878,0.052,728,0.056,2888,0.145,0.276,0.237,0.342,420,797,684,987,
Social Studies,Level 3,Fewer,2020,18,804,0.047,710,0.054,2685,0.137,0.282,0.251,0.329,369,757,675,884,
Social Studies,Level 3,Fewer,2021,21,926,0.054,773,0.058,2965,0.099,0.275,0.217,0.409,294,814,644,1213,
Social Studies,Level 3,Fewer,2022,20,962,0.057,809,0.063,3113,0.127,0.27,0.213,0.39,394,842,662,1215,
Social Studies,Level 3,Fewer,2023,20,906,0.056,795,0.063,3041,0.124,0.295,0.217,0.364,377,897,661,1106,
Social Studies,Level 3,Fewer,2024,21,910,0.053,845,0.062,3210,0.1,0.31,0.231,0.359,322,995,741,1152,
Social Studies,Level 3,Moderate,2019,48,1127,0.043,744,0.039,3060,0.225,0.324,0.219,0.233,687,991,669,713,
Social Studies,Level 3,Moderate,2020,54,1099,0.042,714,0.039,3012,0.162,0.333,0.219,0.286,489,1002,661,860,
Social Studies,Level 3,Moderate,2021,46,1328,0.051,806,0.043,3436,0.143,0.337,0.222,0.299,491,1157,762,1026,
Social Studies,Level 3,Moderate,2022,48,1190,0.046,768,0.043,3237,0.173,0.337,0.216,0.275,559,1090,698,890,
Social Studies,Level 3,Moderate,2023,46,1061,0.042,752,0.042,3050,0.184,0.327,0.211,0.279,561,996,643,850,
Social Studies,Level 3,Moderate,2024,51,1077,0.039,726,0.036,3069,0.202,0.315,0.209,0.274,621,967,640,841,
Social Studies,Level 3,More,2019,30,398,0.052,177,0.039,882,0.435,0.337,0.155,0.073,384,297,137,64,
Social Studies,Level 3,More,2020,27,296,0.04,143,0.034,668,0.293,0.4,0.174,0.133,196,267,116,89,
Social Studies,Level 3,More,2021,17,280,0.038,129,0.03,639,0.291,0.419,0.152,0.138,186,268,97,88,
Social Studies,Level 3,More,2022,23,305,0.042,130,0.033,651,0.45,0.3,0.123,0.127,293,195,80,83,
Social Studies,Level 3,More,2023,20,235,0.031,118,0.027,549,0.361,0.342,0.144,0.153,198,188,79,84,
Social Studies,Level 3,More,2024,21,356,0.042,167,0.033,811,0.388,0.301,0.145,0.165,315,244,118,134,
Spanish,Level 1,Fewer,2019,39,708,0.032,580,0.037,2560,0.093,0.247,0.328,0.332,239,632,840,849,
Spanish,Level 1,Fewer,2020,39,722,0.028,547,0.036,2507,0.075,0.245,0.333,0.347,189,614,834,870,
Spanish,Level 1,Fewer,2021,37,540,0.021,462,0.033,2039,0.027,0.214,0.309,0.45,56,436,630,917,
Spanish,Level 1,Fewer,2022,35,494,0.02,411,0.029,1853,0.069,0.239,0.334,0.359,127,443,618,665,
Spanish,Level 1,Fewer,2023,36,532,0.024,409,0.028,1884,0.055,0.251,0.33,0.364,103,473,622,686,
Spanish,Level 1,Fewer,2024,25,328,0.025,187,0.026,847,0.074,0.256,0.336,0.333,63,217,285,282,
Spanish,Level 1,Moderate,2019,60,622,0.014,471,0.016,2224,0.14,0.294,0.26,0.306,311,653,579,681,
Spanish,Level 1,Moderate,2020,49,596,0.012,468,0.016,2096,0.134,0.322,0.287,0.258,280,674,602,540,
Spanish,Level 1,Moderate,2021,48,520,0.011,433,0.016,1928,0.062,0.3,0.294,0.343,120,579,567,662,
Spanish,Level 1,Moderate,2022,46,425,0.009,344,0.012,1546,0.087,0.309,0.298,0.307,134,477,461,474,
Spanish,Level 1,Moderate,2023,48,444,0.009,366,0.012,1637,0.112,0.326,0.278,0.283,184,534,455,464,
Spanish,Level 1,Moderate,2024,49,506,0.014,362,0.014,1563,0.113,0.349,0.301,0.237,177,545,470,371,
Spanish,Level 1,More,2019,7,42,0.003,25,0.003,130,0.223,0.292,0.285,0.2,29,38,37,26,
Spanish,Level 1,More,2020,7,52,0.004,30,0.004,162,0.086,0.222,0.346,0.346,14,36,56,56,
Spanish,Level 1,More,2021,7,34,0.002,14,0.002,77,0.078,0.169,0.221,0.532,6,13,17,41,
Spanish,Level 1,More,2022,6,41,0.003,26,0.003,122,0.23,0.344,0.254,0.172,28,42,31,21,
Spanish,Level 1,More,2023,9,50,0.003,34,0.004,152,0.151,0.257,0.289,0.303,23,39,44,46,
Spanish,Level 1,More,2024,5,36,0.003,25,0.003,108,0.25,0.278,0.213,0.259,27,30,23,28,
Spanish,Level 2,Fewer,2019,32,329,0.016,305,0.02,1330,0.074,0.25,0.306,0.371,98,332,407,493,
Spanish,Level 2,Fewer,2020,34,308,0.015,282,0.018,1223,0.074,0.277,0.325,0.324,90,339,398,396,
Spanish,Level 2,Fewer,2021,36,286,0.015,266,0.018,1165,0.056,0.21,0.333,0.401,65,245,388,467,
Spanish,Level 2,Fewer,2022,36,278,0.015,253,0.018,1104,0.058,0.209,0.322,0.41,64,231,356,453,
Spanish,Level 2,Fewer,2023,36,309,0.016,279,0.018,1217,0.079,0.265,0.3,0.356,96,323,365,433,
Spanish,Level 2,Fewer,2024,38,334,0.016,296,0.018,1275,0.07,0.23,0.332,0.369,89,293,423,470,
Spanish,Level 2,Moderate,2019,45,281,0.008,235,0.009,1069,0.126,0.255,0.295,0.324,135,273,315,346,
Spanish,Level 2,Moderate,2020,46,276,0.008,222,0.009,1029,0.118,0.27,0.254,0.359,121,278,261,369,
Spanish,Level 2,Moderate,2021,43,233,0.007,186,0.008,861,0.088,0.226,0.304,0.381,76,195,262,328,
Spanish,Level 2,Moderate,2022,42,257,0.008,199,0.009,920,0.111,0.287,0.304,0.298,102,264,280,274,
Spanish,Level 2,Moderate,2023,44,260,0.007,212,0.009,963,0.108,0.287,0.275,0.33,104,276,265,318,
Spanish,Level 2,Moderate,2024,40,252,0.006,207,0.008,921,0.139,0.328,0.246,0.287,128,302,227,264,
Spanish,Level 2,More,2019,5,25,0.002,18,0.003,86,0.256,0.151,0.233,0.36,22,13,20,31,
Spanish,Level 2,More,2020,7,11,0.001,7,0.001,34,0.147,0.206,0.088,0.559,5,7,3,19,
Spanish,Level 2,More,2021,6,24,0.002,8,0.001,59,0.102,0.356,0.153,0.39,6,21,9,23,
Spanish,Level 2,More,2022,5,15,0.001,9,0.002,41,0.171,0.195,0.244,0.39,7,8,10,16,
Spanish,Level 2,More,2023,5,27,0.002,15,0.002,76,0.145,0.395,0.263,0.197,11,30,20,15,
Spanish,Level 2,More,2024,5,14,0.001,10,0.002,50,0.14,0.28,0.24,0.34,7,14,12,17,
Spanish,Level 3,Fewer,2019,26,169,0.01,157,0.012,680,0.137,0.265,0.309,0.29,93,180,210,197,
Spanish,Level 3,Fewer,2020,31,228,0.013,179,0.014,854,0.095,0.234,0.267,0.404,81,200,228,345,
Spanish,Level 3,Fewer,2021,31,182,0.011,165,0.012,721,0.049,0.19,0.318,0.444,35,137,229,320,
Spanish,Level 3,Fewer,2022,31,196,0.012,171,0.013,755,0.062,0.254,0.321,0.363,47,192,242,274,
Spanish,Level 3,Fewer,2023,30,188,0.012,158,0.012,712,0.107,0.236,0.315,0.343,76,168,224,244,
Spanish,Level 3,Fewer,2024,35,220,0.013,187,0.014,851,0.09,0.244,0.304,0.361,77,208,259,307,
Spanish,Level 3,Moderate,2019,39,196,0.008,154,0.008,729,0.129,0.222,0.259,0.39,94,162,189,284,
Spanish,Level 3,Moderate,2020,45,190,0.007,135,0.007,678,0.111,0.212,0.286,0.391,75,144,194,265,
Spanish,Level 3,Moderate,2021,37,158,0.006,123,0.006,577,0.042,0.184,0.265,0.51,24,106,153,294,
Spanish,Level 3,Moderate,2022,31,147,0.006,121,0.007,552,0.112,0.234,0.29,0.364,62,129,160,201,
Spanish,Level 3,Moderate,2023,36,148,0.006,128,0.007,581,0.114,0.272,0.231,0.384,66,158,134,223,
Spanish,Level 3,Moderate,2024,37,149,0.005,117,0.006,528,0.059,0.256,0.286,0.4,31,135,151,211,
Spanish,Level 3,More,2019,8,18,0.002,11,0.002,54,0.167,0.222,0.167,0.444,9,12,9,24,
Spanish,Level 3,More,2020,6,14,0.002,8,0.002,39,0.128,0.231,0.154,0.487,5,9,6,19,
Spanish,Level 3,More,2021,4,7,0.001,2,0,16,0.063,0.313,0.375,0.25,1,5,6,4,Small Cohort
Spanish,Level 3,More,2022,6,11,0.001,4,0.001,27,0.037,0.37,0.111,0.481,1,10,3,13,Small Cohort
Spanish,Level 3,More,2023,5,10,0.001,3,0.001,25,0.04,0.08,0.28,0.6,1,2,7,15,Small Cohort
Spanish,Level 3,More,2024,3,12,0.001,6,0.001,34,0.265,0.412,0.118,0.206,9,14,4,7,
Te Ao Haka,Level 1,Fewer,2023,12,328,0.015,65,0.004,500,0.052,0.212,0.29,0.446,26,106,145,223,
Te Ao Haka,Level 1,Fewer,2024,15,254,0.019,40,0.005,398,0.093,0.307,0.364,0.236,37,122,145,94,
Te Ao Haka,Level 1,Moderate,2023,58,864,0.018,221,0.008,1538,0.068,0.367,0.224,0.341,104,565,344,525,
Te Ao Haka,Level 1,Moderate,2024,86,1024,0.028,299,0.011,1971,0.116,0.42,0.247,0.218,229,827,486,429,
Te Ao Haka,Level 1,More,2023,81,1434,0.076,336,0.039,2496,0.064,0.362,0.238,0.336,160,904,594,838,
Te Ao Haka,Level 1,More,2024,104,1450,0.104,336,0.044,2640,0.112,0.365,0.236,0.288,295,963,622,760,
Te Ao Haka,Level 2,Fewer,2023,11,357,0.018,34,0.002,449,0.045,0.205,0.303,0.448,20,92,136,201,
Te Ao Haka,Level 2,Fewer,2024,15,214,0.01,29,0.002,333,0.045,0.327,0.303,0.324,15,109,101,108,
Te Ao Haka,Level 2,Moderate,2023,53,643,0.018,135,0.005,1062,0.07,0.331,0.171,0.428,74,351,182,455,
Te Ao Haka,Level 2,Moderate,2024,66,580,0.015,191,0.007,1205,0.138,0.322,0.232,0.308,166,388,280,371,
Te Ao Haka,Level 2,More,2023,69,1024,0.086,242,0.04,1753,0.08,0.263,0.22,0.437,140,461,386,766,
Te Ao Haka,Level 2,More,2024,91,1083,0.074,302,0.045,2010,0.149,0.283,0.211,0.357,300,568,425,717,
Te Ao Haka,Level 3,Fewer,2023,8,52,0.003,38,0.003,155,0.077,0.187,0.213,0.523,12,29,33,81,
Te Ao Haka,Level 3,Fewer,2024,9,107,0.006,62,0.005,272,0.07,0.305,0.254,0.371,19,83,69,101,
Te Ao Haka,Level 3,Moderate,2023,40,270,0.011,163,0.009,707,0.074,0.255,0.28,0.392,52,180,198,277,
Te Ao Haka,Level 3,Moderate,2024,55,372,0.013,157,0.008,806,0.099,0.289,0.249,0.362,80,233,201,292,
Te Ao Haka,Level 3,More,2023,61,460,0.062,262,0.061,1222,0.058,0.214,0.313,0.416,71,261,382,508,
Te Ao Haka,Level 3,More,2024,79,570,0.066,314,0.063,1458,0.101,0.299,0.257,0.344,147,436,374,501,
Te Reo Maori,Level 1,Fewer,2019,54,678,0.03,552,0.035,2321,0.218,0.343,0.236,0.203,506,797,547,471,
Te Reo Maori,Level 1,Fewer,2020,53,675,0.026,494,0.033,2200,0.14,0.305,0.273,0.283,307,670,600,623,
Te Reo Maori,Level 1,Fewer,2021,49,678,0.026,541,0.038,2343,0.128,0.309,0.29,0.273,299,724,680,640,
Te Reo Maori,Level 1,Fewer,2022,53,680,0.027,493,0.035,2095,0.178,0.361,0.28,0.181,373,756,586,380,
Te Reo Maori,Level 1,Fewer,2023,53,784,0.035,647,0.044,2670,0.17,0.344,0.286,0.2,453,918,764,535,
Te Reo Maori,Level 1,Fewer,2024,37,611,0.047,351,0.048,1549,0.158,0.327,0.294,0.221,244,507,456,342,
Te Reo Maori,Level 1,Moderate,2019,133,1655,0.038,1048,0.036,4901,0.216,0.36,0.265,0.159,1060,1763,1297,781,
Te Reo Maori,Level 1,Moderate,2020,134,1536,0.031,717,0.025,3879,0.181,0.361,0.268,0.19,703,1400,1040,736,
Te Reo Maori,Level 1,Moderate,2021,139,1688,0.036,862,0.031,4526,0.149,0.388,0.259,0.205,674,1754,1170,928,
Te Reo Maori,Level 1,Moderate,2022,137,1626,0.034,840,0.03,4411,0.209,0.357,0.238,0.196,922,1575,1051,863,
Te Reo Maori,Level 1,Moderate,2023,127,1734,0.036,892,0.03,4517,0.177,0.367,0.266,0.19,799,1659,1201,858,
Te Reo Maori,Level 1,Moderate,2024,125,1777,0.049,881,0.034,4436,0.204,0.416,0.252,0.128,907,1847,1116,566,
Te Reo Maori,Level 1,More,2019,125,1505,0.108,745,0.093,4014,0.166,0.332,0.298,0.204,665,1333,1197,819,
Te Reo Maori,Level 1,More,2020,130,1573,0.106,743,0.096,4129,0.128,0.36,0.293,0.219,529,1486,1208,906,
Te Reo Maori,Level 1,More,2021,128,1563,0.102,784,0.103,4250,0.134,0.337,0.293,0.236,571,1432,1246,1001,
Te Reo Maori,Level 1,More,2022,125,1537,0.097,736,0.095,4021,0.149,0.334,0.296,0.222,598,1343,1189,891,
Te Reo Maori,Level 1,More,2023,125,1879,0.1,725,0.085,4391,0.155,0.392,0.267,0.186,680,1722,1173,816,
Te Reo Maori,Level 1,More,2024,123,1764,0.127,788,0.102,4156,0.201,0.408,0.238,0.154,835,1695,988,638,
Te Reo Maori,Level 2,Fewer,2019,49,380,0.019,316,0.021,1345,0.18,0.318,0.267,0.235,242,428,359,316,
Te Reo Maori,Level 2,Fewer,2020,47,371,0.018,273,0.018,1202,0.146,0.304,0.277,0.274,175,365,333,329,
Te Reo Maori,Level 2,Fewer,2021,47,389,0.02,295,0.02,1332,0.154,0.263,0.274,0.309,205,350,365,412,
Te Reo Maori,Level 2,Fewer,2022,48,467,0.025,338,0.023,1455,0.181,0.268,0.304,0.246,264,390,443,358,
Te Reo Maori,Level 2,Fewer,2023,45,508,0.026,413,0.027,1660,0.196,0.267,0.308,0.228,326,444,511,379,
Te Reo Maori,Level 2,Fewer,2024,47,544,0.026,420,0.026,1739,0.149,0.273,0.294,0.284,259,474,512,494,
Te Reo Maori,Level 2,Moderate,2019,118,859,0.024,571,0.023,2594,0.23,0.332,0.27,0.167,597,862,701,434,
Te Reo Maori,Level 2,Moderate,2020,116,869,0.024,442,0.018,2351,0.183,0.346,0.256,0.215,431,813,602,505,
Te Reo Maori,Level 2,Moderate,2021,121,801,0.023,460,0.019,2269,0.145,0.347,0.265,0.243,330,787,601,551,
Te Reo Maori,Level 2,Moderate,2022,128,934,0.027,455,0.02,2376,0.189,0.326,0.279,0.206,450,774,663,489,
Te Reo Maori,Level 2,Moderate,2023,115,891,0.025,524,0.021,2532,0.186,0.339,0.27,0.205,470,859,684,519,
Te Reo Maori,Level 2,Moderate,2024,115,1136,0.029,607,0.022,3067,0.191,0.331,0.276,0.202,586,1014,847,620,
Te Reo Maori,Level 2,More,2019,116,981,0.088,542,0.09,2754,0.197,0.338,0.279,0.186,543,931,769,511,
Te Reo Maori,Level 2,More,2020,111,1078,0.1,495,0.089,2879,0.205,0.357,0.245,0.193,590,1027,705,557,
Te Reo Maori,Level 2,More,2021,125,1072,0.096,534,0.099,2882,0.143,0.359,0.295,0.203,412,1034,850,586,
Te Reo Maori,Level 2,More,2022,114,1118,0.105,583,0.11,3103,0.191,0.347,0.265,0.197,594,1076,822,611,
Te Reo Maori,Level 2,More,2023,126,1297,0.108,615,0.101,3340,0.19,0.393,0.248,0.169,636,1311,827,566,
Te Reo Maori,Level 2,More,2024,129,1313,0.09,670,0.101,3643,0.157,0.404,0.267,0.172,571,1473,972,627,
Te Reo Maori,Level 3,Fewer,2019,40,227,0.013,167,0.013,736,0.166,0.288,0.273,0.273,122,212,201,201,
Te Reo Maori,Level 3,Fewer,2020,42,285,0.017,192,0.015,868,0.144,0.326,0.275,0.255,125,283,239,221,
Te Reo Maori,Level 3,Fewer,2021,41,270,0.016,205,0.015,874,0.144,0.288,0.28,0.287,126,252,245,251,
Te Reo Maori,Level 3,Fewer,2022,41,287,0.017,180,0.014,846,0.156,0.284,0.267,0.293,132,240,226,248,
Te Reo Maori,Level 3,Fewer,2023,42,356,0.022,299,0.024,1201,0.206,0.263,0.274,0.256,248,316,329,308,
Te Reo Maori,Level 3,Fewer,2024,38,409,0.024,322,0.024,1281,0.15,0.284,0.279,0.287,192,364,357,368,
