Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Hangarau,Level 1,More,2019,,,,,,0,,,,,,,,,Small Cohort
Hangarau,Level 1,More,2021,,,,,,0,,,,,,,,,Small Cohort
Hangarau,Level 1,More,2024,7,51,0.004,13,0.002,103,0.049,0.379,0.301,0.272,5,39,31,28,
Hangarau,Level 2,Moderate,2019,,,,,,4,,,,,,,,,Small Cohort
Hangarau,Level 2,Moderate,2020,,,,,,4,,,,,,,,,Small Cohort
Hangarau,Level 2,Moderate,2021,,,,,,0,,,,,,,,,Small Cohort
Hangarau,Level 2,Moderate,2022,1,5,0,0,0,5,0,0,1,0,0,0,5,0,Small Cohort
Hangarau,Level 2,Moderate,2023,,,,,,3,,,,,,,,,Small Cohort
Hangarau,Level 2,Moderate,2024,2,4,0,0,0,8,0,0,0,1,0,0,0,8,Small Cohort
Hangarau,Level 2,More,2019,1,8,0.001,8,0.001,32,0.281,0.25,0.188,0.281,9,8,6,9,
Hangarau,Level 2,More,2020,1,3,0,1,0,6,0,0.333,0.667,0,0,2,4,0,Small Cohort
Hangarau,Level 2,More,2021,2,7,0.001,5,0.001,24,0.333,0.125,0.083,0.458,8,3,2,11,Small Cohort
Hangarau,Level 2,More,2022,1,5,0,5,0.001,20,0,0.3,0.3,0.4,0,6,6,8,Small Cohort
Hangarau,Level 2,More,2024,3,14,0.001,3,0,33,0.061,0.212,0.303,0.424,2,7,10,14,
Hangarau,Level 3,Moderate,2023,1,3,0,3,0,9,0,0.778,0,0.222,0,7,0,2,Small Cohort
Hangarau,Level 3,Moderate,2024,1,3,0,3,0,9,0,0.333,0,0.667,0,3,0,6,Small Cohort
Hangarau,Level 3,More,2021,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 1,Moderate,2021,2,9,0,0,0,10,0,0.5,0.1,0.4,0,5,1,4,Small Cohort
Hauora,Level 1,Moderate,2023,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 1,Moderate,2024,2,12,0,0,0,12,0.083,0.25,0.5,0.167,1,3,6,2,Small Cohort
Hauora,Level 1,More,2019,10,72,0.005,1,0,77,0.182,0.532,0.221,0.065,14,41,17,5,
Hauora,Level 1,More,2020,6,78,0.005,0,0,113,0.088,0.283,0.221,0.407,10,32,25,46,
Hauora,Level 1,More,2021,4,30,0.002,0,0,41,0.317,0.293,0.22,0.171,13,12,9,7,
Hauora,Level 1,More,2022,8,87,0.005,0,0,127,0.102,0.488,0.268,0.142,13,62,34,18,
Hauora,Level 1,More,2023,6,79,0.004,10,0.001,127,0.087,0.732,0.118,0.063,11,93,15,8,
Hauora,Level 1,More,2024,8,47,0.003,0,0,73,0.027,0.603,0.247,0.123,2,44,18,9,
Hauora,Level 2,Moderate,2021,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Moderate,2022,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Moderate,2023,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 2,Moderate,2024,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 2,More,2019,8,23,0.002,0,0,29,0.276,0.31,0.414,0,8,9,12,0,Small Cohort
Hauora,Level 2,More,2020,4,18,0.002,0,0,46,0.043,0.239,0.13,0.587,2,11,6,27,
Hauora,Level 2,More,2021,5,18,0.002,0,0,22,0.045,0.545,0.045,0.364,1,12,1,8,Small Cohort
Hauora,Level 2,More,2022,8,38,0.004,0,0,52,0.173,0.288,0.308,0.231,9,15,16,12,
Hauora,Level 2,More,2023,5,32,0.003,14,0.002,48,0.167,0.625,0.083,0.125,8,30,4,6,
Hauora,Level 2,More,2024,8,48,0.003,3,0,92,0.163,0.446,0.283,0.109,15,41,26,10,
Hauora,Level 3,Fewer,2019,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Moderate,2021,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Moderate,2022,1,3,0,0,0,5,0,0,0.4,0.6,0,0,2,3,Small Cohort
Hauora,Level 3,Moderate,2023,1,5,0,0,0,5,0,0.4,0.2,0.4,0,2,1,2,Small Cohort
Hauora,Level 3,Moderate,2024,1,8,0,0,0,8,0.125,0.625,0.25,0,1,5,2,0,Small Cohort
Hauora,Level 3,More,2019,2,8,0.001,0,0,10,0.3,0.2,0.5,0,3,2,5,0,Small Cohort
Hauora,Level 3,More,2020,5,27,0.004,1,0,47,0,0.298,0.17,0.532,0,14,8,25,
Hauora,Level 3,More,2021,3,9,0.001,1,0,13,0.154,0.308,0.231,0.308,2,4,3,4,Small Cohort
Hauora,Level 3,More,2022,5,27,0.004,1,0,53,0.019,0.132,0.208,0.642,1,7,11,34,
Hauora,Level 3,More,2023,9,31,0.004,4,0.001,56,0.036,0.5,0.196,0.268,2,28,11,15,
Hauora,Level 3,More,2024,7,29,0.003,3,0.001,58,0.069,0.414,0.397,0.121,4,24,23,7,
Health,Level 1,Fewer,2019,27,1707,0.077,704,0.045,4494,0.146,0.34,0.299,0.215,656,1526,1344,968,
Health,Level 1,Fewer,2020,29,1699,0.066,662,0.044,4286,0.157,0.329,0.285,0.229,672,1410,1223,981,
Health,Level 1,Fewer,2021,31,1578,0.062,660,0.047,4242,0.131,0.336,0.309,0.223,557,1427,1310,948,
Health,Level 1,Fewer,2022,28,1756,0.07,769,0.055,4654,0.17,0.355,0.276,0.199,793,1650,1286,925,
Health,Level 1,Fewer,2023,26,1588,0.07,732,0.05,4253,0.142,0.343,0.309,0.206,605,1457,1313,878,
Health,Level 1,Moderate,2019,108,3709,0.086,1741,0.059,11661,0.216,0.404,0.24,0.14,2517,4706,2800,1638,
Health,Level 1,Moderate,2020,115,3912,0.08,1498,0.053,10767,0.234,0.385,0.235,0.146,2520,4149,2529,1569,
Health,Level 1,Moderate,2021,113,4096,0.087,1383,0.05,10763,0.189,0.394,0.259,0.158,2037,4237,2786,1703,
Health,Level 1,Moderate,2022,113,3979,0.083,1511,0.054,11621,0.227,0.386,0.24,0.147,2637,4482,2791,1711,
Health,Level 1,Moderate,2023,108,4166,0.087,1635,0.055,12312,0.228,0.374,0.245,0.153,2804,4607,3019,1882,
Health,Level 1,More,2019,66,1305,0.094,389,0.048,3242,0.31,0.419,0.178,0.093,1005,1360,577,300,
Health,Level 1,More,2020,62,1265,0.085,337,0.044,3063,0.284,0.414,0.19,0.112,869,1267,583,344,
Health,Level 1,More,2021,65,1476,0.096,340,0.045,3364,0.266,0.417,0.197,0.12,896,1404,662,402,
Health,Level 1,More,2022,60,1504,0.095,372,0.048,3347,0.315,0.411,0.187,0.087,1054,1375,627,291,
Health,Level 1,More,2023,63,1470,0.078,283,0.033,3203,0.309,0.418,0.182,0.091,989,1340,583,291,
Health,Level 2,Fewer,2019,25,883,0.044,650,0.042,2758,0.156,0.349,0.26,0.236,430,962,716,650,
Health,Level 2,Fewer,2020,28,1007,0.05,830,0.054,3227,0.162,0.341,0.278,0.218,524,1102,898,703,
Health,Level 2,Fewer,2021,32,1030,0.053,836,0.056,3324,0.153,0.338,0.253,0.255,510,1124,842,848,
Health,Level 2,Fewer,2022,30,947,0.051,807,0.056,3170,0.169,0.346,0.257,0.227,537,1098,815,720,
Health,Level 2,Fewer,2023,35,1257,0.064,1088,0.071,4347,0.171,0.372,0.246,0.21,745,1619,1068,915,
Health,Level 2,Fewer,2024,33,1267,0.061,1065,0.065,4300,0.146,0.36,0.266,0.228,627,1548,1145,980,
Health,Level 2,Moderate,2019,107,2480,0.069,1588,0.063,7243,0.245,0.378,0.221,0.156,1774,2741,1599,1129,
Health,Level 2,Moderate,2020,107,2729,0.076,1540,0.062,7200,0.238,0.382,0.213,0.167,1717,2747,1532,1204,
Health,Level 2,Moderate,2021,109,2663,0.076,1552,0.065,7201,0.248,0.367,0.228,0.157,1783,2642,1644,1132,
Health,Level 2,Moderate,2022,110,2491,0.073,1520,0.066,6803,0.285,0.379,0.196,0.141,1941,2575,1330,957,
Health,Level 2,Moderate,2023,115,2786,0.078,1770,0.071,7909,0.275,0.382,0.192,0.15,2177,3021,1522,1189,
Health,Level 2,Moderate,2024,112,2838,0.072,2129,0.078,8852,0.233,0.377,0.234,0.157,2059,3335,2070,1388,
Health,Level 2,More,2019,55,683,0.061,340,0.056,1691,0.357,0.363,0.166,0.114,603,614,281,193,
Health,Level 2,More,2020,55,661,0.061,338,0.061,1625,0.324,0.43,0.166,0.081,526,698,270,131,
Health,Level 2,More,2021,53,746,0.067,334,0.062,1732,0.321,0.398,0.17,0.111,556,689,294,193,
Health,Level 2,More,2022,61,841,0.079,370,0.07,1936,0.36,0.398,0.144,0.098,696,771,279,190,
Health,Level 2,More,2023,56,844,0.071,394,0.065,1972,0.353,0.39,0.157,0.099,696,770,310,196,
Health,Level 2,More,2024,61,866,0.06,371,0.056,1983,0.365,0.396,0.145,0.094,724,785,288,186,
Health,Level 3,Fewer,2019,28,828,0.049,721,0.055,2741,0.186,0.336,0.255,0.223,511,920,698,612,
Health,Level 3,Fewer,2020,30,972,0.057,880,0.066,3299,0.179,0.311,0.266,0.244,591,1025,877,806,
Health,Level 3,Fewer,2021,33,1083,0.063,924,0.069,3499,0.165,0.334,0.245,0.255,577,1170,859,893,
Health,Level 3,Fewer,2022,35,1103,0.066,962,0.075,3633,0.188,0.33,0.243,0.239,683,1198,882,870,
Health,Level 3,Fewer,2023,36,1090,0.067,975,0.077,3731,0.16,0.329,0.265,0.246,597,1229,988,917,
Health,Level 3,Fewer,2024,38,1415,0.082,1190,0.087,4612,0.153,0.365,0.254,0.228,705,1685,1172,1050,
Health,Level 3,Moderate,2019,99,1998,0.077,1573,0.082,6113,0.25,0.361,0.209,0.18,1527,2207,1278,1101,
Health,Level 3,Moderate,2020,106,2249,0.086,1610,0.087,6476,0.223,0.342,0.242,0.193,1444,2215,1564,1253,
Health,Level 3,Moderate,2021,112,2538,0.097,1767,0.093,7189,0.228,0.357,0.218,0.197,1636,2567,1569,1417,
Health,Level 3,Moderate,2022,106,2352,0.091,1710,0.096,6868,0.25,0.354,0.216,0.179,1717,2433,1486,1232,
Health,Level 3,Moderate,2023,114,2392,0.095,1835,0.101,7190,0.249,0.355,0.206,0.19,1787,2554,1481,1368,
Health,Level 3,Moderate,2024,106,2424,0.087,1951,0.097,7483,0.233,0.35,0.217,0.2,1743,2621,1625,1494,
Health,Level 3,More,2019,51,678,0.089,403,0.088,1742,0.357,0.35,0.172,0.121,622,609,300,211,
Health,Level 3,More,2020,55,595,0.08,307,0.072,1395,0.262,0.438,0.18,0.12,366,611,251,167,
Health,Level 3,More,2021,57,654,0.089,345,0.081,1585,0.297,0.425,0.168,0.11,470,674,267,174,
Health,Level 3,More,2022,54,670,0.091,346,0.088,1639,0.329,0.389,0.154,0.127,540,638,253,208,
Health,Level 3,More,2023,53,785,0.105,473,0.11,2035,0.333,0.384,0.159,0.124,678,781,324,252,
Health,Level 3,More,2024,61,784,0.091,476,0.095,2055,0.318,0.367,0.176,0.139,653,755,361,286,
Health Studies,Level 1,Fewer,2024,30,1337,0.102,578,0.079,2833,0.082,0.366,0.331,0.221,232,1037,939,625,
Health Studies,Level 1,Moderate,2024,143,5497,0.151,3100,0.119,13962,0.172,0.435,0.255,0.138,2406,6071,3563,1922,
Health Studies,Level 1,More,2024,61,1331,0.095,616,0.08,3153,0.28,0.476,0.176,0.068,883,1502,555,213,
History,Level 1,Fewer,2019,76,4208,0.189,3227,0.205,16901,0.064,0.248,0.333,0.356,1077,4184,5626,6014,
History,Level 1,Fewer,2020,73,4128,0.159,2860,0.19,15861,0.075,0.261,0.319,0.344,1197,4135,5065,5464,
History,Level 1,Fewer,2021,71,4091,0.16,2663,0.188,15261,0.049,0.217,0.336,0.398,741,3308,5132,6080,
History,Level 1,Fewer,2022,72,3851,0.153,2473,0.177,13785,0.085,0.259,0.317,0.34,1168,3565,4367,4685,
History,Level 1,Fewer,2023,70,3751,0.166,2577,0.175,13651,0.088,0.268,0.308,0.336,1208,3657,4199,4587,
History,Level 1,Fewer,2024,52,2401,0.183,1384,0.189,5853,0.1,0.319,0.321,0.26,586,1868,1879,1520,
History,Level 1,Moderate,2019,183,7095,0.164,4626,0.158,27104,0.146,0.357,0.277,0.221,3952,9663,7495,5994,
History,Level 1,Moderate,2020,184,6697,0.137,4171,0.147,24267,0.161,0.332,0.274,0.233,3915,8062,6645,5645,
History,Level 1,Moderate,2021,184,7072,0.15,4215,0.152,25286,0.124,0.327,0.296,0.253,3145,8264,7473,6404,
History,Level 1,Moderate,2022,181,6429,0.134,3637,0.13,22442,0.162,0.354,0.265,0.219,3637,7937,5954,4914,
History,Level 1,Moderate,2023,173,6477,0.135,3439,0.117,21929,0.171,0.363,0.261,0.205,3751,7958,5724,4496,
History,Level 1,Moderate,2024,170,6205,0.171,4263,0.163,17380,0.18,0.367,0.271,0.183,3122,6378,4705,3175,
History,Level 1,More,2019,94,2084,0.15,891,0.111,6103,0.233,0.426,0.213,0.129,1420,2597,1299,787,
History,Level 1,More,2020,95,1978,0.133,762,0.099,5511,0.254,0.396,0.214,0.135,1401,2185,1181,744,
History,Level 1,More,2021,91,1869,0.122,587,0.077,4954,0.208,0.394,0.236,0.162,1028,1954,1170,802,
History,Level 1,More,2022,94,1805,0.114,571,0.074,4745,0.299,0.396,0.185,0.121,1417,1877,876,575,
History,Level 1,More,2023,90,2081,0.11,479,0.056,4925,0.271,0.428,0.179,0.121,1335,2110,883,597,
History,Level 1,More,2024,84,1912,0.137,808,0.105,4368,0.325,0.4,0.184,0.092,1419,1747,802,400,
History,Level 2,Fewer,2019,74,3015,0.15,2243,0.146,10474,0.103,0.271,0.312,0.314,1078,2840,3265,3291,
History,Level 2,Fewer,2020,76,3117,0.154,2220,0.144,10395,0.094,0.275,0.295,0.336,979,2854,3071,3491,
History,Level 2,Fewer,2021,75,3174,0.164,2195,0.147,10565,0.075,0.264,0.294,0.367,791,2789,3110,3875,
History,Level 2,Fewer,2022,74,2868,0.155,2082,0.145,9892,0.104,0.28,0.298,0.318,1031,2766,2947,3148,
History,Level 2,Fewer,2023,76,2881,0.146,2103,0.138,9853,0.119,0.287,0.288,0.306,1169,2829,2839,3016,
History,Level 2,Fewer,2024,76,2879,0.139,2112,0.129,9830,0.107,0.293,0.297,0.304,1049,2876,2918,2987,
History,Level 2,Moderate,2019,178,4110,0.115,3181,0.127,14306,0.207,0.311,0.239,0.242,2968,4453,3424,3461,
History,Level 2,Moderate,2020,178,4294,0.12,3116,0.126,14336,0.189,0.314,0.245,0.253,2703,4499,3506,3628,
History,Level 2,Moderate,2021,179,4155,0.119,2951,0.124,13936,0.185,0.32,0.251,0.244,2585,4455,3500,3396,
History,Level 2,Moderate,2022,180,4278,0.126,3046,0.132,14191,0.197,0.323,0.249,0.232,2799,4577,3528,3287,
History,Level 2,Moderate,2023,186,4453,0.124,3343,0.134,15213,0.196,0.337,0.241,0.226,2988,5129,3664,3432,
History,Level 2,Moderate,2024,177,4410,0.112,3380,0.124,15008,0.188,0.338,0.254,0.221,2815,5072,3806,3315,
History,Level 2,More,2019,93,1383,0.123,760,0.126,3737,0.321,0.358,0.178,0.142,1201,1339,667,530,
History,Level 2,More,2020,93,1413,0.131,744,0.134,3744,0.289,0.384,0.186,0.142,1081,1436,695,532,
History,Level 2,More,2021,88,1245,0.112,624,0.116,3154,0.266,0.361,0.204,0.169,839,1140,643,532,
History,Level 2,More,2022,93,1281,0.12,663,0.125,3287,0.323,0.349,0.179,0.148,1062,1147,590,488,
History,Level 2,More,2023,87,1515,0.127,744,0.123,3793,0.328,0.374,0.169,0.129,1246,1418,640,489,
History,Level 2,More,2024,88,1600,0.11,746,0.112,3921,0.357,0.376,0.153,0.115,1399,1473,599,450,
History,Level 3,Fewer,2019,74,2663,0.157,2345,0.181,9262,0.117,0.262,0.292,0.329,1085,2426,2702,3049,
History,Level 3,Fewer,2020,72,2944,0.173,2493,0.188,9791,0.114,0.255,0.293,0.338,1117,2497,2867,3310,
History,Level 3,Fewer,2021,73,3016,0.176,2507,0.188,10015,0.077,0.236,0.309,0.378,769,2367,3098,3781,
History,Level 3,Fewer,2022,73,2860,0.171,2371,0.184,9532,0.111,0.258,0.298,0.334,1054,2461,2836,3181,
History,Level 3,Fewer,2023,71,2805,0.174,2457,0.194,9656,0.103,0.262,0.301,0.334,990,2533,2904,3229,
History,Level 3,Fewer,2024,73,2713,0.158,2401,0.176,9410,0.102,0.268,0.307,0.322,964,2526,2890,3030,
History,Level 3,Moderate,2019,175,3773,0.145,3213,0.168,13004,0.182,0.309,0.261,0.248,2364,4018,3393,3229,
History,Level 3,Moderate,2020,173,3476,0.134,2865,0.155,11580,0.182,0.287,0.255,0.277,2102,3320,2955,3203,
History,Level 3,Moderate,2021,178,3692,0.14,2936,0.155,12138,0.148,0.3,0.273,0.278,1798,3644,3316,3380,
History,Level 3,Moderate,2022,176,3444,0.133,2777,0.155,11397,0.184,0.323,0.254,0.239,2102,3681,2891,2723,
History,Level 3,Moderate,2023,177,3500,0.139,2950,0.163,11984,0.158,0.32,0.277,0.244,1896,3840,3318,2930,
History,Level 3,Moderate,2024,183,3845,0.138,3282,0.163,13137,0.168,0.319,0.262,0.251,2202,4192,3446,3297,
History,Level 3,More,2019,93,1063,0.139,766,0.168,3287,0.283,0.382,0.211,0.124,929,1255,694,409,
History,Level 3,More,2020,88,1024,0.138,671,0.158,2874,0.245,0.373,0.21,0.172,703,1073,604,494,
History,Level 3,More,2021,88,1095,0.148,694,0.163,3052,0.237,0.369,0.226,0.168,722,1127,691,512,
History,Level 3,More,2022,83,931,0.127,568,0.144,2509,0.281,0.359,0.198,0.162,704,901,498,406,
History,Level 3,More,2023,82,1070,0.143,697,0.162,2978,0.287,0.364,0.194,0.155,854,1085,577,462,
History,Level 3,More,2024,83,1299,0.152,908,0.181,3742,0.327,0.348,0.183,0.142,1225,1303,684,530,
Home Economics,Level 1,Fewer,2019,29,740,0.033,423,0.027,1888,0.119,0.378,0.289,0.215,224,713,545,406,
Home Economics,Level 1,Fewer,2020,30,842,0.032,417,0.028,1964,0.119,0.329,0.309,0.243,233,647,607,477,
Home Economics,Level 1,Fewer,2021,27,836,0.033,414,0.029,2035,0.086,0.404,0.281,0.23,174,822,571,468,
Home Economics,Level 1,Fewer,2022,30,927,0.037,395,0.028,2125,0.164,0.393,0.253,0.19,348,836,538,403,
Home Economics,Level 1,Fewer,2023,28,894,0.04,468,0.032,2230,0.152,0.4,0.277,0.171,339,893,617,381,
Home Economics,Level 1,Moderate,2019,117,3132,0.072,1758,0.06,8280,0.183,0.452,0.233,0.132,1515,3746,1928,1091,
Home Economics,Level 1,Moderate,2020,113,2904,0.06,1684,0.059,7557,0.198,0.448,0.218,0.136,1495,3388,1648,1026,
Home Economics,Level 1,Moderate,2021,117,3075,0.065,1554,0.056,7527,0.187,0.433,0.227,0.152,1407,3262,1712,1146,
Home Economics,Level 1,Moderate,2022,113,2949,0.062,1658,0.059,7645,0.168,0.47,0.236,0.126,1285,3592,1805,963,
Home Economics,Level 1,Moderate,2023,100,2926,0.061,1580,0.054,7444,0.202,0.454,0.217,0.127,1503,3380,1617,944,
Home Economics,Level 1,More,2019,40,723,0.052,194,0.024,1383,0.339,0.435,0.151,0.074,469,602,209,103,
Home Economics,Level 1,More,2020,39,585,0.039,132,0.017,1064,0.269,0.489,0.161,0.082,286,520,171,87,
Home Economics,Level 1,More,2021,34,665,0.043,193,0.025,1237,0.338,0.464,0.137,0.061,418,574,170,75,
Home Economics,Level 1,More,2022,34,530,0.033,153,0.02,995,0.26,0.512,0.157,0.071,259,509,156,71,
Home Economics,Level 1,More,2023,31,560,0.03,148,0.017,1008,0.254,0.561,0.137,0.049,256,565,138,49,
Home Economics,Level 2,Fewer,2019,25,456,0.023,196,0.013,1049,0.218,0.347,0.227,0.208,229,364,238,218,
Home Economics,Level 2,Fewer,2020,24,450,0.022,207,0.013,1125,0.215,0.336,0.238,0.211,242,378,268,237,
Home Economics,Level 2,Fewer,2021,23,456,0.024,189,0.013,1061,0.207,0.355,0.226,0.211,220,377,240,224,
Home Economics,Level 2,Fewer,2022,27,495,0.027,191,0.013,1141,0.256,0.337,0.232,0.175,292,384,265,200,
Home Economics,Level 2,Fewer,2023,24,477,0.024,215,0.014,1165,0.206,0.376,0.225,0.193,240,438,262,225,
Home Economics,Level 2,Fewer,2024,23,608,0.029,262,0.016,1317,0.231,0.38,0.229,0.159,304,501,302,210,
Home Economics,Level 2,Moderate,2019,94,1385,0.039,634,0.025,3269,0.305,0.363,0.211,0.121,996,1187,690,396,
Home Economics,Level 2,Moderate,2020,92,1406,0.039,565,0.023,3130,0.274,0.378,0.207,0.141,858,1183,649,440,
Home Economics,Level 2,Moderate,2021,92,1412,0.04,614,0.026,3145,0.251,0.366,0.229,0.154,790,1152,720,483,
Home Economics,Level 2,Moderate,2022,87,1286,0.038,557,0.024,2912,0.28,0.356,0.204,0.161,814,1036,594,468,
Home Economics,Level 2,Moderate,2023,83,1295,0.036,619,0.025,3115,0.273,0.394,0.202,0.13,851,1228,630,406,
Home Economics,Level 2,Moderate,2024,71,1378,0.035,716,0.026,3411,0.243,0.386,0.223,0.148,830,1316,761,504,
Home Economics,Level 2,More,2019,21,189,0.017,54,0.009,362,0.26,0.384,0.235,0.122,94,139,85,44,
Home Economics,Level 2,More,2020,13,162,0.015,46,0.008,307,0.375,0.44,0.104,0.081,115,135,32,25,
Home Economics,Level 2,More,2021,18,158,0.014,36,0.007,285,0.326,0.439,0.147,0.088,93,125,42,25,
Home Economics,Level 2,More,2022,11,87,0.008,26,0.005,165,0.2,0.473,0.176,0.152,33,78,29,25,
Home Economics,Level 2,More,2023,14,127,0.011,49,0.008,280,0.407,0.439,0.1,0.054,114,123,28,15,
Home Economics,Level 2,More,2024,14,213,0.015,68,0.01,408,0.422,0.353,0.125,0.1,172,144,51,41,
Home Economics,Level 3,Fewer,2019,21,325,0.019,253,0.019,1022,0.169,0.331,0.255,0.245,173,338,261,250,
Home Economics,Level 3,Fewer,2020,19,307,0.018,206,0.016,886,0.172,0.3,0.24,0.288,152,266,213,255,
Home Economics,Level 3,Fewer,2021,23,355,0.021,225,0.017,965,0.175,0.362,0.236,0.227,169,349,228,219,
Home Economics,Level 3,Fewer,2022,22,326,0.019,237,0.018,979,0.186,0.355,0.232,0.227,182,348,227,222,
Home Economics,Level 3,Fewer,2023,22,335,0.021,231,0.018,972,0.181,0.384,0.241,0.194,176,373,234,189,
Home Economics,Level 3,Fewer,2024,22,293,0.017,242,0.018,932,0.13,0.371,0.266,0.233,121,346,248,217,
Home Economics,Level 3,Moderate,2019,85,1094,0.042,729,0.038,3140,0.242,0.367,0.211,0.18,759,1153,662,566,
Home Economics,Level 3,Moderate,2020,80,1040,0.04,643,0.035,2752,0.229,0.368,0.215,0.187,631,1014,592,515,
Home Economics,Level 3,Moderate,2021,83,1070,0.041,635,0.034,2774,0.222,0.39,0.213,0.174,616,1082,592,484,
Home Economics,Level 3,Moderate,2022,81,921,0.035,560,0.031,2473,0.215,0.385,0.235,0.166,531,951,581,410,
Home Economics,Level 3,Moderate,2023,82,879,0.035,570,0.031,2428,0.207,0.362,0.232,0.198,503,880,564,481,
Home Economics,Level 3,Moderate,2024,73,908,0.033,610,0.03,2550,0.18,0.378,0.247,0.195,458,965,630,497,
Home Economics,Level 3,More,2019,26,159,0.021,80,0.018,368,0.272,0.44,0.201,0.087,100,162,74,32,
Home Economics,Level 3,More,2020,17,105,0.014,42,0.01,234,0.184,0.462,0.188,0.167,43,108,44,39,
Home Economics,Level 3,More,2021,16,114,0.015,42,0.01,243,0.325,0.416,0.144,0.115,79,101,35,28,
Home Economics,Level 3,More,2022,10,98,0.013,34,0.009,202,0.332,0.396,0.198,0.074,67,80,40,15,
Home Economics,Level 3,More,2023,10,101,0.014,42,0.01,211,0.36,0.341,0.161,0.137,76,72,34,29,
Home Economics,Level 3,More,2024,13,125,0.015,54,0.011,275,0.418,0.324,0.138,0.12,115,89,38,33,
Indonesian,Level 1,More,2023,,,,,,3,,,,,,,,,Small Cohort
Japanese,Level 1,Fewer,2019,33,559,0.025,432,0.027,2005,0.076,0.219,0.326,0.379,153,440,653,759,
Japanese,Level 1,Fewer,2020,32,564,0.022,401,0.027,1882,0.085,0.218,0.32,0.377,160,410,603,709,
Japanese,Level 1,Fewer,2021,31,478,0.019,401,0.028,1788,0.053,0.217,0.289,0.441,95,388,517,788,
Japanese,Level 1,Fewer,2022,26,482,0.019,377,0.027,1708,0.084,0.246,0.283,0.386,144,420,484,660,
Japanese,Level 1,Fewer,2023,31,525,0.023,405,0.028,1897,0.101,0.255,0.313,0.332,191,484,593,629,
Japanese,Level 1,Fewer,2024,28,429,0.033,201,0.027,973,0.147,0.297,0.257,0.299,143,289,250,291,
Japanese,Level 1,Moderate,2019,72,852,0.02,652,0.022,3033,0.131,0.289,0.279,0.302,396,876,845,916,
Japanese,Level 1,Moderate,2020,77,977,0.02,693,0.024,3268,0.143,0.307,0.256,0.294,467,1004,837,960,
Japanese,Level 1,Moderate,2021,74,872,0.019,612,0.022,2959,0.141,0.31,0.25,0.299,418,916,740,885,
Japanese,Level 1,Moderate,2022,66,839,0.018,566,0.02,2644,0.169,0.315,0.245,0.27,448,834,648,714,
Japanese,Level 1,Moderate,2023,70,1002,0.021,767,0.026,3336,0.152,0.302,0.266,0.28,508,1007,888,933,
Japanese,Level 1,Moderate,2024,69,1002,0.028,651,0.025,2848,0.223,0.317,0.243,0.217,635,904,692,617,
Japanese,Level 1,More,2019,20,189,0.014,103,0.013,529,0.24,0.365,0.233,0.163,127,193,123,86,
Japanese,Level 1,More,2020,15,197,0.013,114,0.015,544,0.18,0.301,0.248,0.27,98,164,135,147,
Japanese,Level 1,More,2021,16,123,0.008,48,0.006,309,0.152,0.35,0.298,0.201,47,108,92,62,
Japanese,Level 1,More,2022,14,119,0.007,63,0.008,337,0.22,0.353,0.223,0.205,74,119,75,69,
Japanese,Level 1,More,2023,12,106,0.006,65,0.008,324,0.145,0.361,0.259,0.235,47,117,84,76,
Japanese,Level 1,More,2024,10,95,0.007,48,0.006,241,0.237,0.415,0.224,0.124,57,100,54,30,
Japanese,Level 2,Fewer,2019,37,348,0.017,300,0.019,1352,0.089,0.26,0.284,0.368,120,351,384,497,
Japanese,Level 2,Fewer,2020,36,379,0.019,292,0.019,1347,0.081,0.213,0.292,0.414,109,287,393,558,
Japanese,Level 2,Fewer,2021,33,337,0.017,295,0.02,1261,0.086,0.209,0.291,0.413,109,264,367,521,
Japanese,Level 2,Fewer,2022,35,331,0.018,266,0.018,1210,0.107,0.229,0.284,0.38,129,277,344,460,
