"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"German","Hawke's Bay","2018","","","","","","","","1","Small Cohort"
"German","Hawke's Bay","2019","","","","","","","","1","Small Cohort"
"German","Hawke's Bay","2020","","","","","","","","1","Small Cohort"
"German","Hawke's Bay","2024","","","","","","","","2","Small Cohort"
"German","Manawatu-Whanganui","2015","","","","","","","","3","Small Cohort"
"German","Manawatu-Whanganui","2017","0","0","1","0","0","4","4","5","Small Cohort"
"German","Manawatu-Whanganui","2018","","","","","","","","2","Small Cohort"
"German","Manawatu-Whanganui","2020","","","","","","","","1","Small Cohort"
"German","Manawatu-Whanganui","2021","","","","","","","","3","Small Cohort"
"German","Manawatu-Whanganui","2022","","","","","","","","1","Small Cohort"
"German","Nelson","2015","","","","","","","","2","Small Cohort"
"German","Nelson","2016","","","","","","","","2","Small Cohort"
"German","Nelson","2019","","","","","","","","1","Small Cohort"
"German","Nelson","2021","","","","","","","","1","Small Cohort"
"German","Nelson","2023","","","","","","","","1","Small Cohort"
"German","Nelson","2024","","","","","","","","2","Small Cohort"
"German","Northland","2015","","","","","","","","2","Small Cohort"
"German","Northland","2016","","","","","","","","1","Small Cohort"
"German","Northland","2017","","","","","","","","1","Small Cohort"
"German","Northland","2018","","","","","","","","3","Small Cohort"
"German","Northland","2023","","","","","","","","3","Small Cohort"
"German","Northland","2024","","","","","","","","1","Small Cohort"
"German","Otago","2015","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"German","Otago","2016","0","0","1","0","0","6","6","7","Small Cohort"
"German","Otago","2017","0","0.5","0.5","0","4","4","8","8","Small Cohort"
"German","Otago","2018","","","","","","","","4","Small Cohort"
"German","Otago","2019","","","","","","","","2","Small Cohort"
"German","Otago","2020","","","","","","","","3","Small Cohort"
"German","Otago","2021","","","","","","","","2","Small Cohort"
"German","Otago","2022","","","","","","","","4","Small Cohort"
"German","Otago","2023","0","0.4","0.6","0","2","3","5","5","Small Cohort"
"German","Otago","2024","0","0.167","0.833","0","1","5","6","8","Small Cohort"
"German","Other","2015","","","","","","","","1","Small Cohort"
"German","Other","2019","","","","","","","","1","Small Cohort"
"German","Other","2022","","","","","","","","1","Small Cohort"
"German","Other","2023","","","","","","","","2","Small Cohort"
"German","Other","2024","","","","","","","","2","Small Cohort"
"German","Southland","2020","","","","","","","","1","Small Cohort"
"German","Taranaki","2018","","","","","","","","1","Small Cohort"
"German","Taranaki","2019","","","","","","","","1","Small Cohort"
"German","Taranaki","2020","","","","","","","","1","Small Cohort"
"German","Taranaki","2024","","","","","","","","2","Small Cohort"
"German","Tasman","2018","","","","","","","","2","Small Cohort"
"German","Waikato","2015","","","","","","","","4","Small Cohort"
"German","Waikato","2016","","","","","","","","3","Small Cohort"
"German","Waikato","2017","","","","","","","","3","Small Cohort"
"German","Waikato","2018","","","","","","","","1","Small Cohort"
"German","Waikato","2019","","","","","","","","2","Small Cohort"
"German","Waikato","2020","","","","","","","","1","Small Cohort"
"German","Waikato","2021","0.333","0","0.667","1","0","2","3","6","Small Cohort"
"German","Waikato","2022","","","","","","","","2","Small Cohort"
"German","Waikato","2023","","","","","","","","2","Small Cohort"
"German","Wellington","2015","0.083","0.25","0.667","1","3","8","12","14","Small Cohort"
"German","Wellington","2016","0","0.214","0.786","0","3","11","14","16","Small Cohort"
"German","Wellington","2017","0","0.167","0.833","0","2","10","12","16","Small Cohort"
"German","Wellington","2018","0","0.222","0.778","0","2","7","9","13","Small Cohort"
"German","Wellington","2019","0","0","1","0","0","2","2","7","Small Cohort"
"German","Wellington","2020","0.25","0","0.75","1","0","3","4","6","Small Cohort"
"German","Wellington","2021","0","0","1","0","0","3","3","8","Small Cohort"
"German","Wellington","2022","0","0.143","0.857","0","1","6","7","9","Small Cohort"
"German","Wellington","2023","0","0.333","0.667","0","1","2","3","7","Small Cohort"
"German","Wellington","2024","0","0.25","0.75","0","1","3","4","8","Small Cohort"
"Health and Physical Education","Auckland","2018","0.073","0.404","0.523","14","78","101","193","308",""
"Health and Physical Education","Auckland","2019","0.051","0.365","0.584","10","72","115","197","386",""
"Health and Physical Education","Auckland","2020","0.034","0.374","0.592","6","65","103","174","444",""
"Health and Physical Education","Auckland","2021","0.065","0.378","0.557","12","70","103","185","459",""
"Health and Physical Education","Auckland","2022","0.062","0.309","0.63","10","50","102","162","403",""
"Health and Physical Education","Auckland","2023","0.067","0.38","0.552","11","62","90","163","441",""
"Health and Physical Education","Auckland","2024","0.053","0.321","0.626","14","84","164","262","583",""
"Health and Physical Education","Bay of Plenty","2018","0","0.421","0.579","0","8","11","19","49",""
"Health and Physical Education","Bay of Plenty","2019","0","0.318","0.682","0","7","15","22","53",""
"Health and Physical Education","Bay of Plenty","2020","0","0.5","0.5","0","5","5","10","49",""
"Health and Physical Education","Bay of Plenty","2021","0","0.467","0.533","0","7","8","15","40",""
"Health and Physical Education","Bay of Plenty","2022","0","0.182","0.818","0","2","9","11","38",""
"Health and Physical Education","Bay of Plenty","2023","0","0.353","0.647","0","6","11","17","30",""
"Health and Physical Education","Bay of Plenty","2024","0","0.429","0.571","0","3","4","7","20","Small Cohort"
"Health and Physical Education","Canterbury","2018","0","0.2","0.8","0","6","24","30","54",""
"Health and Physical Education","Canterbury","2019","0","0.107","0.893","0","3","25","28","58",""
"Health and Physical Education","Canterbury","2020","0.069","0.414","0.517","2","12","15","29","77",""
"Health and Physical Education","Canterbury","2021","0","0.273","0.727","0","9","24","33","72",""
"Health and Physical Education","Canterbury","2022","0.034","0.379","0.586","1","11","17","29","85",""
"Health and Physical Education","Canterbury","2023","0.043","0.13","0.826","1","3","19","23","49",""
"Health and Physical Education","Canterbury","2024","0","0.143","0.857","0","2","12","14","32",""
"Health and Physical Education","Hawke's Bay","2018","0","0.048","0.952","0","1","20","21","37",""
"Health and Physical Education","Hawke's Bay","2019","0","0.318","0.682","0","7","15","22","38",""
"Health and Physical Education","Hawke's Bay","2020","0","0.444","0.556","0","8","10","18","26","Small Cohort"
"Health and Physical Education","Hawke's Bay","2021","0","0.346","0.654","0","9","17","26","43",""
"Health and Physical Education","Hawke's Bay","2022","0","0.364","0.636","0","4","7","11","22","Small Cohort"
"Health and Physical Education","Hawke's Bay","2023","0","0.333","0.667","0","2","4","6","29","Small Cohort"
"Health and Physical Education","Hawke's Bay","2024","0","0.286","0.714","0","2","5","7","13","Small Cohort"
"Health and Physical Education","Manawatu-Whanganui","2018","0","0.115","0.885","0","3","23","26","40",""
"Health and Physical Education","Manawatu-Whanganui","2019","0","0.2","0.8","0","3","12","15","32",""
"Health and Physical Education","Manawatu-Whanganui","2020","0","0.333","0.667","0","1","2","3","16","Small Cohort"
"Health and Physical Education","Manawatu-Whanganui","2021","0","0.4","0.6","0","4","6","10","38",""
"Health and Physical Education","Manawatu-Whanganui","2022","0","0","1","0","0","8","8","33",""
"Health and Physical Education","Manawatu-Whanganui","2023","0","0.333","0.667","0","3","6","9","29","Small Cohort"
"Health and Physical Education","Manawatu-Whanganui","2024","0","0","1","0","0","4","4","13","Small Cohort"
"Health and Physical Education","Marlborough","2018","","","","","","","","1","Small Cohort"
"Health and Physical Education","Marlborough","2019","0","0.5","0.5","0","1","1","2","6","Small Cohort"
"Health and Physical Education","Marlborough","2020","0","0","1","0","0","1","1","7","Small Cohort"
"Health and Physical Education","Marlborough","2021","","","","","","","","3","Small Cohort"
"Health and Physical Education","Marlborough","2022","","","","","","","","1","Small Cohort"
"Health and Physical Education","Nelson","2018","","","","","","","","2","Small Cohort"
"Health and Physical Education","Nelson","2019","0","0","1","0","0","2","2","9","Small Cohort"
"Health and Physical Education","Nelson","2020","","","","","","","","2","Small Cohort"
"Health and Physical Education","Nelson","2021","","","","","","","","3","Small Cohort"
"Health and Physical Education","Nelson","2022","","","","","","","","2","Small Cohort"
"Health and Physical Education","Nelson","2023","","","","","","","","1","Small Cohort"
"Health and Physical Education","Nelson","2024","","","","","","","","2","Small Cohort"
"Health and Physical Education","Northland","2018","","","","","","","","1","Small Cohort"
"Health and Physical Education","Northland","2019","0","0.4","0.6","0","2","3","5","10","Small Cohort"
"Health and Physical Education","Northland","2021","","","","","","","","2","Small Cohort"
"Health and Physical Education","Northland","2023","","","","","","","","1","Small Cohort"
"Health and Physical Education","Otago","2018","0","0.182","0.818","0","2","9","11","20","Small Cohort"
"Health and Physical Education","Otago","2019","0","0.25","0.75","0","2","6","8","14","Small Cohort"
"Health and Physical Education","Otago","2020","0","0.375","0.625","0","3","5","8","28","Small Cohort"
"Health and Physical Education","Otago","2021","0","0.25","0.75","0","1","3","4","23","Small Cohort"
"Health and Physical Education","Otago","2022","0.25","0.375","0.375","2","3","3","8","25","Small Cohort"
"Health and Physical Education","Otago","2023","0.111","0.111","0.778","1","1","7","9","21","Small Cohort"
"Health and Physical Education","Otago","2024","0","0.4","0.6","0","2","3","5","38",""
"Health and Physical Education","Other","2018","","","","","","","","2","Small Cohort"
"Health and Physical Education","Other","2019","","","","","","","","3","Small Cohort"
"Health and Physical Education","Other","2020","","","","","","","","2","Small Cohort"
"Health and Physical Education","Other","2021","","","","","","","","2","Small Cohort"
"Health and Physical Education","Other","2022","","","","","","","","2","Small Cohort"
"Health and Physical Education","Other","2023","","","","","","","","4","Small Cohort"
"Health and Physical Education","Other","2024","","","","","","","","3","Small Cohort"
"Health and Physical Education","Southland","2018","0.1","0.3","0.6","1","3","6","10","15","Small Cohort"
"Health and Physical Education","Southland","2019","0","0.25","0.75","0","2","6","8","10","Small Cohort"
"Health and Physical Education","Southland","2020","0","0.5","0.5","0","2","2","4","8","Small Cohort"
"Health and Physical Education","Southland","2021","0","0","0","0","0","0","0","8","Small Cohort"
"Health and Physical Education","Southland","2022","","","","","","","","2","Small Cohort"
"Health and Physical Education","Southland","2023","0","0","1","0","0","4","4","6","Small Cohort"
"Health and Physical Education","Southland","2024","","","","","","","","4","Small Cohort"
"Health and Physical Education","Taranaki","2018","","","","","","","","3","Small Cohort"
"Health and Physical Education","Taranaki","2019","","","","","","","","4","Small Cohort"
"Health and Physical Education","Taranaki","2020","0","0.188","0.813","0","3","13","16","24","Small Cohort"
"Health and Physical Education","Taranaki","2021","0","0.333","0.667","0","1","2","3","23","Small Cohort"
"Health and Physical Education","Taranaki","2022","0","0.125","0.875","0","1","7","8","27","Small Cohort"
"Health and Physical Education","Taranaki","2023","1","0","0","1","0","0","1","14","Small Cohort"
"Health and Physical Education","Taranaki","2024","0","0","1","0","0","4","4","24","Small Cohort"
"Health and Physical Education","Tasman","2018","0","0.167","0.833","0","1","5","6","6","Small Cohort"
"Health and Physical Education","Tasman","2019","0","0.154","0.846","0","2","11","13","16","Small Cohort"
"Health and Physical Education","Tasman","2020","0","0","1","0","0","1","1","12","Small Cohort"
"Health and Physical Education","Tasman","2021","0","0","1","0","0","4","4","10","Small Cohort"
"Health and Physical Education","Tasman","2022","0","0","1","0","0","2","2","5","Small Cohort"
"Health and Physical Education","Waikato","2018","0","0.32","0.68","0","8","17","25","57",""
"Health and Physical Education","Waikato","2019","0","0.433","0.567","0","13","17","30","60",""
"Health and Physical Education","Waikato","2020","0","0.19","0.81","0","4","17","21","71",""
"Health and Physical Education","Waikato","2021","0","0.333","0.667","0","4","8","12","35",""
"Health and Physical Education","Waikato","2022","0","0.333","0.667","0","3","6","9","46",""
"Health and Physical Education","Waikato","2023","0","0.143","0.857","0","1","6","7","26","Small Cohort"
"Health and Physical Education","Waikato","2024","0","0.313","0.688","0","5","11","16","49",""
"Health and Physical Education","Wellington","2018","0.038","0.5","0.462","2","26","24","52","93",""
"Health and Physical Education","Wellington","2019","0.058","0.538","0.404","3","28","21","52","104",""
"Health and Physical Education","Wellington","2020","0.143","0.429","0.429","4","12","12","28","81",""
"Health and Physical Education","Wellington","2021","0.08","0.32","0.6","2","8","15","25","58",""
"Health and Physical Education","Wellington","2022","0.083","0.417","0.5","1","5","6","12","37",""
"Health and Physical Education","Wellington","2023","0.063","0.438","0.5","1","7","8","16","37",""
"Health and Physical Education","Wellington","2024","0","0.333","0.667","0","5","10","15","43",""
