"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"English","Manawatu-Whanganui","2023","0","0.079","0.921","0","3","35","38","62",""
"English","Manawatu-Whanganui","2024","0.03","0.242","0.727","1","8","24","33","55",""
"English","Marlborough","2015","0.125","0.125","0.75","1","1","6","8","9","Small Cohort"
"English","Marlborough","2016","0","0.333","0.667","0","1","2","3","6","Small Cohort"
"English","Marlborough","2017","","","","","","","","4","Small Cohort"
"English","Marlborough","2018","0","0.6","0.4","0","3","2","5","5","Small Cohort"
"English","Marlborough","2019","0.4","0","0.6","2","0","3","5","6","Small Cohort"
"English","Marlborough","2020","0","0.25","0.75","0","2","6","8","10","Small Cohort"
"English","Marlborough","2023","","","","","","","","1","Small Cohort"
"English","Marlborough","2024","","","","","","","","4","Small Cohort"
"English","Nelson","2015","0.03","0.273","0.697","1","9","23","33","39",""
"English","Nelson","2016","0.063","0.313","0.625","1","5","10","16","21","Small Cohort"
"English","Nelson","2017","0","0.238","0.762","0","5","16","21","29","Small Cohort"
"English","Nelson","2018","0","0.217","0.783","0","5","18","23","27","Small Cohort"
"English","Nelson","2019","0.059","0.529","0.412","1","9","7","17","21","Small Cohort"
"English","Nelson","2020","0.043","0.304","0.652","1","7","15","23","37",""
"English","Nelson","2021","0","0.222","0.778","0","4","14","18","32",""
"English","Nelson","2022","0","0.222","0.778","0","2","7","9","18","Small Cohort"
"English","Nelson","2023","0","0.3","0.7","0","3","7","10","22","Small Cohort"
"English","Nelson","2024","0","0.571","0.429","0","4","3","7","13","Small Cohort"
"English","Northland","2015","0","0.211","0.789","0","4","15","19","26","Small Cohort"
"English","Northland","2016","0.048","0.476","0.476","1","10","10","21","26","Small Cohort"
"English","Northland","2017","0","0.143","0.857","0","3","18","21","33",""
"English","Northland","2018","0","0.143","0.857","0","2","12","14","22","Small Cohort"
"English","Northland","2019","0","0.375","0.625","0","3","5","8","11","Small Cohort"
"English","Northland","2020","0.2","0.2","0.6","1","1","3","5","8","Small Cohort"
"English","Northland","2021","0","0.4","0.6","0","2","3","5","25","Small Cohort"
"English","Northland","2022","0","0","1","0","0","6","6","16","Small Cohort"
"English","Northland","2023","0","0.091","0.909","0","1","10","11","19","Small Cohort"
"English","Northland","2024","0","0.5","0.5","0","2","2","4","14","Small Cohort"
"English","Otago","2015","0.025","0.253","0.722","2","20","57","79","98",""
"English","Otago","2016","0.014","0.268","0.718","1","19","51","71","91",""
"English","Otago","2017","0.015","0.154","0.831","1","10","54","65","82",""
"English","Otago","2018","0.034","0.259","0.707","2","15","41","58","72",""
"English","Otago","2019","0.029","0.329","0.643","2","23","45","70","103",""
"English","Otago","2020","0.037","0.256","0.707","3","21","58","82","124",""
"English","Otago","2021","0","0.351","0.649","0","26","48","74","115",""
"English","Otago","2022","0.024","0.268","0.707","2","22","58","82","120",""
"English","Otago","2023","0.03","0.299","0.672","2","20","45","67","130",""
"English","Otago","2024","0.061","0.39","0.549","5","32","45","82","156",""
"English","Other","2015","0","0","1","0","0","4","4","5","Small Cohort"
"English","Other","2016","0","0","1","0","0","6","6","6","Small Cohort"
"English","Other","2017","0","0.2","0.8","0","1","4","5","9","Small Cohort"
"English","Other","2018","","","","","","","","3","Small Cohort"
"English","Other","2019","0","0.333","0.667","0","1","2","3","7","Small Cohort"
"English","Other","2020","0","0","1","0","0","3","3","5","Small Cohort"
"English","Other","2021","0","0.375","0.625","0","3","5","8","12","Small Cohort"
"English","Other","2022","0","0.111","0.889","0","1","8","9","13","Small Cohort"
"English","Other","2023","0.063","0.25","0.688","1","4","11","16","24","Small Cohort"
"English","Other","2024","0","0.3","0.7","0","3","7","10","18","Small Cohort"
"English","Southland","2015","0","0.44","0.56","0","11","14","25","33",""
"English","Southland","2016","0","0.2","0.8","0","4","16","20","27","Small Cohort"
"English","Southland","2017","0","0.294","0.706","0","5","12","17","23","Small Cohort"
"English","Southland","2018","0","0.192","0.808","0","5","21","26","32",""
"English","Southland","2019","0","0.152","0.848","0","5","28","33","37",""
"English","Southland","2020","0","0.4","0.6","0","6","9","15","23","Small Cohort"
"English","Southland","2021","0","0.231","0.769","0","3","10","13","21","Small Cohort"
"English","Southland","2022","0","0.25","0.75","0","2","6","8","24","Small Cohort"
"English","Southland","2023","0","0.25","0.75","0","2","6","8","17","Small Cohort"
"English","Southland","2024","0.077","0.154","0.769","1","2","10","13","18","Small Cohort"
"English","Taranaki","2015","0","0.2","0.8","0","8","32","40","47",""
"English","Taranaki","2016","0","0.2","0.8","0","4","16","20","25","Small Cohort"
"English","Taranaki","2017","0.118","0.176","0.706","2","3","12","17","26","Small Cohort"
"English","Taranaki","2018","0","0.267","0.733","0","4","11","15","17","Small Cohort"
"English","Taranaki","2019","0","0.4","0.6","0","6","9","15","23","Small Cohort"
"English","Taranaki","2020","0","0.412","0.588","0","7","10","17","23","Small Cohort"
"English","Taranaki","2021","0","0.556","0.444","0","5","4","9","24","Small Cohort"
"English","Taranaki","2022","0.083","0.25","0.667","1","3","8","12","17","Small Cohort"
"English","Taranaki","2023","0.125","0.375","0.5","1","3","4","8","18","Small Cohort"
"English","Taranaki","2024","0.1","0.35","0.55","2","7","11","20","35",""
"English","Tasman","2015","0","0.304","0.696","0","7","16","23","25","Small Cohort"
"English","Tasman","2016","0","0","1","0","0","24","24","26","Small Cohort"
"English","Tasman","2017","0","0.111","0.889","0","1","8","9","10","Small Cohort"
"English","Tasman","2018","0.125","0","0.875","1","0","7","8","11","Small Cohort"
"English","Tasman","2019","0","0","1","0","0","12","12","14","Small Cohort"
"English","Tasman","2020","0","0.125","0.875","0","1","7","8","15","Small Cohort"
"English","Tasman","2021","0","0.143","0.857","0","2","12","14","19","Small Cohort"
"English","Tasman","2022","0","0.4","0.6","0","2","3","5","15","Small Cohort"
"English","Tasman","2023","0","0","1","0","0","4","4","5","Small Cohort"
"English","Tasman","2024","0","0.25","0.75","0","1","3","4","7","Small Cohort"
"English","Waikato","2015","0.043","0.281","0.676","6","39","94","139","163",""
"English","Waikato","2016","0.008","0.24","0.752","1","31","97","129","178",""
"English","Waikato","2017","0.03","0.326","0.644","4","43","85","132","164",""
"English","Waikato","2018","0.056","0.298","0.645","7","37","80","124","159",""
"English","Waikato","2019","0.02","0.363","0.618","2","37","63","102","142",""
"English","Waikato","2020","0.013","0.241","0.747","1","19","59","79","130",""
"English","Waikato","2021","0.083","0.283","0.633","5","17","38","60","110",""
"English","Waikato","2022","0.052","0.39","0.558","4","30","43","77","154",""
"English","Waikato","2023","0.032","0.403","0.565","2","25","35","62","107",""
"English","Waikato","2024","0.019","0.426","0.556","1","23","30","54","99",""
"English","Wellington","2015","0.031","0.411","0.558","7","92","125","224","288",""
"English","Wellington","2016","0.017","0.331","0.653","4","80","158","242","306",""
"English","Wellington","2017","0.044","0.335","0.621","11","83","154","248","320",""
"English","Wellington","2018","0.053","0.328","0.619","10","62","117","189","233",""
"English","Wellington","2019","0.045","0.333","0.621","8","59","110","177","245",""
"English","Wellington","2020","0.053","0.43","0.518","6","49","59","114","214",""
"English","Wellington","2021","0.063","0.402","0.536","7","45","60","112","213",""
"English","Wellington","2022","0.057","0.257","0.686","6","27","72","105","188",""
"English","Wellington","2023","0.027","0.409","0.564","3","45","62","110","201",""
"English","Wellington","2024","0.043","0.374","0.583","5","43","67","115","213",""
"English","West Coast","2015","","","","","","","","3","Small Cohort"
"English","West Coast","2016","0","0","1","0","0","5","5","11","Small Cohort"
"English","West Coast","2019","0","0.444","0.556","0","4","5","9","10","Small Cohort"
"English","West Coast","2020","0","0","1","0","0","3","3","6","Small Cohort"
"English","West Coast","2021","0","0","1","0","0","12","12","16","Small Cohort"
"English","West Coast","2022","0","0","1","0","0","5","5","9","Small Cohort"
"English","West Coast","2023","0","0.333","0.667","0","1","2","3","6","Small Cohort"
"English","West Coast","2024","","","","","","","","3","Small Cohort"
"French","Auckland","2015","0.019","0.212","0.769","1","11","40","52","59",""
"French","Auckland","2016","0.036","0.164","0.8","2","9","44","55","62",""
"French","Auckland","2017","0","0.19","0.81","0","11","47","58","66",""
"French","Auckland","2018","0","0.105","0.895","0","4","34","38","45",""
"French","Auckland","2019","0.031","0.156","0.813","1","5","26","32","36",""
"French","Auckland","2020","0","0.049","0.951","0","2","39","41","48",""
"French","Auckland","2021","0.027","0.162","0.811","1","6","30","37","53",""
"French","Auckland","2022","0","0.25","0.75","0","7","21","28","35",""
"French","Auckland","2023","0","0.239","0.761","0","11","35","46","54",""
"French","Auckland","2024","0.021","0.17","0.809","1","8","38","47","64",""
"French","Bay of Plenty","2015","","","","","","","","3","Small Cohort"
"French","Bay of Plenty","2016","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"French","Bay of Plenty","2017","0","0","1","0","0","6","6","7","Small Cohort"
"French","Bay of Plenty","2018","0","0.333","0.667","0","2","4","6","7","Small Cohort"
"French","Bay of Plenty","2019","","","","","","","","4","Small Cohort"
"French","Bay of Plenty","2020","","","","","","","","3","Small Cohort"
"French","Bay of Plenty","2021","0","0","1","0","0","5","5","5","Small Cohort"
"French","Bay of Plenty","2022","","","","","","","","2","Small Cohort"
"French","Bay of Plenty","2023","","","","","","","","3","Small Cohort"
"French","Bay of Plenty","2024","","","","","","","","2","Small Cohort"
"French","Canterbury","2015","0.167","0.167","0.667","1","1","4","6","9","Small Cohort"
"French","Canterbury","2016","0","0.143","0.857","0","2","12","14","16","Small Cohort"
"French","Canterbury","2017","0","0.167","0.833","0","1","5","6","7","Small Cohort"
"French","Canterbury","2018","0","0","1","0","0","11","11","12","Small Cohort"
"French","Canterbury","2019","0","0.125","0.875","0","1","7","8","8","Small Cohort"
"French","Canterbury","2020","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"French","Canterbury","2021","0","0.111","0.889","0","1","8","9","11","Small Cohort"
"French","Canterbury","2022","0","0.2","0.8","0","1","4","5","7","Small Cohort"
"French","Canterbury","2023","0","0.2","0.8","0","1","4","5","7","Small Cohort"
"French","Canterbury","2024","","","","","","","","4","Small Cohort"
"French","Gisborne","2020","","","","","","","","1","Small Cohort"
"French","Hawke's Bay","2015","","","","","","","","2","Small Cohort"
"French","Hawke's Bay","2016","","","","","","","","4","Small Cohort"
"French","Hawke's Bay","2017","","","","","","","","1","Small Cohort"
"French","Hawke's Bay","2018","","","","","","","","2","Small Cohort"
"French","Hawke's Bay","2019","","","","","","","","2","Small Cohort"
"French","Hawke's Bay","2020","","","","","","","","1","Small Cohort"
"French","Hawke's Bay","2021","","","","","","","","1","Small Cohort"
"French","Hawke's Bay","2022","","","","","","","","1","Small Cohort"
"French","Hawke's Bay","2023","","","","","","","","2","Small Cohort"
"French","Hawke's Bay","2024","","","","","","","","1","Small Cohort"
"French","Manawatu-Whanganui","2015","","","","","","","","4","Small Cohort"
"French","Manawatu-Whanganui","2016","0","0","1","0","0","6","6","6","Small Cohort"
"French","Manawatu-Whanganui","2017","","","","","","","","2","Small Cohort"
"French","Manawatu-Whanganui","2018","","","","","","","","2","Small Cohort"
"French","Manawatu-Whanganui","2019","","","","","","","","1","Small Cohort"
"French","Manawatu-Whanganui","2021","","","","","","","","3","Small Cohort"
"French","Manawatu-Whanganui","2023","","","","","","","","2","Small Cohort"
"French","Marlborough","2015","","","","","","","","1","Small Cohort"
"French","Marlborough","2016","","","","","","","","1","Small Cohort"
"French","Marlborough","2018","","","","","","","","1","Small Cohort"
"French","Marlborough","2019","","","","","","","","2","Small Cohort"
"French","Marlborough","2020","","","","","","","","1","Small Cohort"
"French","Nelson","2015","","","","","","","","1","Small Cohort"
"French","Nelson","2016","","","","","","","","1","Small Cohort"
"French","Nelson","2017","","","","","","","","1","Small Cohort"
"French","Nelson","2020","","","","","","","","1","Small Cohort"
"French","Nelson","2024","","","","","","","","1","Small Cohort"
"French","Northland","2015","","","","","","","","1","Small Cohort"
"French","Northland","2016","","","","","","","","1","Small Cohort"
"French","Northland","2019","","","","","","","","1","Small Cohort"
"French","Otago","2015","0","0","1","0","0","8","8","9","Small Cohort"
"French","Otago","2016","0","0","1","0","0","4","4","6","Small Cohort"
"French","Otago","2017","0","0","1","0","0","11","11","14","Small Cohort"
"French","Otago","2018","0","0","1","0","0","7","7","7","Small Cohort"
"French","Otago","2019","0.143","0.286","0.571","1","2","4","7","9","Small Cohort"
"French","Otago","2020","0.125","0.125","0.75","1","1","6","8","8","Small Cohort"
"French","Otago","2021","0","0","1","0","0","8","8","9","Small Cohort"
"French","Otago","2022","0","0.3","0.7","0","3","7","10","13","Small Cohort"
"French","Otago","2023","0.1","0","0.9","1","0","9","10","13","Small Cohort"
"French","Otago","2024","0.077","0.154","0.769","1","2","10","13","20","Small Cohort"
"French","Other","2015","","","","","","","","1","Small Cohort"
"French","Other","2020","","","","","","","","2","Small Cohort"
"French","Other","2023","","","","","","","","2","Small Cohort"
"French","Southland","2017","","","","","","","","2","Small Cohort"
"French","Southland","2018","","","","","","","","1","Small Cohort"
"French","Southland","2020","","","","","","","","1","Small Cohort"
"French","Southland","2022","","","","","","","","2","Small Cohort"
"French","Southland","2023","","","","","","","","2","Small Cohort"
"French","Taranaki","2019","","","","","","","","2","Small Cohort"
"French","Taranaki","2020","","","","","","","","1","Small Cohort"
"French","Tasman","2019","","","","","","","","1","Small Cohort"
"French","Tasman","2020","","","","","","","","1","Small Cohort"
"French","Tasman","2024","","","","","","","","1","Small Cohort"
"French","Waikato","2015","","","","","","","","4","Small Cohort"
"French","Waikato","2016","","","","","","","","3","Small Cohort"
"French","Waikato","2017","","","","","","","","4","Small Cohort"
"French","Waikato","2018","0.2","0","0.8","1","0","4","5","5","Small Cohort"
"French","Waikato","2019","","","","","","","","3","Small Cohort"
"French","Waikato","2021","","","","","","","","1","Small Cohort"
"French","Waikato","2022","","","","","","","","1","Small Cohort"
"French","Waikato","2023","","","","","","","","1","Small Cohort"
"French","Wellington","2015","0","0.167","0.833","0","3","15","18","29","Small Cohort"
"French","Wellington","2016","0","0.1","0.9","0","2","18","20","24","Small Cohort"
"French","Wellington","2017","0.095","0.143","0.762","2","3","16","21","25","Small Cohort"
"French","Wellington","2018","0.032","0.161","0.806","1","5","25","31","34",""
"French","Wellington","2019","0","0.294","0.706","0","5","12","17","21","Small Cohort"
"French","Wellington","2020","0.036","0.214","0.75","1","6","21","28","33",""
"French","Wellington","2021","0.043","0.217","0.739","1","5","17","23","28","Small Cohort"
"French","Wellington","2022","0.1","0","0.9","1","0","9","10","14","Small Cohort"
"French","Wellington","2023","0.1","0.1","0.8","1","1","8","10","14","Small Cohort"
"French","Wellington","2024","0","0.231","0.769","0","3","10","13","21","Small Cohort"
"Geography","Auckland","2015","0.034","0.265","0.701","10","78","206","294","372",""
"Geography","Auckland","2016","0.032","0.263","0.705","10","81","217","308","395",""
"Geography","Auckland","2017","0.02","0.264","0.716","7","92","250","349","428",""
"Geography","Auckland","2018","0.022","0.227","0.751","8","83","274","365","453",""
"Geography","Auckland","2019","0.026","0.181","0.793","8","55","241","304","404",""
"Geography","Auckland","2020","0.03","0.196","0.773","11","71","280","362","516",""
"Geography","Auckland","2021","0.035","0.232","0.733","10","66","209","285","496",""
"Geography","Auckland","2022","0.02","0.177","0.802","6","52","235","293","449",""
"Geography","Auckland","2023","0.025","0.246","0.729","8","79","234","321","461",""
"Geography","Auckland","2024","0.028","0.275","0.697","10","100","253","363","528",""
"Geography","Bay of Plenty","2015","0.061","0.242","0.697","2","8","23","33","42",""
"Geography","Bay of Plenty","2016","0.024","0.119","0.857","1","5","36","42","52",""
"Geography","Bay of Plenty","2017","0.04","0.08","0.88","1","2","22","25","30",""
"Geography","Bay of Plenty","2018","0","0.185","0.815","0","5","22","27","33",""
"Geography","Bay of Plenty","2019","0","0.357","0.643","0","5","9","14","25","Small Cohort"
"Geography","Bay of Plenty","2020","0","0.208","0.792","0","5","19","24","39",""
"Geography","Bay of Plenty","2021","0.077","0","0.923","1","0","12","13","15","Small Cohort"
"Geography","Bay of Plenty","2022","0","0.167","0.833","0","1","5","6","10","Small Cohort"
"Geography","Bay of Plenty","2023","0","0.5","0.5","0","1","1","2","10","Small Cohort"
"Geography","Bay of Plenty","2024","0","0.176","0.824","0","3","14","17","28","Small Cohort"
"Geography","Canterbury","2015","0.019","0.308","0.673","1","16","35","52","58",""
"Geography","Canterbury","2016","0.02","0.32","0.66","1","16","33","50","58",""
"Geography","Canterbury","2017","0.018","0.263","0.719","1","15","41","57","61",""
"Geography","Canterbury","2018","0.02","0.16","0.82","1","8","41","50","56",""
"Geography","Canterbury","2019","0.022","0.356","0.622","1","16","28","45","57",""
"Geography","Canterbury","2020","0.025","0.235","0.741","2","19","60","81","105",""
"Geography","Canterbury","2021","0.038","0.283","0.679","2","15","36","53","99",""
"Geography","Canterbury","2022","0.02","0.347","0.633","1","17","31","49","66",""
"Geography","Canterbury","2023","0","0.222","0.778","0","8","28","36","58",""
"Geography","Canterbury","2024","0","0.207","0.793","0","6","23","29","44",""
"Geography","Gisborne","2017","","","","","","","","2","Small Cohort"
"Geography","Hawke's Bay","2015","0.029","0.143","0.829","1","5","29","35","39",""
"Geography","Hawke's Bay","2016","0.035","0.263","0.702","2","15","40","57","60",""
"Geography","Hawke's Bay","2017","0.038","0.358","0.604","2","19","32","53","75",""
"Geography","Hawke's Bay","2018","0.097","0.403","0.5","6","25","31","62","75",""
"Geography","Hawke's Bay","2019","0.026","0.205","0.769","1","8","30","39","69",""
"Geography","Hawke's Bay","2020","0","0.25","0.75","0","11","33","44","52",""
"Geography","Hawke's Bay","2021","0","0.172","0.828","0","5","24","29","63",""
"Geography","Hawke's Bay","2022","0","0.233","0.767","0","7","23","30","37",""
"Geography","Hawke's Bay","2023","0","0.261","0.739","0","6","17","23","34",""
"Geography","Hawke's Bay","2024","0","0.148","0.852","0","4","23","27","35",""
"Geography","Manawatu-Whanganui","2015","0","0.235","0.765","0","8","26","34","35",""
"Geography","Manawatu-Whanganui","2016","0","0.276","0.724","0","8","21","29","31",""
"Geography","Manawatu-Whanganui","2017","0","0.154","0.846","0","4","22","26","31",""
"Geography","Manawatu-Whanganui","2018","0","0.063","0.938","0","2","30","32","38",""
"Geography","Manawatu-Whanganui","2019","0.067","0.333","0.6","1","5","9","15","26","Small Cohort"
"Geography","Manawatu-Whanganui","2020","0","0","1","0","0","11","11","19","Small Cohort"
"Geography","Manawatu-Whanganui","2021","0","0.375","0.625","0","3","5","8","23","Small Cohort"
"Geography","Manawatu-Whanganui","2022","0","0.267","0.733","0","4","11","15","21","Small Cohort"
"Geography","Manawatu-Whanganui","2023","0","0","1","0","0","13","13","17","Small Cohort"
"Geography","Manawatu-Whanganui","2024","0","0","1","0","0","13","13","26","Small Cohort"
"Geography","Marlborough","2015","0","0.333","0.667","0","2","4","6","6","Small Cohort"
"Geography","Marlborough","2016","","","","","","","","4","Small Cohort"
"Geography","Marlborough","2017","","","","","","","","2","Small Cohort"
"Geography","Marlborough","2018","","","","","","","","1","Small Cohort"
"Geography","Marlborough","2019","","","","","","","","2","Small Cohort"
"Geography","Marlborough","2020","","","","","","","","1","Small Cohort"
"Geography","Marlborough","2021","","","","","","","","2","Small Cohort"
"Geography","Marlborough","2022","","","","","","","","3","Small Cohort"
"Geography","Marlborough","2023","","","","","","","","2","Small Cohort"
"Geography","Marlborough","2024","","","","","","","","3","Small Cohort"
"Geography","Nelson","2015","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"Geography","Nelson","2016","0","0","1","0","0","9","9","13","Small Cohort"
"Geography","Nelson","2017","0","0.455","0.545","0","5","6","11","17","Small Cohort"
"Geography","Nelson","2018","0","0","1","0","0","2","2","5","Small Cohort"
"Geography","Nelson","2019","0","0.5","0.5","0","2","2","4","5","Small Cohort"
"Geography","Nelson","2020","0","0","1","0","0","5","5","7","Small Cohort"
"Geography","Nelson","2021","","","","","","","","4","Small Cohort"
"Geography","Nelson","2022","0","0","1","0","0","8","8","12","Small Cohort"
"Geography","Nelson","2023","0.333","0.333","0.333","1","1","1","3","5","Small Cohort"
"Geography","Nelson","2024","","","","","","","","3","Small Cohort"
"Geography","Northland","2015","0","0.333","0.667","0","2","4","6","7","Small Cohort"
"Geography","Northland","2016","0.125","0.375","0.5","1","3","4","8","9","Small Cohort"
"Geography","Northland","2017","0","0.4","0.6","0","2","3","5","10","Small Cohort"
"Geography","Northland","2018","0","0.3","0.7","0","3","7","10","12","Small Cohort"
"Geography","Northland","2019","0","0.125","0.875","0","1","7","8","14","Small Cohort"
"Geography","Northland","2020","0","0","1","0","0","2","2","7","Small Cohort"
"Geography","Northland","2021","","","","","","","","2","Small Cohort"
"Geography","Northland","2022","","","","","","","","1","Small Cohort"
"Geography","Northland","2023","","","","","","","","1","Small Cohort"
"Geography","Northland","2024","","","","","","","","4","Small Cohort"
"Geography","Otago","2015","0.026","0.077","0.897","1","3","35","39","40",""
"Geography","Otago","2016","0.037","0.111","0.852","1","3","23","27","35",""
"Geography","Otago","2017","0","0.222","0.778","0","4","14","18","29","Small Cohort"
"Geography","Otago","2018","0.03","0.091","0.879","1","3","29","33","40",""
"Geography","Otago","2019","0.029","0.265","0.706","1","9","24","34","53",""
"Geography","Otago","2020","0","0.133","0.867","0","4","26","30","40",""
"Geography","Otago","2021","0","0.261","0.739","0","6","17","23","33",""
"Geography","Otago","2022","0","0.147","0.853","0","5","29","34","54",""
"Geography","Otago","2023","0","0.286","0.714","0","12","30","42","63",""
"Geography","Otago","2024","0","0.289","0.711","0","11","27","38","79",""
"Geography","Other","2017","","","","","","","","1","Small Cohort"
"Geography","Other","2018","","","","","","","","1","Small Cohort"
"Geography","Other","2019","","","","","","","","1","Small Cohort"
"Geography","Other","2022","","","","","","","","1","Small Cohort"
"Geography","Other","2023","","","","","","","","1","Small Cohort"
"Geography","Southland","2015","0","0.286","0.714","0","2","5","7","8","Small Cohort"
"Geography","Southland","2016","0","0","1","0","0","11","11","16","Small Cohort"
"Geography","Southland","2017","0","0.167","0.833","0","1","5","6","10","Small Cohort"
"Geography","Southland","2018","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"Geography","Southland","2019","0","0.2","0.8","0","2","8","10","16","Small Cohort"
"Geography","Southland","2020","0","0","1","0","0","8","8","8","Small Cohort"
"Geography","Southland","2021","0","0.429","0.571","0","3","4","7","11","Small Cohort"
"Geography","Southland","2022","0","0.111","0.889","0","1","8","9","9","Small Cohort"
"Geography","Southland","2023","0","0","1","0","0","5","5","6","Small Cohort"
"Geography","Southland","2024","","","","","","","","3","Small Cohort"
"Geography","Taranaki","2015","0","0.208","0.792","0","5","19","24","28","Small Cohort"
"Geography","Taranaki","2016","0","0.095","0.905","0","2","19","21","25","Small Cohort"
"Geography","Taranaki","2017","0","0.087","0.913","0","2","21","23","24","Small Cohort"
"Geography","Taranaki","2018","0","0","1","0","0","14","14","16","Small Cohort"
"Geography","Taranaki","2019","0","0.471","0.529","0","8","9","17","22","Small Cohort"
"Geography","Taranaki","2020","0","0.188","0.813","0","3","13","16","20","Small Cohort"
"Geography","Taranaki","2021","0","0.375","0.625","0","3","5","8","12","Small Cohort"
"Geography","Taranaki","2022","0","0.059","0.941","0","1","16","17","27","Small Cohort"
"Geography","Taranaki","2023","0","0.125","0.875","0","2","14","16","24","Small Cohort"
"Geography","Taranaki","2024","0","0.231","0.769","0","3","10","13","23","Small Cohort"
"Geography","Tasman","2015","0","0","1","0","0","3","3","5","Small Cohort"
"Geography","Tasman","2016","0","0.2","0.8","0","1","4","5","5","Small Cohort"
"Geography","Tasman","2017","0","0.143","0.857","0","1","6","7","7","Small Cohort"
"Geography","Tasman","2018","0","0","1","0","0","1","1","6","Small Cohort"
"Geography","Tasman","2019","0","0","1","0","0","3","3","6","Small Cohort"
"Geography","Tasman","2020","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Geography","Tasman","2021","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Geography","Tasman","2022","0","0","1","0","0","4","4","8","Small Cohort"
"Geography","Tasman","2023","0","0","1","0","0","6","6","8","Small Cohort"
"Geography","Tasman","2024","","","","","","","","4","Small Cohort"
"Geography","Waikato","2015","0.014","0.123","0.863","1","9","63","73","94",""
"Geography","Waikato","2016","0.027","0.178","0.795","2","13","58","73","98",""
"Geography","Waikato","2017","0.066","0.213","0.721","4","13","44","61","78",""
"Geography","Waikato","2018","0.033","0.295","0.672","2","18","41","61","67",""
"Geography","Waikato","2019","0","0.254","0.746","0","18","53","71","95",""
"Geography","Waikato","2020","0.013","0.09","0.897","1","7","70","78","109",""
"Geography","Waikato","2021","0.071","0.321","0.607","2","9","17","28","50",""
"Geography","Waikato","2022","0.053","0.184","0.763","2","7","29","38","56",""
"Geography","Waikato","2023","0","0.296","0.704","0","8","19","27","45",""
"Geography","Waikato","2024","0.031","0.219","0.75","1","7","24","32","61",""
"Geography","Wellington","2015","0.017","0.265","0.718","2","31","84","117","140",""
"Geography","Wellington","2016","0.028","0.248","0.725","3","27","79","109","141",""
"Geography","Wellington","2017","0.041","0.122","0.837","4","12","82","98","131",""
"Geography","Wellington","2018","0.013","0.225","0.763","1","18","61","80","108",""
"Geography","Wellington","2019","0.058","0.261","0.681","4","18","47","69","91",""
"Geography","Wellington","2020","0.027","0.135","0.838","1","5","31","37","67",""
"Geography","Wellington","2021","0","0.125","0.875","0","4","28","32","58",""
"Geography","Wellington","2022","0.043","0.478","0.478","1","11","11","23","42",""
"Geography","Wellington","2023","0","0.206","0.794","0","7","27","34","54",""
"Geography","Wellington","2024","0.049","0.171","0.78","2","7","32","41","76",""
"Geography","West Coast","2015","","","","","","","","1","Small Cohort"
"Geography","West Coast","2016","","","","","","","","1","Small Cohort"
"Geography","West Coast","2018","","","","","","","","1","Small Cohort"
"Geography","West Coast","2022","","","","","","","","1","Small Cohort"
"German","Auckland","2015","0","0.25","0.75","0","3","9","12","13","Small Cohort"
"German","Auckland","2016","0","0.067","0.933","0","1","14","15","21","Small Cohort"
"German","Auckland","2017","0","0.105","0.895","0","2","17","19","21","Small Cohort"
"German","Auckland","2018","0.063","0.125","0.813","1","2","13","16","19","Small Cohort"
"German","Auckland","2019","0.077","0.231","0.692","1","3","9","13","16","Small Cohort"
"German","Auckland","2020","0","0.308","0.692","0","4","9","13","16","Small Cohort"
"German","Auckland","2021","0","0.222","0.778","0","2","7","9","14","Small Cohort"
"German","Auckland","2022","0.071","0.143","0.786","1","2","11","14","17","Small Cohort"
"German","Auckland","2023","0.056","0.111","0.833","1","2","15","18","25","Small Cohort"
"German","Auckland","2024","0.04","0.12","0.84","1","3","21","25","33",""
"German","Bay of Plenty","2015","","","","","","","","1","Small Cohort"
"German","Bay of Plenty","2016","","","","","","","","2","Small Cohort"
"German","Bay of Plenty","2017","","","","","","","","1","Small Cohort"
"German","Bay of Plenty","2019","","","","","","","","1","Small Cohort"
"German","Bay of Plenty","2023","","","","","","","","1","Small Cohort"
"German","Bay of Plenty","2024","","","","","","","","2","Small Cohort"
"German","Canterbury","2015","0","0","1","0","0","5","5","6","Small Cohort"
"German","Canterbury","2016","","","","","","","","4","Small Cohort"
"German","Canterbury","2017","","","","","","","","3","Small Cohort"
"German","Canterbury","2018","","","","","","","","4","Small Cohort"
"German","Canterbury","2019","","","","","","","","4","Small Cohort"
"German","Canterbury","2020","","","","","","","","1","Small Cohort"
"German","Canterbury","2021","","","","","","","","3","Small Cohort"
"German","Canterbury","2022","","","","","","","","1","Small Cohort"
"German","Canterbury","2023","","","","","","","","2","Small Cohort"
"German","Canterbury","2024","","","","","","","","4","Small Cohort"
"German","Hawke's Bay","2015","","","","","","","","3","Small Cohort"
"German","Hawke's Bay","2016","","","","","","","","3","Small Cohort"
