"Subject","Ethnicity","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Physics","Asian","2023","0.029","0.265","0.706","13","118","314","445","690",""
"Physics","Asian","2024","0.032","0.237","0.731","18","134","413","565","882",""
"Physics","Middle Eastern/Latin American/African","2015","0.053","0.158","0.789","1","3","15","19","24","Small Cohort"
"Physics","Middle Eastern/Latin American/African","2016","0.043","0.087","0.87","1","2","20","23","25","Small Cohort"
"Physics","Middle Eastern/Latin American/African","2017","0","0","1","0","0","20","20","25","Small Cohort"
"Physics","Middle Eastern/Latin American/African","2018","0.043","0.174","0.783","1","4","18","23","31",""
"Physics","Middle Eastern/Latin American/African","2019","0.063","0.188","0.75","1","3","12","16","32",""
"Physics","Middle Eastern/Latin American/African","2020","0","0.154","0.846","0","2","11","13","27","Small Cohort"
"Physics","Middle Eastern/Latin American/African","2021","0","0.222","0.778","0","6","21","27","51",""
"Physics","Middle Eastern/Latin American/African","2022","0","0.053","0.947","0","1","18","19","37",""
"Physics","Middle Eastern/Latin American/African","2023","0","0.105","0.895","0","2","17","19","35",""
"Physics","Middle Eastern/Latin American/African","2024","0","0.222","0.778","0","4","14","18","34",""
"Printmaking","Maori","2015","","","","","","","","4","Small Cohort"
"Printmaking","Maori","2016","0","0","1","0","0","4","4","6","Small Cohort"
"Printmaking","Maori","2017","0.25","0","0.75","1","0","3","4","8","Small Cohort"
"Printmaking","Maori","2018","","","","","","","","3","Small Cohort"
"Printmaking","Maori","2019","0","0.5","0.5","0","1","1","2","15","Small Cohort"
"Printmaking","Maori","2020","0","0.286","0.714","0","2","5","7","13","Small Cohort"
"Printmaking","Maori","2021","0.143","0","0.857","1","0","6","7","12","Small Cohort"
"Printmaking","Maori","2022","0","0.667","0.333","0","2","1","3","10","Small Cohort"
"Printmaking","Maori","2023","0","0.333","0.667","0","1","2","3","10","Small Cohort"
"Printmaking","Maori","2024","0","0","0","0","0","0","0","7","Small Cohort"
"Printmaking","European","2015","0.029","0.176","0.794","1","6","27","34","49",""
"Printmaking","European","2016","0.029","0.229","0.743","1","8","26","35","52",""
"Printmaking","European","2017","0","0.233","0.767","0","7","23","30","49",""
"Printmaking","European","2018","0.037","0.259","0.704","1","7","19","27","51",""
"Printmaking","European","2019","0.028","0.167","0.806","1","6","29","36","69",""
"Printmaking","European","2020","0.03","0.242","0.727","1","8","24","33","67",""
"Printmaking","European","2021","0.029","0.265","0.706","1","9","24","34","52",""
"Printmaking","European","2022","0.048","0.333","0.619","1","7","13","21","50",""
"Printmaking","European","2023","0","0.333","0.667","0","12","24","36","62",""
"Printmaking","European","2024","0.032","0.29","0.677","1","9","21","31","58",""
"Printmaking","Pacific Peoples","2015","","","","","","","","1","Small Cohort"
"Printmaking","Pacific Peoples","2016","","","","","","","","2","Small Cohort"
"Printmaking","Pacific Peoples","2017","","","","","","","","3","Small Cohort"
"Printmaking","Pacific Peoples","2018","0","1","0","0","1","0","1","6","Small Cohort"
"Printmaking","Pacific Peoples","2019","0","0.25","0.75","0","1","3","4","11","Small Cohort"
"Printmaking","Pacific Peoples","2020","0","0","1","0","0","1","1","9","Small Cohort"
"Printmaking","Pacific Peoples","2021","0","0","1","0","0","2","2","9","Small Cohort"
"Printmaking","Pacific Peoples","2022","0","0.4","0.6","0","2","3","5","12","Small Cohort"
"Printmaking","Pacific Peoples","2023","0","0.4","0.6","0","2","3","5","9","Small Cohort"
"Printmaking","Pacific Peoples","2024","0","0","0","0","0","0","0","6","Small Cohort"
"Printmaking","Asian","2015","0.125","0.25","0.625","1","2","5","8","11","Small Cohort"
"Printmaking","Asian","2016","0","0.091","0.909","0","1","10","11","13","Small Cohort"
"Printmaking","Asian","2017","0","0.5","0.5","0","4","4","8","12","Small Cohort"
"Printmaking","Asian","2018","0","0.333","0.667","0","2","4","6","9","Small Cohort"
"Printmaking","Asian","2019","0","0.385","0.615","0","5","8","13","19","Small Cohort"
"Printmaking","Asian","2020","0.125","0.375","0.5","1","3","4","8","12","Small Cohort"
"Printmaking","Asian","2021","0","0.222","0.778","0","2","7","9","18","Small Cohort"
"Printmaking","Asian","2022","0","0.125","0.875","0","1","7","8","14","Small Cohort"
"Printmaking","Asian","2023","0.167","0","0.833","1","0","5","6","20","Small Cohort"
"Printmaking","Asian","2024","0.077","0.385","0.538","1","5","7","13","20","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2015","","","","","","","","2","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2017","","","","","","","","1","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2021","","","","","","","","2","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2022","","","","","","","","1","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2023","","","","","","","","2","Small Cohort"
"Printmaking","Middle Eastern/Latin American/African","2024","","","","","","","","2","Small Cohort"
"Religious Studies","Maori","2020","0","0.316","0.684","0","6","13","19","34",""
"Religious Studies","Maori","2021","0","0.1","0.9","0","1","9","10","23","Small Cohort"
"Religious Studies","Maori","2022","0","0.143","0.857","0","3","18","21","41",""
"Religious Studies","Maori","2023","0.105","0.105","0.789","2","2","15","19","38",""
"Religious Studies","Maori","2024","0.053","0.316","0.632","1","6","12","19","40",""
"Religious Studies","European","2020","0.029","0.282","0.69","5","49","120","174","336",""
"Religious Studies","European","2021","0.042","0.276","0.682","8","53","131","192","321",""
"Religious Studies","European","2022","0.023","0.257","0.719","4","44","123","171","328",""
"Religious Studies","European","2023","0.041","0.262","0.698","7","45","120","172","354",""
"Religious Studies","European","2024","0.036","0.241","0.723","9","61","183","253","429",""
"Religious Studies","Pacific Peoples","2020","0","0","1","0","0","19","19","35",""
"Religious Studies","Pacific Peoples","2021","0","0.176","0.824","0","3","14","17","40",""
"Religious Studies","Pacific Peoples","2022","0","0.231","0.769","0","3","10","13","34",""
"Religious Studies","Pacific Peoples","2023","0","0","1","0","0","16","16","51",""
"Religious Studies","Pacific Peoples","2024","0","0.077","0.923","0","1","12","13","37",""
"Religious Studies","Asian","2020","0.012","0.21","0.778","1","17","63","81","132",""
"Religious Studies","Asian","2021","0.023","0.295","0.682","2","26","60","88","148",""
"Religious Studies","Asian","2022","0.044","0.267","0.689","4","24","62","90","153",""
"Religious Studies","Asian","2023","0.02","0.33","0.65","2","33","65","100","199",""
"Religious Studies","Asian","2024","0.024","0.309","0.667","4","51","110","165","280",""
"Religious Studies","Middle Eastern/Latin American/African","2020","0.125","0.125","0.75","1","1","6","8","18","Small Cohort"
"Religious Studies","Middle Eastern/Latin American/African","2021","0","0.222","0.778","0","2","7","9","17","Small Cohort"
"Religious Studies","Middle Eastern/Latin American/African","2022","0","0.429","0.571","0","3","4","7","13","Small Cohort"
"Religious Studies","Middle Eastern/Latin American/African","2023","0","0.333","0.667","0","3","6","9","18","Small Cohort"
"Religious Studies","Middle Eastern/Latin American/African","2024","0.056","0.278","0.667","1","5","12","18","32",""
"Samoan","Maori","2024","","","","","","","","1","Small Cohort"
"Samoan","European","2015","","","","","","","","1","Small Cohort"
"Samoan","European","2018","","","","","","","","1","Small Cohort"
"Samoan","European","2020","","","","","","","","3","Small Cohort"
"Samoan","European","2021","","","","","","","","3","Small Cohort"
"Samoan","European","2023","","","","","","","","2","Small Cohort"
"Samoan","European","2024","","","","","","","","3","Small Cohort"
"Samoan","Pacific Peoples","2015","0.015","0.132","0.853","1","9","58","68","80",""
"Samoan","Pacific Peoples","2016","0.014","0.097","0.889","1","7","64","72","80",""
"Samoan","Pacific Peoples","2017","0.029","0.114","0.857","2","8","60","70","91",""
"Samoan","Pacific Peoples","2018","0.012","0.107","0.881","1","9","74","84","100",""
"Samoan","Pacific Peoples","2019","0.018","0.123","0.86","1","7","49","57","79",""
"Samoan","Pacific Peoples","2020","0.017","0.153","0.831","1","9","49","59","90",""
"Samoan","Pacific Peoples","2021","0.019","0.173","0.808","1","9","42","52","86",""
"Samoan","Pacific Peoples","2022","0.014","0.111","0.875","1","8","63","72","90",""
"Samoan","Pacific Peoples","2023","0.015","0.134","0.851","1","9","57","67","91",""
"Samoan","Pacific Peoples","2024","0.017","0.133","0.85","1","8","51","60","79",""
"Samoan","Asian","2019","","","","","","","","1","Small Cohort"
"Samoan","Asian","2021","","","","","","","","1","Small Cohort"
"Samoan","Asian","2023","","","","","","","","1","Small Cohort"
"Sculpture","Maori","2015","0","0","1","0","0","2","2","5","Small Cohort"
"Sculpture","Maori","2016","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Sculpture","Maori","2017","0","0","1","0","0","3","3","6","Small Cohort"
"Sculpture","Maori","2018","0","0","1","0","0","4","4","9","Small Cohort"
"Sculpture","Maori","2019","0.5","0","0.5","1","0","1","2","6","Small Cohort"
"Sculpture","Maori","2020","0","0","1","0","0","4","4","10","Small Cohort"
"Sculpture","Maori","2021","","","","","","","","3","Small Cohort"
"Sculpture","Maori","2022","0.2","0","0.8","1","0","4","5","11","Small Cohort"
"Sculpture","Maori","2023","0.333","0.333","0.333","1","1","1","3","14","Small Cohort"
"Sculpture","Maori","2024","0","1","0","0","1","0","1","13","Small Cohort"
"Sculpture","European","2015","0","0.278","0.722","0","5","13","18","28","Small Cohort"
"Sculpture","European","2016","0.045","0.182","0.773","1","4","17","22","43",""
"Sculpture","European","2017","0.059","0.176","0.765","1","3","13","17","32",""
"Sculpture","European","2018","0.045","0.227","0.727","1","5","16","22","39",""
"Sculpture","European","2019","0.048","0.238","0.714","1","5","15","21","45",""
"Sculpture","European","2020","0.111","0.333","0.556","1","3","5","9","34",""
"Sculpture","European","2021","0.04","0.2","0.76","1","5","19","25","38",""
"Sculpture","European","2022","0.036","0.107","0.857","1","3","24","28","48",""
"Sculpture","European","2023","0","0.261","0.739","0","6","17","23","45",""
"Sculpture","European","2024","0.059","0.412","0.529","1","7","9","17","48",""
"Sculpture","Pacific Peoples","2016","","","","","","","","4","Small Cohort"
"Sculpture","Pacific Peoples","2017","","","","","","","","2","Small Cohort"
"Sculpture","Pacific Peoples","2018","","","","","","","","2","Small Cohort"
"Sculpture","Pacific Peoples","2019","0","1","0","0","1","0","1","7","Small Cohort"
"Sculpture","Pacific Peoples","2020","0","0.5","0.5","0","2","2","4","6","Small Cohort"
"Sculpture","Pacific Peoples","2021","0","0","1","0","0","5","5","7","Small Cohort"
"Sculpture","Pacific Peoples","2022","0","0","1","0","0","2","2","9","Small Cohort"
"Sculpture","Pacific Peoples","2023","0","0.4","0.6","0","2","3","5","10","Small Cohort"
"Sculpture","Pacific Peoples","2024","0.333","0","0.667","1","0","2","3","13","Small Cohort"
"Sculpture","Asian","2015","0.2","0.4","0.4","1","2","2","5","8","Small Cohort"
"Sculpture","Asian","2016","0","0.5","0.5","0","2","2","4","7","Small Cohort"
"Sculpture","Asian","2017","0","0.333","0.667","0","2","4","6","8","Small Cohort"
"Sculpture","Asian","2018","0","0.125","0.875","0","1","7","8","11","Small Cohort"
"Sculpture","Asian","2019","0","0","1","0","0","3","3","12","Small Cohort"
"Sculpture","Asian","2020","0","0.143","0.857","0","1","6","7","12","Small Cohort"
"Sculpture","Asian","2021","0","0","1","0","0","1","1","5","Small Cohort"
"Sculpture","Asian","2022","0","0.167","0.833","0","2","10","12","15","Small Cohort"
"Sculpture","Asian","2023","0","0.5","0.5","0","4","4","8","20","Small Cohort"
"Sculpture","Asian","2024","0","0.5","0.5","0","4","4","8","27","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2016","","","","","","","","1","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2017","","","","","","","","1","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2018","","","","","","","","2","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2019","","","","","","","","2","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2020","","","","","","","","2","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2021","","","","","","","","1","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2022","","","","","","","","2","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2023","","","","","","","","3","Small Cohort"
"Sculpture","Middle Eastern/Latin American/African","2024","","","","","","","","3","Small Cohort"
"Spanish","Maori","2015","","","","","","","","1","Small Cohort"
"Spanish","Maori","2016","","","","","","","","2","Small Cohort"
"Spanish","Maori","2017","","","","","","","","1","Small Cohort"
"Spanish","Maori","2018","","","","","","","","1","Small Cohort"
"Spanish","Maori","2019","0","0","1","0","0","2","2","6","Small Cohort"
"Spanish","Maori","2020","","","","","","","","3","Small Cohort"
"Spanish","Maori","2021","","","","","","","","1","Small Cohort"
"Spanish","Maori","2022","","","","","","","","1","Small Cohort"
"Spanish","Maori","2023","","","","","","","","3","Small Cohort"
"Spanish","Maori","2024","","","","","","","","3","Small Cohort"
"Spanish","European","2015","0.022","0.174","0.804","1","8","37","46","50",""
"Spanish","European","2016","0","0.13","0.87","0","6","40","46","51",""
"Spanish","European","2017","0","0.159","0.841","0","7","37","44","51",""
"Spanish","European","2018","0.022","0.222","0.756","1","10","34","45","55",""
"Spanish","European","2019","0.02","0.122","0.857","1","6","42","49","68",""
"Spanish","European","2020","0.024","0.119","0.857","1","5","36","42","57",""
"Spanish","European","2021","0.025","0.2","0.775","1","8","31","40","59",""
"Spanish","European","2022","0","0.205","0.795","0","8","31","39","59",""
"Spanish","European","2023","0","0.085","0.915","0","4","43","47","63",""
"Spanish","European","2024","0","0.143","0.857","0","10","60","70","97",""
"Spanish","Pacific Peoples","2015","","","","","","","","1","Small Cohort"
"Spanish","Pacific Peoples","2016","","","","","","","","1","Small Cohort"
"Spanish","Pacific Peoples","2017","","","","","","","","2","Small Cohort"
"Spanish","Pacific Peoples","2018","","","","","","","","3","Small Cohort"
"Spanish","Pacific Peoples","2019","","","","","","","","1","Small Cohort"
"Spanish","Pacific Peoples","2022","","","","","","","","1","Small Cohort"
"Spanish","Pacific Peoples","2023","","","","","","","","1","Small Cohort"
"Spanish","Pacific Peoples","2024","","","","","","","","1","Small Cohort"
"Spanish","Asian","2015","0","0.167","0.833","0","1","5","6","8","Small Cohort"
"Spanish","Asian","2016","0","0.2","0.8","0","3","12","15","17","Small Cohort"
"Spanish","Asian","2017","0.111","0.444","0.444","1","4","4","9","16","Small Cohort"
"Spanish","Asian","2018","0","0.167","0.833","0","1","5","6","8","Small Cohort"
"Spanish","Asian","2019","0.077","0.077","0.846","1","1","11","13","17","Small Cohort"
"Spanish","Asian","2020","0","0.231","0.769","0","3","10","13","19","Small Cohort"
"Spanish","Asian","2021","0","0.273","0.727","0","3","8","11","19","Small Cohort"
"Spanish","Asian","2022","0.067","0.067","0.867","1","1","13","15","21","Small Cohort"
"Spanish","Asian","2023","0","0.313","0.688","0","5","11","16","22","Small Cohort"
"Spanish","Asian","2024","0","0.167","0.833","0","3","15","18","27","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2015","0.077","0.154","0.769","1","2","10","13","18","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2016","0.077","0","0.923","1","0","12","13","15","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2017","0","0","1","0","0","22","22","24","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2018","0","0","1","0","0","35","35","38",""
"Spanish","Middle Eastern/Latin American/African","2019","0","0.211","0.789","0","4","15","19","22","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2020","0","0.12","0.88","0","3","22","25","28","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2021","0","0","1","0","0","16","16","22","Small Cohort"
"Spanish","Middle Eastern/Latin American/African","2022","0","0.136","0.864","0","3","19","22","41",""
"Spanish","Middle Eastern/Latin American/African","2023","0.029","0.118","0.853","1","4","29","34","46",""
"Spanish","Middle Eastern/Latin American/African","2024","0.03","0.182","0.788","1","6","26","33","43",""
"Statistics","Maori","2015","0.02","0.18","0.8","1","9","40","50","61",""
"Statistics","Maori","2016","0","0.114","0.886","0","4","31","35","47",""
"Statistics","Maori","2017","0.042","0.167","0.792","1","4","19","24","39",""
"Statistics","Maori","2018","0","0.265","0.735","0","9","25","34","49",""
"Statistics","Maori","2019","0.054","0.243","0.703","2","9","26","37","70",""
"Statistics","Maori","2020","0.086","0.143","0.771","3","5","27","35","54",""
"Statistics","Maori","2021","0","0.318","0.682","0","7","15","22","49",""
"Statistics","Maori","2022","0.059","0.265","0.676","2","9","23","34","62",""
"Statistics","Maori","2023","0","0.207","0.793","0","6","23","29","47",""
"Statistics","Maori","2024","0.057","0.2","0.743","2","7","26","35","53",""
"Statistics","European","2015","0.042","0.324","0.634","24","183","358","565","674",""
"Statistics","European","2016","0.045","0.312","0.643","23","160","330","513","647",""
"Statistics","European","2017","0.058","0.274","0.668","29","137","334","500","660",""
"Statistics","European","2018","0.031","0.328","0.64","16","167","326","509","636",""
"Statistics","European","2019","0.039","0.292","0.669","17","126","289","432","718",""
"Statistics","European","2020","0.025","0.329","0.646","12","158","310","480","653",""
"Statistics","European","2021","0.053","0.352","0.595","20","133","225","378","671",""
"Statistics","European","2022","0.032","0.362","0.606","12","135","226","373","609",""
"Statistics","European","2023","0.03","0.357","0.613","11","130","223","364","558",""
"Statistics","European","2024","0.048","0.363","0.589","18","136","221","375","585",""
"Statistics","Pacific Peoples","2015","0.045","0.273","0.682","1","6","15","22","28","Small Cohort"
"Statistics","Pacific Peoples","2016","0","0.188","0.813","0","3","13","16","24","Small Cohort"
"Statistics","Pacific Peoples","2017","0","0.25","0.75","0","2","6","8","15","Small Cohort"
"Statistics","Pacific Peoples","2018","0","0.083","0.917","0","1","11","12","22","Small Cohort"
"Statistics","Pacific Peoples","2019","0","0","1","0","0","6","6","17","Small Cohort"
"Statistics","Pacific Peoples","2020","0","0.083","0.917","0","1","11","12","30",""
"Statistics","Pacific Peoples","2021","0","0","1","0","0","11","11","31",""
"Statistics","Pacific Peoples","2022","0","0.182","0.818","0","2","9","11","21","Small Cohort"
"Statistics","Pacific Peoples","2023","0","0.077","0.923","0","1","12","13","28","Small Cohort"
"Statistics","Pacific Peoples","2024","0","0.133","0.867","0","2","13","15","29","Small Cohort"
"Statistics","Asian","2015","0.053","0.33","0.618","21","132","247","400","485",""
"Statistics","Asian","2016","0.053","0.325","0.622","21","129","247","397","469",""
"Statistics","Asian","2017","0.031","0.341","0.628","14","153","282","449","535",""
"Statistics","Asian","2018","0.042","0.329","0.629","19","148","283","450","525",""
"Statistics","Asian","2019","0.041","0.293","0.666","19","134","305","458","592",""
"Statistics","Asian","2020","0.038","0.297","0.665","17","134","300","451","585",""
"Statistics","Asian","2021","0.035","0.331","0.634","16","150","287","453","689",""
"Statistics","Asian","2022","0.04","0.343","0.616","16","136","244","396","629",""
"Statistics","Asian","2023","0.045","0.332","0.624","17","126","237","380","574",""
"Statistics","Asian","2024","0.037","0.384","0.58","17","178","269","464","702",""
"Statistics","Middle Eastern/Latin American/African","2015","0.1","0.3","0.6","1","3","6","10","21","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2016","0","0.429","0.571","0","6","8","14","18","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2017","0","0.429","0.571","0","3","4","7","9","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2018","0","0.188","0.813","0","3","13","16","22","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2019","0","0.154","0.846","0","2","11","13","19","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2020","0","0","1","0","0","8","8","18","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2021","0.053","0.158","0.789","1","3","15","19","39",""
"Statistics","Middle Eastern/Latin American/African","2022","0","0.25","0.75","0","4","12","16","29","Small Cohort"
"Statistics","Middle Eastern/Latin American/African","2023","0.04","0.12","0.84","1","3","21","25","39",""
"Statistics","Middle Eastern/Latin American/African","2024","0.095","0.286","0.619","2","6","13","21","38",""
"Te Ao Haka","Maori","2023","0.167","0.25","0.583","2","3","7","12","29","Small Cohort"
"Te Ao Haka","Maori","2024","0.455","0.091","0.455","5","1","5","11","41",""
"Te Ao Haka","European","2023","","","","","","","","2","Small Cohort"
"Te Ao Haka","European","2024","","","","","","","","4","Small Cohort"
"Te Ao Haka","Pacific Peoples","2024","","","","","","","","4","Small Cohort"
"Te Ao Haka","Asian","2023","","","","","","","","2","Small Cohort"
"Te Reo Maori","Maori","2015","0.021","0.24","0.74","2","23","71","96","122",""
"Te Reo Maori","Maori","2016","0.044","0.253","0.703","4","23","64","91","109",""
"Te Reo Maori","Maori","2017","0.028","0.202","0.771","3","22","84","109","139",""
"Te Reo Maori","Maori","2018","0.028","0.215","0.757","3","23","81","107","143",""
"Te Reo Maori","Maori","2019","0.027","0.205","0.768","3","23","86","112","149",""
"Te Reo Maori","Maori","2020","0.022","0.315","0.663","2","28","59","89","138",""
"Te Reo Maori","Maori","2021","0.031","0.296","0.673","3","29","66","98","187",""
"Te Reo Maori","Maori","2022","0.026","0.226","0.748","3","26","86","115","165",""
"Te Reo Maori","Maori","2023","0.035","0.281","0.684","4","32","78","114","180",""
"Te Reo Maori","Maori","2024","0.038","0.256","0.705","6","40","110","156","244",""
"Te Reo Maori","European","2015","0","0.091","0.909","0","1","10","11","12","Small Cohort"
"Te Reo Maori","European","2016","0","0.091","0.909","0","1","10","11","12","Small Cohort"
"Te Reo Maori","European","2017","0","0.25","0.75","0","2","6","8","10","Small Cohort"
"Te Reo Maori","European","2018","0","0.154","0.846","0","2","11","13","16","Small Cohort"
"Te Reo Maori","European","2019","0.143","0","0.857","1","0","6","7","10","Small Cohort"
"Te Reo Maori","European","2020","0","0.182","0.818","0","2","9","11","16","Small Cohort"
"Te Reo Maori","European","2021","0","0.429","0.571","0","3","4","7","17","Small Cohort"
"Te Reo Maori","European","2022","0","0","1","0","0","9","9","16","Small Cohort"
"Te Reo Maori","European","2023","0.111","0.333","0.556","1","3","5","9","15","Small Cohort"
"Te Reo Maori","European","2024","0","0.471","0.529","0","8","9","17","29","Small Cohort"
"Te Reo Maori","Pacific Peoples","2015","0","0","1","0","0","6","6","7","Small Cohort"
"Te Reo Maori","Pacific Peoples","2016","0","0.286","0.714","0","2","5","7","8","Small Cohort"
"Te Reo Maori","Pacific Peoples","2017","0","0","1","0","0","8","8","11","Small Cohort"
"Te Reo Maori","Pacific Peoples","2018","0","0.143","0.857","0","1","6","7","14","Small Cohort"
"Te Reo Maori","Pacific Peoples","2019","0.111","0.222","0.667","1","2","6","9","12","Small Cohort"
"Te Reo Maori","Pacific Peoples","2020","0","0.5","0.5","0","2","2","4","6","Small Cohort"
"Te Reo Maori","Pacific Peoples","2021","0","0.286","0.714","0","2","5","7","15","Small Cohort"
"Te Reo Maori","Pacific Peoples","2022","0","0","1","0","0","9","9","15","Small Cohort"
"Te Reo Maori","Pacific Peoples","2023","0","0.25","0.75","0","2","6","8","9","Small Cohort"
"Te Reo Maori","Pacific Peoples","2024","0","0.286","0.714","0","4","10","14","23","Small Cohort"
"Te Reo Maori","Asian","2015","","","","","","","","1","Small Cohort"
"Te Reo Maori","Asian","2016","","","","","","","","3","Small Cohort"
"Te Reo Maori","Asian","2017","","","","","","","","2","Small Cohort"
"Te Reo Maori","Asian","2018","","","","","","","","1","Small Cohort"
"Te Reo Maori","Asian","2019","","","","","","","","2","Small Cohort"
"Te Reo Maori","Asian","2020","","","","","","","","2","Small Cohort"
"Te Reo Maori","Asian","2022","","","","","","","","1","Small Cohort"
"Te Reo Maori","Asian","2023","","","","","","","","1","Small Cohort"
"Te Reo Maori","Asian","2024","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Te Reo Maori","Middle Eastern/Latin American/African","2022","","","","","","","","1","Small Cohort"
"Te Reo Maori","Middle Eastern/Latin American/African","2024","","","","","","","","1","Small Cohort"
"Te Reo Rangatira","Maori","2015","0.019","0.074","0.907","1","4","49","54","61",""
"Te Reo Rangatira","Maori","2016","0.036","0.214","0.75","1","6","21","28","37",""
"Te Reo Rangatira","Maori","2017","0.017","0.121","0.862","1","7","50","58","64",""
"Te Reo Rangatira","Maori","2018","0.021","0.146","0.833","1","7","40","48","63",""
"Te Reo Rangatira","Maori","2019","0.015","0.06","0.925","1","4","62","67","76",""
"Te Reo Rangatira","Maori","2020","0.02","0.196","0.784","1","10","40","51","81",""
"Te Reo Rangatira","Maori","2021","0.018","0.105","0.877","1","6","50","57","103",""
"Te Reo Rangatira","Maori","2022","0.018","0.091","0.891","1","5","49","55","68",""
"Te Reo Rangatira","Maori","2023","0.017","0.102","0.881","1","6","52","59","97",""
"Te Reo Rangatira","Maori","2024","0.039","0.132","0.829","3","10","63","76","114",""
"Te Reo Rangatira","European","2015","","","","","","","","1","Small Cohort"
"Te Reo Rangatira","European","2017","","","","","","","","2","Small Cohort"
"Te Reo Rangatira","European","2019","","","","","","","","2","Small Cohort"
"Te Reo Rangatira","European","2020","0","0","1","0","0","2","2","8","Small Cohort"
"Te Reo Rangatira","European","2021","0","0","1","0","0","3","3","5","Small Cohort"
"Te Reo Rangatira","European","2022","","","","","","","","4","Small Cohort"
"Te Reo Rangatira","European","2023","0","0","1","0","0","3","3","5","Small Cohort"
"Te Reo Rangatira","European","2024","0","0.1","0.9","0","1","9","10","15","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2016","","","","","","","","1","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2017","","","","","","","","2","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2018","","","","","","","","3","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2019","","","","","","","","2","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2020","","","","","","","","2","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2021","0","0","1","0","0","5","5","9","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2022","","","","","","","","3","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2023","0","0","1","0","0","3","3","5","Small Cohort"
"Te Reo Rangatira","Pacific Peoples","2024","0","0.125","0.875","0","1","7","8","12","Small Cohort"
"Te Reo Rangatira","Asian","2019","","","","","","","","1","Small Cohort"
"Te Reo Rangatira","Asian","2023","","","","","","","","1","Small Cohort"
"Te Reo Rangatira","Asian","2024","","","","","","","","2","Small Cohort"
"Technology","Maori","2015","0","0.333","0.667","0","2","4","6","14","Small Cohort"
"Technology","Maori","2016","0","0.333","0.667","0","2","4","6","13","Small Cohort"
"Technology","Maori","2017","0.091","0.091","0.818","1","1","9","11","17","Small Cohort"
"Technology","Maori","2018","0","0.118","0.882","0","2","15","17","23","Small Cohort"
"Technology","Maori","2019","0","0.4","0.6","0","4","6","10","18","Small Cohort"
"Technology","Maori","2020","0.1","0.3","0.6","1","3","6","10","17","Small Cohort"
"Technology","Maori","2021","0","0","1","0","0","9","9","20","Small Cohort"
"Technology","Maori","2022","0","0.2","0.8","0","1","4","5","19","Small Cohort"
"Technology","Maori","2023","0","0.375","0.625","0","3","5","8","22","Small Cohort"
"Technology","Maori","2024","0","0.286","0.714","0","4","10","14","23","Small Cohort"
"Technology","European","2015","0.026","0.282","0.692","3","33","81","117","179",""
"Technology","European","2016","0.066","0.303","0.631","8","37","77","122","186",""
"Technology","European","2017","0.06","0.331","0.609","8","44","81","133","216",""
"Technology","European","2018","0.059","0.275","0.667","9","42","102","153","230",""
"Technology","European","2019","0.065","0.374","0.561","8","46","69","123","223",""
"Technology","European","2020","0.055","0.331","0.614","8","48","89","145","234",""
"Technology","European","2021","0.06","0.271","0.669","10","45","111","166","288",""
"Technology","European","2022","0.065","0.26","0.675","8","32","83","123","250",""
"Technology","European","2023","0.039","0.266","0.695","5","34","89","128","226",""
"Technology","European","2024","0.068","0.388","0.544","10","57","80","147","278",""
